mig_abs_nearest, mig_abs_ot
 0.980,  1.027
 1.006,  1.096
 2.057,  2.093
 0.955,  1.026
 1.132,  1.213
 0.776,  0.821
 2.156,  2.257
 1.188,  1.347
 0.895,  1.074
 2.690,  2.745
 0.767,  0.834
 0.549,  0.563
 0.712,  0.759
 1.101,  1.150
 1.076,  1.157
 1.543,  1.652
 1.870,  2.011
 1.988,  2.354
 1.578,  1.646
 0.656,  1.018
 1.732,  2.264
 3.847,  4.116
 2.644,  2.749
 2.893,  3.230
 0.801,  0.877
 1.719,  1.790
 1.514,  1.639
 1.746,  1.825
 2.656,  2.700
 2.564,  2.643
 0.909,  1.248
 1.208,  1.252
 1.060,  1.146
 1.733,  1.795
 2.864,  3.060
 1.616,  1.844
 2.445,  2.600
 1.273,  1.397
 1.568,  2.200
 3.368,  3.742
 1.296,  1.348
 0.676,  0.813
 2.476,  2.493
 2.040,  2.234
 1.095,  1.211
 1.474,  1.579
 0.839,  0.907
 1.543,  1.610
 1.192,  1.285
 1.470,  1.692
 1.014,  1.244
 0.927,  0.986
 1.035,  1.355
 1.594,  1.694
 8.615, 10.742
 2.148,  2.311
 1.250,  1.309
 1.706,  1.760
 6.342,  6.486
 0.918,  0.999
 1.840,  1.997
 0.983,  1.174
 2.142,  2.300
 2.211,  2.375
 1.554,  1.793
 1.802,  1.882
 0.989,  1.112
 4.029,  4.172
 3.459,  3.525
 1.740,  1.925
 2.122,  2.198
 0.991,  1.277
 2.723,  2.739
 5.982,  6.632
 2.698,  2.841
 1.215,  1.344
 1.871,  2.000
 1.059,  1.193
 2.411,  2.574
 3.874,  3.922
 1.573,  1.574
 0.990,  1.131
 1.316,  1.907
 0.805,  0.956
 1.208,  1.310
 1.435,  1.504
 0.993,  1.151
 1.529,  1.636
 3.525,  3.752
 1.491,  2.140
 0.855,  0.898
 0.547,  0.796
 1.537,  1.973
 1.011,  1.353
 1.572,  1.595
 0.522,  0.575
 0.398,  0.427
 0.891,  1.010
 1.381,  1.418
 0.808,  0.955
 1.320,  1.639
 1.955,  2.059
 1.243,  1.412
 2.187,  2.208
 1.958,  2.342
 1.552,  1.588
 1.781,  2.188
 2.689,  3.003
 2.055,  2.286
 0.660,  0.768
 0.819,  0.939
 0.782,  0.906
 0.949,  1.021
 2.198,  2.226
 1.771,  1.907
 1.055,  1.162
 1.806,  1.951
 1.569,  1.611
 2.026,  2.216
 2.261,  2.329
 3.864,  3.978
 2.082,  2.182
 1.677,  1.807
 3.342,  4.296
 1.186,  1.251
 1.877,  2.643
 1.915,  2.108
 5.283,  5.594
 9.258,  9.376
 1.095,  1.305
 1.426,  1.482
 1.256,  1.436
 3.663,  4.078
 2.352,  2.490
 1.063,  1.364
 3.008,  3.038
 1.979,  2.058
 1.624,  2.172
 1.883,  1.938
 1.759,  1.787
 2.824,  3.143
 1.696,  2.387
 0.641,  0.845
 2.223,  2.530
 2.841,  2.879
 3.013,  3.200
 0.513,  0.719
 0.391,  0.475
 0.807,  0.894
 3.563,  3.637
 0.738,  0.836
 0.490,  0.516
 0.773,  0.909
 0.461,  0.948
 4.744,  8.636
 1.819,  2.183
 1.542,  1.811
 0.891,  1.340
 0.875,  0.942
 2.624,  2.794
 1.937,  2.060
 1.233,  1.411
 3.176,  3.182
 3.993,  4.116
 2.851,  3.183
 1.595,  2.179
 0.938,  1.129
 3.016,  3.047
 1.645,  1.943
 1.768,  1.901
 0.983,  1.244
 0.642,  1.295
 1.849,  2.069
 2.221,  2.475
 0.834,  0.840
 2.567,  2.584
 1.881,  2.004
 0.792,  0.886
 1.554,  2.024
 0.624,  0.705
 0.672,  0.744
 0.804,  0.903
 1.730,  1.778
 1.050,  1.201
 1.043,  1.247
 0.875,  0.912
 0.429,  0.558
 1.078,  1.250
 1.796,  2.122
 3.058,  2.929
 3.195,  3.615
 1.257,  1.428
 4.366,  4.873
 1.857,  2.193
 1.409,  1.487
 0.830,  0.905
 1.352,  1.512
 1.121,  1.200
 1.816,  1.928
 4.026,  4.116
 1.148,  1.270
 1.342,  1.508
 3.323,  3.596
 1.630,  1.781
 1.013,  1.147
 1.074,  1.130
 2.382,  2.826
 3.932,  4.080
 3.841,  4.045
 1.225,  1.382
 1.819,  2.203
 7.004,  6.943
 4.010,  4.817
 1.419,  1.537
 1.648,  2.147
 0.986,  1.154
 1.348,  1.687
 0.914,  0.994
 1.554,  1.595
 5.656,  6.047
 2.130,  2.377
 2.505,  2.643
 1.908,  1.960
 2.258,  2.248
 1.017,  1.243
 1.549,  1.560
 1.337,  1.429
 2.734,  2.764
 3.772,  7.681
 4.785, 12.593
 0.979,  1.171
 2.724,  2.689
 3.021,  3.179
 0.843,  0.945
 1.334,  1.423
 0.838,  0.944
 1.983,  2.108
 2.476,  2.664
 2.481,  2.745
 8.182,  8.772
 3.460,  3.797
 2.023,  2.399
 2.687,  3.020
 1.721,  2.611
 0.933,  1.346
 2.116,  2.243
 7.023,  7.084
 2.418,  2.505
 1.971,  2.037
 2.518,  2.718
 4.783,  4.793
 2.000,  2.209
 1.595,  1.776
 1.109,  1.542
 0.990,  1.257
 2.316,  2.985
 4.346,  4.284
 2.531,  2.376
 1.661,  1.773
 0.922,  1.114
 0.955,  1.001
 0.811,  0.905
 1.043,  1.150
 2.106,  2.206
 1.302,  1.597
 4.920,  4.967
 6.025,  5.953
 4.220,  4.433
 4.677,  5.035
 0.866,  1.368
 3.030,  3.683
 4.940,  5.506
 5.418,  5.507
 1.402,  1.836
 1.143,  1.315
 3.931,  3.829
 0.629,  0.718
 0.900,  1.030
 0.489,  0.551
 1.998,  2.049
 0.839,  0.937
 1.339,  1.914
 1.679,  2.154
 0.778,  0.860
 1.425,  1.599
10.064, 10.997
 2.156,  2.255
 1.164,  1.249
 2.237,  2.281
 1.356,  1.534
 3.080,  3.238
 1.293,  1.578
 0.693,  0.728
 0.482,  0.759
 1.380,  1.595
 1.008,  1.317
 1.062,  1.137
 0.977,  1.191
 2.911,  3.020
 6.878,  6.876
 2.034,  2.195
 3.706,  4.107
 2.979,  3.400
 1.437,  1.687
 3.484,  3.801
 5.469,  5.515
 1.386,  1.627
 4.130,  4.115
 5.801,  6.208
 2.975,  3.025
 0.940,  1.084
 1.264,  1.345
 4.211,  4.765
 0.687,  0.833
 0.647,  1.301
 1.645,  1.756
 2.134,  2.177
 2.738,  2.785
 1.332,  1.617
 2.459,  2.520
 2.337,  2.396
 0.996,  1.121
 0.791,  1.007
 3.911,  3.890
 2.596,  3.052
 3.167,  3.361
 2.467,  2.674
 1.799,  3.686
 3.647,  4.130
 4.323,  4.404
 0.961,  1.307
 1.416,  1.577
 3.154,  3.140
 2.353,  2.435
 0.722,  0.957
 1.844,  2.249
 1.871,  2.043
 2.012,  2.157
 2.063,  2.257
 1.360,  1.570
 3.104,  3.155
 4.257,  4.617
 0.947,  1.106
 1.273,  1.325
 3.359,  3.466
 1.329,  1.324
 1.129,  1.279
 2.433,  2.426
 2.619,  2.642
 3.149,  3.226
 2.550,  2.738
 1.342,  2.101
 1.849,  2.051
 1.508,  1.651
 1.489,  1.748
 1.975,  2.335
 1.435,  1.571
 0.760,  0.950
 2.589,  2.633
 1.406,  1.592
 1.383,  1.782
 0.739,  0.783
 1.250,  1.431
 1.524,  1.636
 2.718,  3.227
 1.235,  1.467
 0.860,  1.173
 3.043,  3.076
 2.479,  2.479
 0.566,  0.669
 2.129,  4.387
 1.155,  1.418
 3.643,  3.759
 1.717,  1.989
 3.153,  3.297
 3.144,  3.407
 1.496,  1.588
 1.236,  1.521
 1.747,  2.496
 2.221,  2.240
 0.975,  1.276
 1.727,  2.288
 0.995,  1.152
 0.838,  0.998
 1.191,  1.508
 0.833,  0.911
 1.876,  1.899
 3.022,  5.180
 0.596,  1.199
 0.893,  1.129
 1.827,  2.511
 2.875,  3.134
 3.828,  5.177
 3.430,  3.386
 1.037,  1.217
 4.590,  4.977
 2.256,  2.311
 2.555,  2.828
 1.842,  1.895
 0.701,  1.183
 1.541,  1.576
 1.505,  1.605
 2.352,  2.431
 1.291,  1.514
 1.378,  1.734
 0.788,  0.843
 0.803,  0.861
 1.157,  1.175
 1.087,  1.118
 0.756,  0.864
 1.033,  1.166
 2.634,  3.287
 1.750,  1.796
 0.551,  0.594
 1.188,  1.609
 0.640,  0.725
 3.587,  4.674
 2.369,  2.453
 4.941,  5.535
 0.791,  0.841
 0.954,  1.167
 1.677,  5.273
 3.066,  3.168
 1.882,  1.753
 1.080,  1.176
 0.876,  1.019
 2.999,  3.147
 1.419,  1.617
 0.983,  1.176
 2.284,  2.489
 2.674,  3.400
 1.555,  1.710
 3.016,  3.139
 2.047,  2.237
 2.865,  3.019
 1.330,  1.411
 1.767,  1.907
 2.341,  2.558
 4.567,  4.695
 5.076,  5.238
 3.263,  3.260
 1.384,  1.544
 1.611,  1.713
 1.881,  2.852
 1.884,  1.978
 0.914,  1.254
 0.955,  1.157
 1.758,  1.886
 2.829,  3.006
 4.005,  7.064
 2.659,  2.831
 4.499,  4.568
 3.280,  3.349
 0.639,  1.450
 4.709,  5.131
 5.231,  5.362
 3.793,  3.782
 2.644,  2.685
 7.761,  7.832
 3.397,  3.660
 3.890,  3.916
 7.280,  7.100
 1.839,  2.246
 2.499,  2.731
 2.391,  2.421
 3.364,  3.828
 0.851,  1.036
 0.937,  1.145
 0.918,  1.010
 1.285,  1.332
 3.574,  5.171
 0.823,  0.894
 2.072,  2.370
 3.134,  3.334
 2.464,  2.562
 2.959,  3.252
 1.437,  1.764
 2.649,  2.969
 1.758,  2.010
 1.745,  1.867
 0.728,  0.867
 1.534,  1.575
 3.020,  4.766
 1.135,  3.532
 1.519,  1.909
 1.591,  1.703
 1.914,  2.007
 0.998,  1.021
 2.072,  2.164
 0.859,  0.984
 3.378,  3.433
 1.718,  2.106
 4.939,  5.201
 2.341,  3.157
 0.796,  0.944
 1.466,  1.566
 1.578,  1.847
 1.252,  1.378
 1.143,  1.255
 0.908,  1.174
 0.813,  0.975
 0.684,  1.147
 1.896,  2.042
 2.455,  2.557
 0.694,  0.795
 3.049,  3.235
 1.909,  2.305
 0.740,  0.917
 1.411,  1.488
 0.932,  1.130
 1.860,  1.967
 2.127,  2.342
 3.218,  3.476
 0.812,  0.839
 0.910,  1.338
 3.489,  4.414
 1.601,  1.752
 4.524,  5.105
 2.929,  7.966
 0.902,  1.168
 1.436,  1.594
 2.449,  2.527
 1.888,  1.963
 2.404,  2.544
 1.857,  2.226
 2.950,  2.907
 1.373,  1.479
 0.764,  0.998
 1.477,  1.955
 1.975,  2.119
 1.740,  1.847
 1.604,  1.754
 0.587,  0.673
 0.915,  0.990
 3.947,  4.214
 3.191,  3.263
 5.033,  5.508
 2.043,  2.097
 1.337,  2.196
 2.757,  3.012
 1.082,  1.118
 1.841,  2.051
 3.269,  3.413
 2.937,  3.075
 1.019,  1.211
 1.392,  1.581
 1.290,  1.367
 1.460,  1.395
 1.466,  2.348
 1.743,  1.746
 0.441,  0.537
 1.865,  1.958
 1.461,  1.762
 2.274,  2.037
 2.633,  2.969
 1.454,  1.549
 1.604,  1.614
 2.323,  2.392
 2.184,  2.373
 0.985,  5.165
 2.514,  2.527
 1.842,  1.975
 0.544,  0.675
 2.764,  2.890
 1.086,  1.149
 1.197,  1.303
 1.401,  1.594
 1.696,  1.775
 1.870,  1.975
 1.152,  1.209
 0.788,  0.875
 0.943,  0.995
 0.798,  0.821
 2.483,  2.559
 2.611,  2.617
 3.424,  8.086
 1.441,  1.509
 0.956,  0.998
 2.513,  2.467
 4.192,  4.294
 1.858,  2.134
 1.003,  1.133
 2.404,  2.469
 4.165,  4.201
 1.516,  1.622
 1.247,  1.344
 1.067,  1.108
 1.527,  1.558
 2.301,  2.340
 1.367,  1.527
 1.438,  1.801
 2.676,  3.623
 1.866,  2.887
 1.633,  2.509
10.607, 10.965
10.648, 10.716
 1.850,  2.006
 0.642,  0.926
 1.603,  1.854
 1.198,  1.352
 1.984,  2.091
 1.542,  1.620
 1.298,  1.418
 1.092,  1.287
 3.508,  3.710
 2.315,  2.636
 1.857,  2.325
 0.873,  1.013
 2.602,  2.648
 1.845,  2.018
 3.100,  3.531
 1.601,  1.973
10.656, 10.822
 2.543,  3.122
 2.061,  2.201
 8.738, 10.116
 1.749,  1.817
 0.855,  1.647
 7.230,  7.725
 1.735,  1.912
 1.597,  1.795
 1.090,  1.315
 1.950,  2.036
 1.625,  1.693
 2.275,  2.327
 0.676,  0.857
 1.088,  1.190
 2.404,  2.582
 1.681,  1.799
 1.895,  1.993
 1.566,  1.849
 1.635,  1.693
 0.627,  0.821
 3.255,  3.436
 4.983,  4.892
 3.775,  4.027
 2.834,  3.064
 1.915,  1.998
 1.306,  1.352
 2.032,  2.395
 1.321,  1.530
 1.777,  1.932
 3.281,  3.351
 1.662,  1.816
 1.780,  2.473
 2.980,  3.108
 4.776,  5.343
 0.843,  0.898
 1.829,  1.959
 1.525,  1.597
 0.816,  0.878
 0.689,  0.885
 2.263,  2.531
 2.061,  2.087
 1.395,  1.453
 1.736,  1.867
 1.420,  1.536
 1.742,  1.863
 2.921,  3.025
 0.687,  0.726
 1.852,  2.036
 1.096,  1.178
 1.078,  1.127
 2.743,  2.782
 7.115, 12.254
 1.520,  1.501
 0.601,  0.656
 2.070,  2.137
 3.000,  3.367
 3.022,  3.305
 2.077,  2.300
 3.662,  3.883
 2.806,  2.871
 4.380,  4.556
 0.579,  0.798
 0.883,  0.949
 1.443,  1.433
13.799, 14.152
 2.368,  2.588
 1.776,  1.821
 1.980,  2.053
 8.281,  8.530
 2.138,  2.371
 4.747,  6.283
10.977, 12.300
 4.016,  4.243
 5.073,  5.228
 0.426,  0.480
 0.750,  1.651
 0.481,  0.522
 2.338,  2.453
 2.140,  2.284
 0.770,  0.818
 0.443,  0.462
 3.556,  3.745
 4.476,  4.735
 3.233,  7.627
 1.756,  1.843
29.886, 34.161
 1.746,  2.945
 3.668,  3.799
 9.318, 12.058
 1.949,  2.293
 1.683,  1.839
 0.739,  1.034
 5.056,  5.057
 2.433,  2.744
 0.970,  1.241
 1.149,  1.242
 1.804,  2.709
 4.258,  4.316
 3.119,  3.174
 3.592,  3.677
 1.798,  1.811
 2.273,  2.701
 1.745,  1.898
 1.827,  1.873
 0.924,  1.007
 0.929,  0.996
 1.034,  1.254
 1.307,  1.602
 1.580,  1.690
 4.816,  6.158
 1.037,  1.104
 7.112, 10.570
 0.849,  1.009
 3.363,  3.583
13.962, 16.076
 1.182,  1.522
 2.358,  2.450
 2.610,  2.709
 2.634,  2.633
 5.002,  5.091
 2.249,  2.591
 0.956,  1.063
 1.710,  1.808
 2.152,  2.025
 0.889,  0.980
 1.763,  1.950
 1.268,  1.315
 0.952,  1.084
 0.958,  1.083
 0.836,  0.982
 2.909,  2.970
 2.589,  2.795
 1.235,  1.411
 1.939,  2.073
 1.261,  1.469
 3.382,  3.808
 2.824,  3.082
 1.223,  1.391
 1.019,  1.234
 1.506,  1.993
 7.799,  7.895
10.231, 11.777
 0.807,  0.925
 2.072,  2.190
 0.973,  1.213
 1.925,  2.115
 2.624,  3.100
 1.791,  2.658
 3.877,  4.025
 0.935,  1.083
 2.499,  2.678
 0.939,  1.044
 3.574,  3.629
 1.185,  1.502
 2.339,  2.498
 3.116,  3.421
 1.847,  1.928
 0.814,  1.053
 0.220,  0.590
 1.119,  1.207
 1.395,  1.697
 0.705,  1.175
 1.491,  1.940
 1.595,  2.011
 1.802,  1.939
 9.936, 11.004
 1.558,  1.935
 5.377,  9.423
 0.895,  0.932
 1.005,  1.104
 0.612,  0.694
 0.575,  0.863
 1.457,  1.590
 1.760,  1.800
 0.539,  0.589
 0.588,  0.732
 1.480,  1.631
 0.768,  0.846
 0.918,  1.056
 1.267,  1.442
 0.779,  0.928
 2.382,  2.462
 4.411,  4.506
 1.677,  2.841
 1.466,  2.021
 1.942,  2.117
 0.919,  1.118
 2.848,  2.869
 0.910,  1.177
 1.107,  1.414
 1.594,  1.785
 0.880,  1.065
 3.311,  3.313
 1.553,  1.649
 1.694,  1.839
 1.517,  1.570
 1.568,  1.677
 4.196,  4.234
 0.770,  0.859
 1.920,  2.034
 1.526,  1.722
 2.426,  2.487
 1.263,  1.303
 1.782,  1.828
 0.651,  0.744
 8.573, 10.260
 1.983,  2.700
 3.529,  4.227
14.075, 14.147
 2.179,  2.378
 2.770,  3.334
 2.387,  2.466
 1.147,  1.310
 1.123,  1.440
 1.564,  1.638
 3.170,  3.309
 3.426,  3.487
 1.581,  1.907
 2.140,  2.197
 2.095,  2.283
 0.902,  1.061
 1.396,  1.462
 1.170,  1.342
 1.502,  1.857
 1.743,  2.095
 1.334,  1.465
 1.938,  2.046
 2.539,  2.872
 0.909,  1.859
 3.957,  3.954
 4.001,  4.279
 1.264,  1.890
 1.765,  1.689
 2.180,  2.418
 3.877,  3.960
 1.416,  1.737
 1.734,  1.924
 4.407,  4.401
 3.152,  3.204
 1.947,  2.387
 3.522,  3.542
 3.265,  3.346
 2.621,  3.084
 2.814,  3.358
 2.453,  2.527
 2.730,  3.085
 0.626,  0.709
 1.681,  1.822
 2.935,  3.051
 0.897,  1.021
 2.149,  2.447
 2.067,  2.161
 2.035,  2.080
 2.050,  2.135
 1.336,  1.640
 1.262,  1.413
 2.681,  2.979
 3.445,  3.858
 2.926,  3.084
 0.598,  0.752
 3.229,  3.328
 4.070,  4.469
 2.104,  2.923
 0.793,  0.947
 2.610,  2.912
 3.057,  3.824
 2.710,  2.894
 3.037,  3.573
 1.251,  1.434
 1.414,  1.781
 1.688,  2.127
 0.778,  1.417
 0.906,  1.094
 4.849,  4.881
 4.579,  4.661
 1.942,  2.199
 1.045,  1.405
 1.000,  1.335
 1.429,  1.534
 2.585,  2.952
 0.730,  0.808
 1.217,  1.323
 0.852,  1.049
 1.474,  1.636
 1.017,  1.519
 3.124,  3.115
 1.493,  2.043
 2.848,  2.810
 2.179,  2.422
 0.618,  0.863
 0.431,  0.474
 2.100,  2.469
 1.202,  1.584
 1.397,  1.545
 1.896,  1.929
 1.158,  1.189
 2.752,  2.820
 3.688,  4.168
 1.777,  1.894
 1.354,  1.403
 1.058,  1.123
 1.416,  1.790
 4.692,  7.643
 2.439,  2.788
 2.689,  3.076
 4.520,  4.746
 2.838,  2.870
 0.381,  1.539
 1.876,  2.299
 4.409,  4.520
 3.506,  3.626
 1.941,  2.006
 1.896,  1.980
 1.382,  1.439
 1.021,  1.083
 0.856,  1.117
 2.840,  2.991
 3.031,  3.381
 2.433,  2.576
 0.936,  1.062
 1.370,  1.514
 0.991,  1.078
 0.857,  1.299
 0.908,  1.216
 2.129,  2.392
 0.916,  1.129
 2.017,  4.172
 1.595,  1.892
 0.865,  1.121
 1.884,  2.128
 1.346,  1.562
 1.147,  1.208
 0.620,  0.738
 0.435,  0.587
 1.648,  1.686
 1.394,  1.479
 1.450,  1.511
 0.920,  1.401
 0.675,  0.796
 1.547,  1.828
 0.921,  0.984
 1.020,  1.164
 1.668,  1.720
 1.936,  2.151
 0.727,  0.814
 2.257,  2.299
 0.932,  1.133
 1.427,  1.766
 1.648,  1.901
 0.883,  1.107
 2.408,  2.491
 0.963,  1.118
 0.512,  0.612
 0.433,  0.523
 0.978,  1.121
 1.875,  2.085
 0.763,  0.846
 1.142,  1.531
 0.686,  0.733
 1.993,  2.110
 1.270,  1.479
 1.306,  1.438
 1.296,  1.385
 3.346,  3.791
 2.550,  2.905
 2.443,  2.816
 2.064,  4.595
 1.523,  1.503
 0.889,  0.999
 0.754,  0.937
 1.752,  2.545
 0.673,  0.721
 0.657,  0.792
 0.529,  0.561
 1.864,  1.929
 1.103,  1.437
 0.592,  0.781
 3.541,  3.645
 4.027,  4.049
 3.171,  3.421
 2.963,  3.152
 0.898,  1.033
 0.587,  0.656
 1.282,  1.487
 1.191,  1.316
 1.263,  1.305
 1.232,  1.307
 2.124,  2.175
 1.544,  1.787
 1.626,  1.777
 2.025,  2.135
 1.746,  1.776
 1.600,  1.637
 1.817,  1.857
 2.132,  2.193
 1.834,  3.011
 1.787,  2.251
 1.162,  1.447
 0.527,  0.564
 1.075,  1.287
 1.321,  1.371
 0.600,  0.753
 1.149,  1.306
 3.001,  3.029
 2.169,  2.557
 1.198,  1.542
 1.276,  1.417
 0.535,  0.666
 1.642,  1.900
 2.802,  2.841
 2.050,  2.151
 1.168,  1.318
 0.824,  0.942
 1.582,  1.708
 0.710,  0.773
 1.087,  1.228
 1.358,  1.355
 1.182,  1.244
 1.209,  1.263
 1.483,  1.523
 2.900,  3.971
 2.946,  3.619
 0.654,  0.795
 1.619,  1.993
 0.636,  0.878
 0.678,  0.762
 5.087,  6.436
 1.089,  2.021
 1.275,  1.594
 1.577,  1.616
 2.121,  2.709
 2.867,  3.137
 0.767,  0.931
 1.553,  1.657
 2.350,  2.576
 2.037,  2.184
 6.506,  6.955
 9.212,  9.722
 7.524,  8.652
 3.832,  4.804
 8.865,  8.783
 2.665,  2.658
 1.255,  1.901
 2.217,  2.943
 3.713,  3.419
 2.900,  3.290
 1.485,  2.452
 0.853,  1.107
 3.328,  3.396
 2.933,  3.026
 2.518,  3.012
 3.085,  3.663
 1.708,  2.218
 0.892,  1.017
 1.304,  1.651
 3.589,  4.820
 0.894,  1.141
 1.046,  1.186
 2.157,  2.681
 1.117,  1.377
 1.129,  1.166
 0.835,  1.007
 0.785,  0.836
 1.776,  1.930
 3.509,  3.596
 3.197,  3.654
 1.344,  1.529
 1.456,  1.798
 2.347,  2.536
 2.818,  3.010
 0.664,  0.791
 0.647,  0.698
 1.849,  1.955
 1.591,  1.950
 1.122,  1.955
 4.950,  5.366
 2.343,  2.655
 3.927,  5.824
 2.709,  4.188
 1.037,  1.190
 5.351,  5.513
 3.025,  3.526
 5.251,  7.694
 0.555,  0.702
 2.346,  2.363
 1.604,  1.744
 1.335,  1.415
 1.122,  1.168
 2.955,  3.120
 0.551,  1.372
 2.151,  2.442
 2.441,  3.991
 2.130,  2.285
 2.982,  3.118
 1.347,  1.475
 1.250,  1.828
 1.432,  1.577
 0.863,  1.336
 0.805,  0.940
 1.115,  1.173
 5.218,  5.446
 1.394,  1.540
 1.098,  1.247
 1.312,  1.394
 6.765,  6.872
 5.429,  5.722
 1.145,  1.351
 1.165,  1.346
 1.845,  1.937
 6.592,  6.583
 8.934,  9.082
 0.677,  3.701
 1.242,  1.669
 0.560,  0.660
 2.425,  2.643
 5.641,  7.951
 1.070,  1.254
 1.818,  1.951
 1.552,  3.085
 4.263,  5.136
 1.096,  1.210
 3.818,  5.122
 1.232,  1.457
 0.916,  1.143
 1.309,  1.658
 1.043,  1.236
 1.945,  1.972
 1.075,  1.122
 0.789,  0.849
 0.729,  0.925
 1.501,  1.866
 1.502,  1.678
 2.101,  2.654
 0.923,  1.081
 1.651,  1.773
 1.817,  1.934
 0.846,  0.991
 0.749,  1.012
 1.366,  1.604
 2.195,  2.342
 1.295,  1.453
 1.279,  1.575
 1.003,  1.450
 2.098,  2.443
 1.735,  2.670
 3.102,  3.220
 2.206,  2.464
 1.870,  2.340
11.193, 11.616
 1.579,  1.728
 1.685,  2.196
 1.360,  1.529
 1.033,  1.143
 2.236,  2.361
 0.881,  1.050
 2.869,  2.930
 1.706,  1.522
 0.875,  1.158
 0.765,  0.926
 2.229,  2.422
 4.582,  4.577
 3.327,  3.165
 2.055,  2.112
 2.209,  2.130
 7.720,  8.744
 3.253,  3.200
 1.871,  2.107
 4.617,  4.799
 1.597,  1.580
 4.647,  4.843
 1.782,  2.168
 3.954,  4.030
 1.580,  1.758
 1.891,  1.995
16.077, 17.466
 5.231,  5.227
 3.704,  4.202
 2.963,  3.314
 2.424,  2.544
 1.409,  1.828
 0.960,  1.093
 2.868,  3.017
 1.653,  1.711
 4.163,  4.309
 2.472,  2.516
 1.646,  1.710
 1.375,  1.462
 1.876,  2.126
 3.846,  4.237
 2.397,  2.665
 2.013,  2.138
 2.614,  2.694
 1.417,  1.625
 2.308,  2.409
 2.774,  2.957
 1.722,  1.858
 3.406,  5.577
 1.824,  2.266
 2.142,  2.262
 1.133,  1.726
 0.398,  0.783
 1.555,  1.931
 0.807,  1.272
 1.402,  1.561
 1.450,  1.595
 1.672,  1.753
 1.664,  1.711
 1.038,  1.239
 2.008,  2.155
 4.560,  4.799
 1.001,  1.069
 1.250,  1.679
 3.740,  3.766
 2.055,  2.098
 1.757,  1.869
 1.150,  1.201
 1.349,  1.505
 1.876,  1.967
 1.656,  1.768
 0.932,  1.081
 1.149,  1.209
 2.728,  2.945
 3.346,  3.347
 0.887,  1.017
 1.833,  2.032
 3.623,  3.681
 0.890,  1.195
 2.203,  2.326
 1.296,  2.391
 1.779,  2.164
 5.093,  5.627
 0.888,  0.841
 1.005,  1.177
 1.141,  1.507
 1.314,  1.765
 1.243,  1.345
 1.455,  1.589
 1.707,  1.866
 0.985,  1.808
 1.209,  1.533
 2.106,  2.283
 2.710,  6.421
 0.688,  0.801
 2.486,  2.620
 1.184,  1.296
 1.033,  1.083
 0.751,  0.802
 1.725,  2.437
 0.531,  0.942
 0.505,  0.756
 1.307,  1.498
 1.281,  1.320
 3.163,  3.189
 1.350,  1.431
 1.056,  1.431
 0.999,  1.101
 0.937,  0.972
 2.573,  2.714
 3.063,  3.109
 4.819,  4.950
 2.282,  2.562
 1.580,  3.239
 0.954,  1.042
 1.394,  1.516
 1.994,  2.118
 1.591,  1.778
 1.097,  1.501
 2.375,  2.563
 1.070,  1.268
 1.735,  1.858
 0.719,  0.997
 1.065,  1.153
 1.306,  1.497
 2.025,  3.009
 0.924,  1.026
 1.823,  1.954
 1.516,  2.178
 4.578,  4.828
 3.231,  3.710
 3.455,  3.517
 1.219,  1.384
 2.379,  2.503
 2.055,  2.203
 0.988,  1.209
 1.395,  1.590
 2.477,  2.812
 3.079,  3.053
 3.100,  3.167
 1.324,  1.478
11.220, 11.734
 1.784,  1.843
 1.532,  1.573
 1.334,  1.494
 1.709,  1.756
 3.158,  3.365
 3.301,  3.392
 1.661,  2.050
 4.743,  4.922
 1.502,  1.706
 1.312,  1.404
 0.855,  1.147
 3.007,  3.151
 0.716,  0.783
 0.932,  1.118
 6.029,  6.142
 9.235,  9.941
 1.416,  1.499
 0.627,  0.739
 0.668,  0.969
 1.091,  1.271
 0.924,  2.317
 2.209,  2.278
 1.338,  1.839
 1.268,  1.566
 0.939,  1.257
 0.829,  0.922
 1.517,  1.703
 0.725,  1.321
 1.125,  1.456
 1.710,  2.043
 4.962,  3.664
 2.080,  2.162
 1.007,  1.484
 1.224,  1.477
 1.829,  1.997
 0.890,  1.074
 2.546,  2.892
 0.996,  1.699
 1.387,  1.572
 0.928,  1.194
 0.958,  1.241
 1.399,  1.490
 1.157,  1.256
 1.070,  1.173
 2.215,  2.355
 1.727,  1.879
 1.011,  1.050
 2.066,  3.267
 0.847,  0.915
 1.413,  1.691
 1.979,  2.146
 2.005,  2.234
 1.803,  2.073
 1.811,  1.996
 4.025,  4.149
 1.138,  1.284
 1.289,  1.441
 1.575,  1.604
 4.009,  4.883
 6.059,  6.480
 3.016,  3.453
 1.210,  1.306
 4.201,  4.596
 1.897,  1.942
 0.774,  0.978
 1.546,  1.667
 0.641,  0.717
 0.669,  0.948
 0.640,  0.857
 2.884,  2.863
 0.680,  1.047
 0.978,  1.150
 2.101,  2.696
 0.620,  0.707
 1.186,  1.459
 1.288,  1.413
 1.262,  1.326
 2.725,  2.775
 0.654,  0.916
 2.001,  2.241
 3.058,  3.172
 3.281,  3.317
 1.178,  1.572
 2.055,  2.201
 2.323,  2.340
 1.604,  1.682
 1.128,  1.350
 1.420,  1.546
 1.934,  1.984
 1.847,  2.130
 2.099,  2.107
 2.570,  2.693
 2.102,  2.146
 0.829,  1.077
 3.509,  3.562
 0.857,  0.931
