mig_abs_nearest, mig_abs_ot
 2.245,  2.357
 0.919,  1.015
 2.424,  2.698
 2.091,  2.173
 1.690,  1.835
 2.217,  2.680
 1.477,  1.516
 1.042,  1.139
 2.074,  2.205
 0.812,  0.889
 2.654,  2.722
 0.507,  0.855
 2.034,  2.153
 0.947,  0.848
 1.243,  1.408
 3.901,  4.298
 1.910,  2.330
 2.324,  2.365
 1.952,  1.997
 1.024,  1.171
 2.110,  2.162
 0.590,  0.770
 2.000,  2.590
 0.827,  0.919
 3.499,  3.769
 1.154,  1.353
 1.108,  1.201
 1.798,  2.269
 3.156,  3.362
 4.051,  4.101
 3.116,  3.998
 2.053,  2.173
 3.139,  3.755
 1.331,  1.498
 0.790,  0.901
 0.759,  1.013
 1.388,  1.557
 0.813,  1.083
 0.401,  0.491
 1.107,  1.440
 0.784,  0.821
 0.668,  0.699
 1.131,  1.159
 0.507,  0.589
 1.016,  1.349
 0.739,  1.001
 1.341,  1.716
 1.717,  2.209
 0.708,  0.810
 4.161,  4.455
 1.196,  1.275
 1.255,  1.656
 3.582,  3.528
 3.165,  3.330
 2.034,  2.049
 0.853,  1.110
 2.010,  2.325
 3.898,  3.924
 1.122,  1.630
 2.595,  2.699
 1.526,  1.645
 4.382,  4.398
 3.530,  4.136
 2.246,  2.771
 0.841,  1.172
 1.614,  1.935
 3.835,  3.951
 3.973,  4.140
 2.017,  2.083
 3.326,  3.372
 1.065,  1.221
 2.796,  2.847
 1.568,  1.737
 0.629,  0.768
 6.877,  7.214
 4.734,  5.397
 3.608,  3.793
 6.917,  7.043
 1.455,  1.561
 1.939,  2.724
 2.746,  2.808
 2.956,  3.054
 0.571,  0.755
 0.754,  1.263
 0.687,  0.751
 1.967,  2.018
 0.731,  1.117
 0.870,  1.031
 2.646,  2.755
 2.546,  3.846
 1.277,  1.393
 0.651,  0.734
 1.085,  1.235
 1.003,  1.110
 4.373,  7.379
 1.093,  1.191
 1.351,  1.536
 2.870,  3.072
 2.533,  3.211
 1.636,  1.946
 3.936,  4.176
 1.533,  1.630
 1.822,  1.963
 1.670,  1.802
 1.002,  1.051
 2.245,  2.398
 2.333,  2.978
 0.499,  0.574
 3.076,  3.222
 1.580,  1.708
 3.113,  3.252
 3.617,  3.803
 2.757,  2.449
 1.326,  1.402
 4.382,  6.656
 0.918,  0.982
 1.781,  1.840
 1.739,  1.763
 0.769,  0.904
 1.202,  1.310
 0.983,  1.110
 1.274,  1.329
 1.100,  1.152
 1.341,  1.449
 2.485,  2.533
 2.556,  2.659
 3.510,  3.742
 3.240,  3.204
 3.553,  3.459
 0.838,  1.341
 0.950,  1.039
 2.825,  2.831
 1.223,  1.334
 3.177,  3.289
 2.517,  2.780
 1.133,  1.426
 3.649,  4.288
 2.295,  2.530
 5.372,  6.094
 0.960,  1.127
 2.347,  2.941
 0.574,  0.733
 1.371,  1.923
 1.725,  2.012
 1.167,  1.496
 1.436,  1.477
 0.950,  1.161
 2.220,  2.563
 1.177,  1.467
 2.075,  2.153
 2.811,  2.963
 0.688,  0.826
 1.115,  1.241
 2.109,  2.455
 2.218,  2.275
 1.554,  4.700
 0.711,  0.783
 1.826,  1.945
 1.774,  2.059
 1.526,  2.011
 1.619,  1.673
 0.982,  1.154
 2.304,  2.634
 2.767,  3.702
 0.753,  0.886
 4.282,  4.311
 2.272,  2.576
 1.673,  1.725
 2.077,  2.162
 2.300,  2.545
 3.802,  4.046
 1.599,  1.827
 5.307,  5.735
 3.039,  3.167
 1.425,  1.666
 3.027,  3.065
 3.513,  4.246
 5.279,  5.310
 1.398,  2.020
 1.549,  1.649
 0.942,  1.161
 2.726,  5.280
 1.067,  1.345
 4.932,  6.248
 3.778,  4.715
 1.758,  1.896
 3.079,  3.076
 3.666,  4.524
 6.338,  6.289
 2.939,  3.054
 6.543,  6.601
 7.151,  7.204
 1.393,  2.012
 2.489,  2.661
 2.338,  2.125
 1.551,  1.746
 1.265,  1.289
 3.760,  3.865
 0.418,  0.683
 5.042,  5.606
 1.532,  1.587
 1.674,  2.617
 3.043,  3.192
 2.414,  2.391
 2.204,  2.581
 1.181,  1.322
 3.210,  4.263
 2.539,  2.889
 1.467,  1.635
 1.158,  1.746
 2.393,  2.593
 1.555,  1.757
 2.525,  2.625
 1.465,  1.452
 1.772,  1.837
 1.039,  1.458
 0.883,  1.076
 2.361,  2.965
 1.783,  1.809
 4.538,  4.800
 1.396,  1.437
 3.586,  3.905
 3.126,  3.553
 1.408,  1.629
 1.189,  1.350
 1.887,  2.160
 3.177,  2.987
 6.393,  8.087
10.098, 10.860
 6.485,  7.321
 0.889,  1.114
 1.033,  2.871
 2.959,  3.404
 0.974,  1.044
 1.258,  1.340
 1.863,  1.905
 2.072,  2.224
 3.138,  3.582
 2.344,  3.590
 0.358,  0.555
 1.500,  1.724
 0.971,  1.202
 1.724,  2.059
 2.735,  3.248
 1.252,  1.313
 0.887,  1.119
 4.228,  4.792
 4.101,  4.563
 1.717,  1.943
 0.756,  0.835
 0.886,  0.921
 0.296,  0.318
 0.963,  0.993
 1.530,  1.612
 1.370,  1.553
 3.688,  3.653
 1.312,  1.572
 1.295,  1.332
 1.163,  1.242
 1.944,  2.076
 2.331,  2.386
 1.445,  1.498
 1.907,  2.203
 1.427,  1.600
 1.257,  1.628
 0.890,  0.949
 1.529,  1.596
 1.547,  1.730
 1.308,  1.639
 1.544,  2.146
 1.008,  1.042
 2.858,  2.861
 0.958,  1.213
 0.795,  0.977
 4.175,  4.491
 1.552,  2.100
 1.884,  2.017
 0.753,  0.823
 2.152,  2.602
 1.286,  1.400
 2.159,  2.318
 1.179,  1.250
 0.646,  0.776
 1.685,  2.050
 2.120,  2.251
 2.444,  2.494
 2.498,  2.840
 1.919,  1.946
 1.446,  1.577
 1.546,  1.616
 1.268,  1.445
 1.108,  1.186
 1.049,  2.974
 1.502,  1.544
 1.152,  1.299
 2.798,  2.869
 0.469,  0.621
 6.035,  6.613
 0.868,  1.049
11.401, 12.277
 1.214,  1.285
 1.174,  1.196
 0.895,  0.983
 2.600,  4.879
 1.068,  1.123
 3.542,  4.080
27.397, 23.450
 3.798,  3.988
 5.128,  5.727
 1.152,  1.215
 2.127,  2.524
 1.411,  1.475
 1.030,  1.149
 1.572,  1.658
 2.006,  2.642
 4.140,  6.586
 3.574,  3.618
 3.278,  3.382
 1.879,  2.060
 1.124,  1.415
 1.596,  1.964
 1.016,  1.013
 3.134,  3.255
 1.805,  2.226
 1.326,  1.757
 1.155,  1.294
 1.994,  3.326
 2.564,  2.603
 3.084,  3.512
 1.578,  1.801
 3.878,  4.370
 3.912,  4.342
 0.838,  0.963
 3.520,  3.646
12.374, 12.994
 4.615,  4.678
 1.329,  1.521
 5.352,  5.422
 4.560,  5.436
 1.871,  1.977
 2.826,  3.040
 2.605,  2.948
 1.147,  1.309
 1.461,  1.607
 0.879,  1.139
 2.026,  2.063
 1.874,  1.884
 0.968,  1.194
 1.437,  1.508
 2.904,  3.083
 2.047,  2.233
 2.085,  2.203
 1.365,  1.497
 2.027,  2.262
 2.800,  3.020
 1.960,  2.035
 2.834,  2.870
 1.355,  1.679
 3.466,  3.772
 3.906,  3.938
 1.668,  2.175
 1.407,  1.935
 2.675,  2.661
 1.583,  1.693
 1.124,  1.425
 1.558,  1.691
 1.887,  1.994
 1.625,  1.861
 1.252,  1.435
 3.012,  4.264
 2.357,  2.499
 1.805,  2.052
 4.932,  4.938
 1.154,  1.338
 4.140,  4.207
 3.187,  3.544
 1.080,  1.997
 1.314,  1.520
 1.173,  1.361
 4.529,  4.413
 3.541,  3.806
 4.584,  5.109
 1.224,  1.362
 1.362,  1.917
 9.034,  9.117
 2.479,  3.858
 3.361,  4.015
 2.076,  2.263
 1.714,  1.811
 3.029,  3.264
 3.240,  3.352
 2.394,  2.500
 0.879,  1.015
 1.058,  1.421
 2.612,  2.982
 2.215,  2.279
 1.667,  1.852
 1.774,  2.015
 1.111,  1.238
 2.001,  2.331
 2.538,  2.683
 1.118,  1.415
 1.785,  2.107
 2.262,  2.624
 2.781,  3.144
 1.265,  1.507
 0.838,  0.968
 2.121,  2.666
 2.965,  3.089
 1.239,  1.360
13.901, 15.286
 1.604,  1.825
 3.169,  3.355
 2.822,  2.900
 1.175,  1.233
 1.108,  1.155
 0.883,  0.963
 0.656,  0.755
 0.834,  0.956
 1.064,  1.236
 1.460,  1.535
 3.362,  3.926
 2.049,  2.244
 1.617,  2.138
 2.189,  2.439
 1.051,  1.143
 1.174,  1.316
 2.940,  3.172
 1.802,  2.055
 0.914,  1.020
 2.725,  2.769
 0.642,  0.738
 0.790,  0.904
 0.968,  1.306
 0.631,  0.705
 1.266,  1.371
 0.930,  1.010
 3.755,  3.804
 0.708,  0.787
 1.136,  1.345
 6.645,  6.872
 9.036,  8.979
 2.678,  2.949
 3.130,  4.214
 1.064,  1.250
 2.416,  3.014
 4.342,  4.754
 4.777,  4.911
 2.258,  2.499
 4.507,  4.847
 3.399,  3.652
 0.981,  1.039
 0.873,  0.976
 1.237,  1.382
 2.615,  2.906
 2.040,  2.108
 1.533,  1.691
 2.120,  2.342
 0.523,  0.562
 1.000,  1.045
 2.251,  2.548
 2.061,  2.491
 2.231,  2.362
 1.424,  1.582
 1.530,  1.640
 3.139,  3.161
 2.120,  2.394
 0.935,  1.172
 2.360,  2.450
 1.628,  1.797
 1.637,  1.902
 3.102,  3.424
 1.321,  1.645
 1.995,  2.265
 1.638,  1.696
 1.328,  1.388
 2.062,  2.195
 3.151,  3.531
 0.648,  1.163
 1.216,  1.406
 0.836,  0.961
 0.657,  0.731
 1.839,  2.104
 1.045,  1.312
 2.468,  2.539
 1.036,  1.121
 2.169,  2.290
 1.664,  2.055
 2.817,  2.868
 1.735,  1.859
 1.005,  1.202
 1.352,  1.547
 0.816,  0.906
 0.959,  1.136
 3.516,  3.456
 2.421,  2.539
 1.320,  1.396
 3.231,  3.368
 1.781,  2.061
 2.082,  2.269
 0.836,  0.963
 5.193,  5.227
 0.949,  1.728
 2.611,  3.856
 3.313,  4.433
 1.494,  1.582
 1.492,  3.262
 2.683,  3.102
 1.566,  1.856
 3.634,  3.832
 2.798,  3.013
 1.178,  1.328
 0.960,  1.147
 1.339,  1.405
 2.402,  2.759
 1.243,  1.285
 1.241,  1.641
 4.607,  4.663
 2.480,  3.028
 0.404,  0.692
 1.635,  1.732
 1.008,  1.138
 1.293,  1.458
 1.075,  1.137
 2.349,  2.411
 0.934,  1.109
 0.748,  1.187
 1.954,  2.543
 0.921,  1.069
 3.630,  3.772
 1.915,  2.226
 1.886,  2.076
 2.398,  2.416
 1.604,  1.828
 2.763,  2.969
 3.249,  3.921
 2.285,  2.272
 0.555,  0.660
 1.094,  1.250
 1.469,  1.594
 3.217,  3.621
 1.029,  1.784
 0.682,  1.195
 0.961,  1.008
 2.390,  3.684
 1.208,  1.257
 3.427,  3.539
 0.811,  0.869
 2.661,  2.893
 1.933,  2.060
 4.163,  4.463
 5.513,  6.460
 0.840,  0.958
 1.891,  1.982
 2.659,  2.570
 1.548,  1.647
 0.959,  1.128
 1.322,  1.522
 0.572,  0.577
 0.756,  0.908
 1.192,  1.371
 1.090,  1.236
 1.953,  1.984
 1.246,  1.327
 1.685,  1.740
 1.562,  1.684
 2.111,  2.318
 0.714,  0.864
 0.836,  0.929
 1.929,  1.992
 1.081,  1.174
 4.939,  8.266
 3.123,  3.112
 1.626,  1.674
 0.831,  1.005
 1.093,  1.732
 3.303,  3.577
 3.845,  3.853
 2.234,  2.382
 1.733,  1.787
 0.408,  1.664
 0.738,  0.765
 2.119,  2.363
 1.142,  1.212
 1.553,  1.586
 2.749,  2.887
 1.355,  1.504
 3.512,  3.989
 5.966,  6.219
 1.535,  1.643
 1.526,  1.640
 3.800,  3.788
 0.660,  1.171
 0.785,  1.152
 1.106,  1.187
 1.381,  1.463
 2.677,  2.882
 6.728, 11.581
 2.518,  2.668
 1.240,  1.459
 3.003,  3.575
 1.729,  2.045
 0.905,  1.128
 1.190,  1.478
 0.869,  0.979
 1.453,  1.599
 1.361,  1.465
 3.273,  4.333
 1.326,  1.380
 0.434,  0.736
 1.363,  1.540
 4.174,  4.246
 0.922,  1.150
 1.716,  1.896
 0.827,  0.871
 0.742,  0.936
 0.682,  0.735
 0.654,  0.749
 0.701,  0.852
 8.008,  8.826
 1.556,  2.480
 1.573,  1.700
 0.612,  1.009
 3.035,  2.994
 0.580,  0.891
 2.158,  2.272
 1.313,  1.389
 1.583,  1.994
 1.689,  1.780
 3.010,  3.211
 2.782,  2.897
 1.396,  1.696
 3.657,  3.803
 1.480,  1.710
 1.360,  1.807
 1.893,  1.940
 2.324,  2.995
 2.096,  2.186
 4.533,  4.767
 2.067,  2.219
 1.796,  1.909
 1.133,  1.348
 1.244,  1.508
 0.935,  1.098
 1.334,  1.520
 4.647,  4.830
 2.536,  2.722
 4.280,  5.129
 2.491,  2.556
 1.384,  1.626
 1.409,  1.761
 1.190,  1.278
 0.814,  0.869
 1.491,  1.572
 0.708,  0.799
 2.400,  2.487
 0.987,  1.110
 0.843,  0.896
 2.480,  3.341
 1.341,  1.926
 3.331,  3.394
 4.114,  4.311
 1.779,  1.988
 1.759,  3.055
 3.456,  3.918
 3.721,  3.660
 5.079,  5.239
 1.152,  1.464
 1.817,  2.031
 2.780,  2.840
 0.982,  1.046
 0.607,  0.705
 1.494,  1.568
 1.881,  1.948
 1.507,  1.658
 3.458,  3.776
 1.026,  1.249
 4.440,  4.496
 0.645,  0.836
 2.953,  3.132
 2.636,  2.746
 4.446,  4.526
 3.960,  4.462
 1.524,  1.611
 2.708,  2.784
 0.999,  1.199
 1.133,  1.794
 1.820,  1.914
 2.077,  2.185
 1.599,  1.646
 0.659,  0.715
 0.837,  0.959
 1.819,  1.846
 7.091,  7.459
 2.248,  2.518
 3.591,  4.269
 1.420,  1.740
 1.121,  1.482
 3.175,  3.632
 1.425,  1.856
 1.710,  1.746
 0.737,  0.939
 4.517,  8.639
 1.363,  1.498
 0.961,  1.049
 1.950,  2.230
 2.376,  2.670
 2.658,  2.681
 1.318,  1.760
 2.332,  2.719
 2.125,  2.200
 1.633,  1.897
14.763, 14.629
22.535, 22.220
 2.380,  2.478
 1.615,  1.788
 0.727,  0.827
19.694, 19.051
 8.309,  8.620
 8.290,  7.882
 1.304,  1.464
 1.455,  1.568
 2.558,  2.625
 1.882,  1.957
 3.364,  3.546
 1.159,  1.298
 1.447,  2.115
 1.934,  2.352
 1.285,  1.686
 0.993,  1.341
 1.461,  1.697
 3.399,  3.708
 2.885,  2.925
 3.375,  3.537
 1.214,  1.428
 0.726,  0.828
 2.601,  2.703
 2.402,  2.674
 3.270,  3.326
 4.226,  4.267
 5.643,  5.816
 2.183,  2.326
 1.586,  1.762
 1.176,  1.234
 1.316,  1.516
 1.261,  1.618
 1.198,  1.313
 1.173,  1.278
 0.967,  1.153
 1.500,  1.625
 1.192,  1.322
 0.976,  1.031
 1.675,  1.759
 2.553,  2.872
 1.740,  1.901
 4.188,  4.205
 0.603,  0.714
 3.490,  3.634
 2.389,  3.340
 1.470,  1.186
 0.872,  0.985
 1.743,  2.224
 3.270,  3.428
 2.395,  2.635
 1.648,  1.747
 1.243,  1.682
 1.477,  1.554
 2.811,  2.938
 1.663,  2.280
 4.420,  4.567
 1.037,  1.307
 0.833,  0.995
 3.727,  3.817
 2.846,  2.919
 5.046,  6.322
 1.331,  1.465
 1.025,  1.025
 5.655,  6.139
 0.877,  1.021
 1.181,  1.525
 1.828,  2.115
 2.629,  2.658
 1.221,  1.288
 3.012,  3.214
 1.284,  1.312
 1.157,  1.245
 0.441,  0.474
 2.031,  2.354
 1.770,  1.876
 2.015,  2.087
 2.234,  2.315
 0.928,  1.118
 0.829,  0.840
 1.544,  1.637
 2.469,  2.651
 0.278,  0.439
 0.632,  0.663
 1.412,  1.631
 1.493,  1.567
 1.092,  1.218
 6.384,  6.832
11.929, 12.760
 4.914,  4.226
 3.334,  3.533
 0.719,  0.770
 1.488,  1.816
 1.258,  1.349
 1.854,  1.991
 1.432,  1.494
 1.665,  2.252
 2.751,  2.843
 2.935,  3.133
 1.872,  2.011
 1.709,  1.782
 1.466,  1.582
 1.355,  1.544
 3.803,  5.736
17.259, 17.770
 2.020,  2.186
 1.499,  1.588
 0.815,  0.866
 1.009,  1.121
 1.588,  1.762
 0.756,  0.845
 1.228,  1.352
 0.506,  0.597
 1.315,  1.496
 1.919,  2.234
 1.057,  1.157
 1.045,  1.205
 1.278,  1.568
 1.426,  1.690
 1.983,  1.994
 2.244,  2.469
 1.822,  2.212
 2.782,  2.803
 2.607,  3.585
 0.772,  1.423
 1.038,  1.415
 1.265,  1.390
 0.735,  0.784
 0.842,  0.996
 1.195,  1.425
 1.206,  1.374
 2.844,  3.494
 2.139,  2.374
 1.655,  2.563
 1.601,  1.651
 0.913,  1.151
 1.013,  1.230
 0.673,  0.734
 1.146,  1.205
 0.939,  1.000
 4.326,  4.468
 2.577,  2.709
 2.441,  2.587
 2.077,  2.031
 1.138,  1.370
 2.113,  2.237
 2.163,  2.402
 1.076,  1.177
 3.807,  4.243
 2.927,  3.317
 0.935,  1.027
 1.161,  1.366
 0.687,  1.009
 1.082,  1.172
 0.939,  1.009
 2.767,  2.840
 1.018,  1.145
 1.096,  1.189
 1.172,  1.302
 1.472,  1.619
 0.602,  0.668
 1.987,  2.097
 0.692,  0.768
 4.842,  4.936
 0.864,  0.964
 2.194,  2.336
 0.823,  0.968
 1.212,  1.267
 1.760,  1.916
 1.072,  1.490
 1.933,  2.215
 2.641,  2.900
 4.195,  4.477
 1.571,  1.705
 2.379,  2.575
 2.406,  2.474
 0.930,  1.036
 1.124,  1.195
 1.285,  1.419
 1.498,  1.601
 1.927,  2.157
 3.984,  4.306
 6.640,  6.651
 2.224,  2.171
 2.399,  2.416
 2.900,  2.923
 2.920,  3.080
 1.976,  2.267
 2.289,  2.485
 0.920,  0.977
 0.828,  1.092
 0.801,  0.821
 1.773,  1.882
 0.742,  1.528
 0.936,  1.015
 1.416,  1.613
 1.407,  1.642
 0.931,  1.123
 4.411,  4.611
 1.099,  1.373
 2.884,  2.834
 2.179,  2.269
 1.624,  1.961
 5.413,  5.503
 3.307,  3.447
 1.342,  1.474
 3.153,  3.174
 3.599,  3.607
 1.793,  1.930
 1.426,  1.525
 1.522,  1.688
 2.155,  2.432
 2.098,  2.156
 0.971,  0.997
 0.517,  0.571
 1.630,  1.667
 1.529,  1.645
 0.984,  1.104
 1.093,  1.264
 0.839,  0.968
 2.002,  2.131
 1.410,  1.738
 1.271,  1.402
 1.172,  1.332
 2.995,  3.036
 0.765,  0.924
 2.044,  2.090
 1.077,  1.239
 2.867,  2.857
 1.723,  1.833
 3.381,  3.421
13.642, 14.717
 3.597,  3.786
 0.280,  0.521
 1.000,  2.468
 0.879,  1.080
 1.432,  1.458
 3.170,  4.240
 1.435,  1.609
 2.526,  2.515
 1.109,  1.596
 1.196,  1.794
 2.867,  3.334
 2.330,  2.391
 1.696,  1.829
 1.136,  1.275
 1.355,  1.399
 3.075,  3.235
 1.479,  1.911
 3.650,  3.718
 2.398,  2.502
 4.718,  5.178
14.519, 15.168
 1.124,  1.230
 1.581,  1.856
 2.054,  2.711
 0.701,  1.349
 1.877,  2.227
 0.741,  0.851
 0.819,  0.923
 2.211,  2.328
 0.930,  1.045
 0.854,  1.033
 1.506,  1.620
 0.827,  1.200
 1.539,  1.734
 2.486,  3.181
 1.092,  1.189
 1.750,  1.800
 2.382,  2.464
 0.563,  0.647
 0.640,  1.038
11.125, 14.223
 1.231,  1.354
 3.499,  3.529
 3.896,  4.191
 1.695,  1.875
 0.850,  0.904
 1.496,  1.660
 1.159,  1.224
 2.402,  3.108
 1.177,  1.484
 0.767,  0.953
 2.875,  2.923
 2.766,  2.865
 2.032,  2.070
 1.981,  2.150
 1.396,  1.642
 1.082,  2.172
 0.864,  0.905
 0.683,  0.925
 0.862,  0.911
 1.021,  1.279
 1.144,  1.289
 4.649,  4.663
 3.412,  3.346
 0.836,  1.012
 0.983,  1.164
 1.646,  2.458
 3.387,  3.420
 1.544,  1.748
 5.155,  5.651
 2.170,  2.265
 1.175,  1.546
 1.230,  1.352
 0.683,  0.746
 0.667,  0.739
 3.143,  3.559
 1.834,  2.009
 0.737,  0.866
 1.830,  2.526
 1.486,  1.802
 1.589,  2.030
 1.149,  1.248
 1.226,  1.417
 2.212,  2.410
 2.752,  2.915
 7.606,  9.568
 1.403,  1.848
 3.268,  3.335
 2.833,  2.934
 1.000,  1.342
 2.369,  2.505
 1.732,  1.771
 0.620,  0.692
 3.572,  3.633
 3.585,  4.798
 0.981,  1.028
 0.418,  0.480
 0.930,  1.186
 3.971,  4.186
 2.816,  2.906
 2.311,  2.568
 0.460,  0.549
 1.016,  1.114
 0.763,  0.835
 2.247,  2.334
 1.025,  1.244
 2.469,  2.512
 2.243,  2.344
 9.204,  9.388
12.331, 13.900
 1.465,  1.545
 0.683,  1.070
 0.944,  1.057
 2.352,  2.497
 1.760,  1.971
 4.248,  4.269
 0.752,  0.981
 0.759,  0.929
 1.239,  1.331
 0.972,  1.029
 0.982,  1.077
 2.208,  2.241
 0.787,  0.842
 3.874,  5.972
 3.469,  3.444
 2.730,  2.923
 1.833,  2.205
 0.613,  0.966
 1.772,  2.589
 3.781,  3.916
 2.903,  3.220
 0.813,  1.101
 2.117,  2.327
 1.022,  1.290
 1.077,  1.448
 2.358,  2.379
 1.228,  1.307
 1.475,  1.975
 2.344,  2.434
 1.762,  1.872
 2.905,  2.971
 3.070,  2.879
 1.649,  1.849
 0.890,  1.342
 1.117,  1.291
 0.979,  1.098
 1.427,  1.522
 1.542,  1.918
 0.907,  1.081
 4.236,  4.358
 0.678,  0.771
 1.946,  2.267
 1.563,  1.767
 2.598,  2.686
 1.148,  1.313
 2.656,  2.634
 1.471,  1.765
 4.024,  4.117
 2.785,  2.911
 2.182,  2.620
 4.062,  4.253
 5.288,  5.386
 1.092,  1.177
 2.162,  2.230
 0.635,  0.795
 0.964,  1.141
 2.148,  2.407
 2.208,  2.804
 0.739,  0.932
 0.975,  1.064
 1.206,  1.524
 1.857,  2.003
 2.811,  2.787
 1.350,  1.508
 1.164,  1.275
 0.901,  1.027
 1.531,  1.888
 0.785,  0.905
 1.368,  1.836
 0.724,  0.811
 0.991,  1.206
 2.087,  2.361
 1.086,  1.145
 0.756,  0.817
 0.554,  0.608
 1.125,  1.226
 0.662,  0.832
 4.367,  4.671
 0.902,  1.232
 0.950,  1.302
 1.828,  2.146
 1.170,  1.455
 2.921,  3.002
 0.972,  1.215
 2.320,  2.414
 0.581,  0.634
 1.184,  1.242
 1.898,  2.106
 2.052,  2.220
 2.087,  2.170
 3.204,  3.318
 4.395,  4.513
 0.999,  1.224
 0.662,  0.852
 1.443,  1.606
 7.028,  7.267
 0.843,  1.005
 3.381,  3.507
 1.030,  1.381
 5.841,  9.202
 3.281,  3.798
 0.940,  1.092
 1.717,  2.151
 3.204,  4.522
 1.018,  1.290
 3.546,  3.723
 0.401,  0.410
 1.204,  1.374
 1.648,  1.714
 0.452,  0.505
 1.211,  1.325
 0.522,  0.584
 1.217,  1.273
 1.490,  1.449
 3.274,  3.782
 1.050,  1.297
 2.397,  2.693
 1.779,  1.824
 0.850,  0.968
 2.779,  2.948
 1.950,  2.078
 1.189,  1.241
 2.252,  2.389
 1.605,  1.952
 1.482,  1.538
 2.565,  2.631
 0.783,  0.993
 1.780,  2.583
 1.050,  1.188
 1.592,  1.703
 1.864,  2.200
 6.992,  9.632
 2.594,  2.846
 1.068,  1.121
 0.858,  1.062
 2.868,  2.914
 3.155,  3.339
 0.832,  0.918
 1.973,  2.017
 3.623,  3.668
 3.000,  3.330
 3.121,  2.981
 1.770,  2.166
 3.492,  4.820
 2.630,  2.646
 2.425,  3.246
 4.097,  4.615
 2.561,  2.969
 1.410,  1.498
 0.830,  0.871
 2.554,  2.602
 1.529,  1.570
 2.521,  2.704
 1.231,  1.716
 0.778,  0.818
 1.501,  1.719
 1.639,  1.741
 1.014,  1.236
 3.398,  5.028
 0.541,  0.698
 2.691,  3.096
 4.412,  4.606
 1.509,  1.661
 0.900,  1.201
 0.521,  0.596
 1.211,  1.290
 1.429,  1.483
 1.632,  1.822
 1.113,  1.184
 1.101,  1.123
 0.580,  0.821
 1.003,  1.051
 1.426,  1.492
 1.546,  1.883
 2.185,  2.844
 1.065,  1.189
 3.094,  3.870
 4.442,  4.743
 2.729,  3.052
 1.717,  2.711
 0.764,  0.829
 2.277,  2.429
 1.029,  1.739
 1.746,  2.081
 0.586,  0.659
 1.082,  1.280
 0.757,  0.943
 0.633,  0.687
 0.827,  0.954
 3.081,  3.305
 1.595,  1.691
 1.239,  1.294
 2.820,  2.967
 1.835,  1.939
 1.582,  1.919
 0.768,  1.238
 2.319,  2.480
 2.083,  2.313
 2.067,  2.162
 1.770,  2.143
 1.837,  1.604
 3.310,  3.464
 1.258,  1.432
 0.624,  1.058
 3.089,  4.098
 1.447,  1.730
 2.592,  2.689
 1.233,  1.273
 0.765,  0.823
 2.652,  2.792
 1.564,  1.967
 1.732,  1.892
 2.326,  3.330
 1.193,  1.442
21.891, 22.592
 2.349,  2.396
 1.450,  1.513
 0.518,  0.664
 1.082,  1.119
 1.285,  1.392
 0.830,  0.989
 1.193,  2.222
 1.249,  1.675
 0.897,  1.059
 1.181,  1.574
 1.563,  1.628
 3.319,  3.553
 3.433,  3.833
 1.232,  1.289
 1.564,  1.806
 2.692,  2.872
 1.398,  1.575
 3.494,  3.619
 0.851,  1.024
 3.244,  3.372
 0.999,  1.094
 2.619,  2.658
 6.926,  8.790
 2.191,  2.334
 3.640,  3.731
 1.030,  1.110
 0.956,  1.046
 2.059,  2.200
 0.676,  1.031
 1.711,  1.751
 0.700,  1.323
 1.386,  1.500
 1.244,  1.384
 1.037,  1.374
 1.906,  2.183
 1.966,  2.088
 1.910,  2.042
 1.149,  1.299
 3.022,  4.096
 2.343,  2.460
 2.685,  2.930
 1.248,  1.393
 0.788,  1.184
 0.809,  0.935
 1.289,  1.674
 0.731,  0.807
 1.193,  1.408
 2.403,  2.609
 8.836, 11.651
 1.562,  1.733
 2.058,  2.405
 3.099,  3.187
 2.361,  2.445
 3.175,  3.443
 1.467,  1.589
 1.881,  2.176
 0.851,  1.026
 1.191,  1.339
 1.803,  1.946
 0.932,  1.614
 0.865,  1.426
 2.678,  2.540
 2.243,  2.420
 1.112,  1.259
 2.121,  2.128
 3.072,  3.103
 5.343,  5.267
 1.752,  1.938
 1.121,  1.151
 1.084,  1.277
 0.824,  1.001
 2.587,  2.622
 1.546,  1.575
 2.184,  2.235
 2.388,  2.632
 1.628,  2.003
 2.478,  2.548
 1.046,  1.152
 1.960,  2.153
 2.284,  2.342
 3.074,  3.093
 1.779,  1.875
 1.744,  1.878
 2.211,  2.465
 1.590,  1.968
 1.819,  1.971
 2.436,  3.314
 0.890,  1.037
 1.198,  1.557
 1.056,  1.302
 1.066,  1.385
 2.429,  2.509
 2.356,  2.522
 1.169,  1.385
 2.259,  2.921
 1.536,  2.120
20.100, 20.971
 1.316,  1.391
 0.351,  0.440
 0.932,  1.308
 1.429,  1.532
 2.213,  2.387
 1.479,  1.782
 3.309,  3.482
 2.011,  2.998
 0.805,  0.915
 3.170,  3.218
 4.350,  4.987
 1.799,  1.883
 2.206,  2.377
 3.048,  3.244
 3.144,  3.557
 2.786,  3.797
 1.704,  1.979
 4.371,  5.709
 2.370,  2.524
 1.071,  1.424
 0.698,  0.935
 2.723,  2.820
 3.440,  3.480
 0.803,  1.068
 4.783,  4.795
 2.024,  2.159
 0.378,  0.380
 1.228,  1.340
 1.604,  1.751
 0.972,  1.087
 0.387,  0.472
 1.405,  1.765
