gsize_diff_an4,gf_diff_an4,f_fnn_diff_an4,fnnf_maxadec_l_m_r,dist_centroid_diff_l_an4
-5.835,    -1, 0.549,-37.533, 0.159
34.260,    11,13.049,-242.623, 0.811
-63.441,   -25,-31.213,815.206, 0.001
-1.214,     2, 4.149,-165.876,-0.080
-49.881,   -25,-31.022,-185.476,-0.041
 6.334,     0,-4.000,-424.728, 0.390
 9.514,    -3,-5.168,-142.709,-0.021
-32.251,   -12,-17.842,1860.638,-0.007
28.371,    11,18.382,-29.182,-0.017
-29.692,    -3,-6.368,3179.232,-0.019
-39.850,   -14,-13.095,-2483.383, 0.043
 8.637,     2, 4.229,-192.900, 0.231
-24.988,    -7,-7.996,181.259,-0.286
 7.390,     0,-5.167,-3331.766,-0.108
-30.516,    -8,-13.017,3381.797,-0.180
-60.260,   -20,-21.573,13701.894,-0.281
-76.857,   -20,-23.323,16893.675,-0.909
-14.680,    -6,-3.917,-3866.812,-0.187
 1.554,    -2,-3.917,-3396.948,-0.074
35.967,     2,-3.990,-478.880, 0.803
-78.780,   -18,-17.063,465.415,-0.575
-14.685,    -2,-0.161,730.191,-0.185
-12.523,    -4,-3.679,227.209,-0.458
-116.404,   -50,-51.660,465.415,-0.659
27.330,     5, 4.121,-142.461, 0.738
-80.588,   -15,-14.392,2167.258,-0.023
36.464,     6,-0.145,-187.110, 0.302
 3.826,    -3,-8.117,2167.258,-0.086
108.168,    17,22.133,-6288.052,-0.024
102.705,    16,15.050,-2833.840, 0.032
70.101,     8,16.133,-16338.449,-0.011
20.371,     7, 9.518,-15.992,-0.020
-3.398,     3, 4.897,1232.602,-0.025
38.416,    15,17.461,-246.946, 0.037
27.284,     7,11.385,30.583,-0.045
28.371,    14,16.943,766.932, 0.434
-16.519,   -12,-12.711,-236.239,-0.164
 6.671,     7,13.585,-13.551,-0.041
-41.997,   -20,-21.587,1040.447,-0.019
48.713,    18,19.818,-267.502, 0.732
-3.000,     5, 6.083,3570.061, 0.068
16.522,     8, 8.675,-106.435, 0.235
-18.127,    -9,-8.779,1854.026,-0.081
-35.815,   -16,-17.024,3614.712,-0.111
31.530,    15,21.461,79.855,-0.007
26.164,    12,12.018,-54.792, 0.198
38.339,    12,14.518,-67.469,-0.002
31.507,    11,13.591,-37.007, 0.287
39.824,    13,17.874,-14.069, 0.015
-4.463,     2, 1.468,-11.619, 0.013
 0.741,   -11,-11.015,766.932,-0.315
-26.991,   -21,-26.116,310.662,-0.432
-42.541,   -24,-26.969,7401.364,-0.459
-44.567,   -22,-25.975,-623.398,-0.314
 0.776,    -6,-12.875,-547.849,-0.052
-74.960,   -36,-38.943,7868.243,-0.685
21.622,    -3,-6.875,-413.735, 0.679
21.622,    -2,-6.375,-413.735, 0.732
-72.782,   -19,-27.239,-363.918,-0.771
104.277,    31,34.567,-3150.157, 0.026
102.259,    33,46.833,-3080.145, 0.023
48.818,    18,22.333,-2573.602, 0.030
78.055,    26,35.267,-2743.609, 0.015
90.822,    29,40.595,-2426.275, 0.475
85.214,    29,34.310,100.353, 0.020
107.516,    32,41.667,-3242.115,-0.027
78.297,    25,31.621,-2805.073, 0.038
44.968,    10,13.974,-3031.163,-0.001
87.080,    26,31.367,-3116.339, 0.009
61.281,    16,19.517,-2887.969, 0.007
52.849,    16,17.767,-4923.223,-0.019
36.443,    17,22.167,-2674.440, 0.009
-18.658,    -2,-7.971,1875.573,-0.222
-24.763,    -3,-6.775,1620.095,-0.349
-83.554,   -21,-24.400,3150.157,-0.026
-51.428,   -15,-16.800,-9.431,-0.010
33.657,     3, 8.521,-4304.210, 0.020
41.895,    11,20.939,-5371.006, 0.048
66.728,    11,13.383,-6151.523, 0.639
60.543,    12,24.800,-4280.247, 0.060
-127.695,   -84,-97.356,4223.538,-0.730
-32.869,   -12,-17.833,902.284,-0.267
-21.520,    -2,-6.708,3475.526,-0.360
-6.691,    -3,-12.056,97.625,-0.107
-6.421,    -7,-14.756,101.390,-0.164
-74.892,   -22,-30.488, 9.178,-0.896
-28.911,   -10,-16.979,-31.996,-0.454
-62.172,   -29,-38.352,82.158,-0.734
-73.436,   -14,-18.917,42.398,-0.629
-53.480,   -11,-14.431,1580.105,-0.538
-88.928,   -38,-47.712,1580.105,-0.818
36.932,     5,12.913,-4347.676, 0.515
38.340,     9,40.038,-3459.934, 0.234
 8.169,    -1, 4.538,-3009.255, 0.104
-12.796,    -2, 4.138,-4416.381,-0.304
-37.684,    -2,-4.910,3052.301,-0.010
-26.491,     0,-0.562,-50.447,-0.444
-114.101,   -74,-80.710, 4.024, 0.008
27.728,     9, 3.955,-71.630, 0.674
-24.401,     2, 7.884,-201.995,-0.499
27.289,    10,10.479,-34.513, 0.689
-52.317,   -18,-26.158,946.235,-0.558
17.257,    10,14.146,94.920, 0.358
-33.365,     3,-0.341,4988.724,-0.015
-178.337,   -69,-75.682,2032.526,-0.791
-4.574,     4,-0.021,3230.119,-0.084
-16.951,     4, 1.146,5029.212,-0.309
17.226,    11, 4.812,535.146, 0.039
14.892,     6,13.512,-54.879, 0.062
-31.487,     0, 3.429,27.738,-0.009
-69.915,   -20,-17.593,167.372, 0.009
28.678,    12,16.222,-101.487, 0.015
 6.447,     2, 3.175, 2.478,-0.085
12.825,     8,11.795,35.130,-0.129
 8.873,     8,11.564,-217.843, 0.002
27.272,     8, 8.026,-283.720, 0.000
-64.089,   -15,-13.944,45.456,-0.003
17.517,    10,14.697,-187.287, 0.251
29.253,    11,17.733,-93.444,-0.009
21.237,    12,17.444,-231.559,-0.004
14.900,     3, 6.278,-29.039, 0.306
22.424,    13,20.833,287.955,-0.016
-1.647,     0, 2.857,-9.543, 0.000
46.692,    16,19.133,-16.832, 0.626
43.785,    14,12.905,102.356,-0.002
-2.704,    -1,-2.258,5397.651,-0.325
-7.001,    -4,-9.583,69.459, 0.005
-36.386,   -17,-19.325,-66.224, 0.012
-9.538,    -2,-1.298,-138.698, 0.004
-53.962,   -18,-19.183,-11.761, 0.008
-8.619,    -2,-6.083,-131.763,-0.030
12.670,     1,-0.174,-131.763,-0.035
 0.729,     1, 1.462,-150.142, 0.062
-84.355,   -32,-32.152,-285.822,-0.022
20.973,     5, 5.774,-46.453,-0.007
 3.169,     0,-2.333,-148.128,-0.033
-47.732,   -17,-20.911,-84.695, 0.002
 6.604,     0,-3.000,-52.236, 0.001
19.789,     5,10.833,-2596.092, 0.175
-6.110,    -1, 0.153,-217.634, 0.116
 5.106,     1, 2.821,-775.751, 0.048
 2.162,    -5,-3.048,-2373.913, 0.036
 9.910,   -10,-10.244,-2497.285, 0.009
58.996,    14,14.389,-88.790, 0.751
-53.150,   -13,-14.724,8257.066,-0.116
-28.017,    -4,-4.929,-160.711, 0.016
-24.484,     2,10.826,131.138, 0.074
-6.602,     0, 5.222,-23.578, 0.002
-26.009,    -4,-0.929,-487.249,-0.012
 6.427,     6,10.972,-149.633,-0.008
23.575,     9,13.222,-399.076, 0.007
55.364,    12,17.722,-109.652, 0.451
-38.694,   -15,-18.293,104.038,-0.039
 1.307,     6,10.306,12.293, 0.238
 8.087,    10,12.764,8257.066,-0.038
25.789,     8,10.389,-579.372,-0.033
 6.503,     0, 2.444,135.881, 0.202
-49.288,    -7,-4.791,-434.126,-0.428
12.900,     3, 6.222,104.038, 0.018
-69.341,   -17,-14.911,276.207,-0.395
-51.439,   -13,-11.185,44.064, 0.004
-54.817,   -13,-17.565,1054.488,-0.033
-68.636,   -21,-22.996,1938.732,-0.514
-15.402,    -6,-4.804,-425.698, 0.006
-33.773,   -10,-6.486,-411.791,-0.042
-40.033,    -8,-11.812,2090.117, 0.015
-7.848,    -4,-4.042,-260.406,-0.006
-17.128,    -8,-10.188,351.873, 0.032
56.910,    17,14.003,439.102,-0.027
38.062,    15,23.233,-19.954, 0.220
72.482,    24,35.233,-19.954, 0.033
59.762,    22,23.733,1271.020,-0.021
36.487,    13,15.763,119.943, 0.061
57.149,    18,19.233, 5.604, 0.015
65.473,    22,29.858,184.136, 0.690
58.123,    21,34.233,252.047, 0.029
 8.627,    12,16.400,10850.646,-0.012
51.750,    18,19.150,-92.367, 0.033
75.515,    25,42.033,-501.372,-0.013
-89.238,   -33,-33.878,2612.423, 0.012
-1.339,    10, 8.783,3204.766,-0.124
61.396,    20,20.733,-423.898, 0.599
18.131,     8,14.006,-413.945,-0.010
61.542,    23,19.233,1040.858,-0.052
64.751,    22,24.858,269.692,-0.010
-28.530,   -11,-13.206,11208.930, 0.013
52.489,    23,39.376,200.244, 0.013
67.744,    23,36.948,207.563,-0.010
70.203,    23,39.233,31.129, 0.027
-36.019,   -12,-11.933,1244.881, 0.015
45.418,    18,24.483,-168.470, 0.566
42.802,    19,18.961,1258.754,-0.009
-119.768,   -42,-42.975,2437.738,-0.383
-113.373,   -37,-38.939,181.910, 0.003
-65.098,   -21,-22.216,117.871,-0.505
14.530,     2, 1.250,-69.109, 0.505
-11.526,    -9,-12.132,56.364,-0.000
-7.035,    -4,-5.917,-69.109, 0.005
 5.553,    -1, 0.639,-38.692,-0.120
 2.387,    -3,-4.341,-5.115, 0.049
101.116,    38,52.689,-6928.688, 0.649
48.275,    16,16.723,-3754.004, 0.367
75.660,    27,34.022,-14465.700, 0.477
64.459,    24,27.879,-14155.779, 0.368
96.779,    31,38.832,-14463.128, 0.497
101.847,    28,26.807,-6688.618, 0.007
120.488,    38,41.117,-6745.723, 0.775
99.466,    30,38.689,-3422.180, 0.488
18.614,     4, 5.762,736.128, 0.018
118.926,    36,39.578,-1326.829, 0.872
124.957,    37,46.064,-2292.781, 0.708
133.886,    39,50.689,-67.736, 0.020
126.877,    37,45.314,-14432.856, 0.815
114.209,    36,45.578,-6757.931, 0.637
119.527,    36,49.689,-14025.105, 0.006
63.642,    29,36.626,-13514.684, 0.366
123.851,    39,51.689,32.297, 0.966
24.440,     9, 9.411,-6693.094, 0.087
-27.834,   -18,-18.422,2931.589,-0.255
113.893,    38,54.832,-14392.305, 0.715
75.229,    30,37.289,-14468.180, 0.523
131.607,    38,54.689,-14432.856, 0.805
115.760,    34,34.598,130.108, 0.498
113.166,    39,48.356,-4029.867, 0.677
39.352,    15,15.656,-3772.019, 0.174
82.125,    27,32.578,-3155.420, 0.218
 2.465,    -1, 5.944,-2128.598, 0.064
21.851,     4, 9.250,-1995.495, 0.016
20.566,     2, 6.500,-2099.380, 0.038
67.260,    13, 9.122,-6785.414, 0.749
11.194,     2, 4.347,-5664.138,-0.023
-76.416,   -72,-75.800,-2978.912, 0.007
18.409,     0, 3.722,-2189.115, 0.096
65.413,    11, 8.865,-2271.597, 0.650
52.576,     8,18.422,-6668.552, 0.021
-71.554,   -15,-13.584,952.610,-0.792
-63.664,   -28,-29.743,4447.650,-0.667
-50.450,    -6,-4.549,1174.810,-0.603
-8.530,    -3,-1.857,149.647, 0.131
-14.788,    -3,-0.757,291.801,-0.185
-32.203,    -8,-9.390,4501.703,-0.518
 2.060,    -5,-0.455,-6869.925, 0.056
 4.616,    -2, 0.446,-7219.826,-0.262
35.066,     5,10.738,-7140.906, 0.242
-126.318,   -43,-53.526,370.957,-0.008
-65.614,   -26,-38.558,233.880, 0.000
-27.757,    -9,-20.286,282.562,-0.005
 3.730,     2,-8.086,-63.523, 0.509
-50.271,   -22,-33.700,193.936, 0.018
-27.842,    -9,-10.759,-2277.286,-0.220
15.637,     5, 1.758,-2005.738, 0.275
20.771,     2,-2.242,-2413.487, 0.223
-17.366,    -4,-5.163,27.225, 0.010
 4.326,     0,-1.750,1105.795,-0.019
-41.562,    -8,-7.604,-467.416,-0.011
-38.215,   -11,-14.312,11441.150,-0.019
18.669,     2, 0.973,-578.282, 0.015
-63.573,   -23,-27.082,11441.150,-0.384
-13.355,    -1,-4.136,1703.132, 0.002
25.186,     7, 8.910,-62.137, 0.017
-12.618,    -6,-8.449,-114.404,-0.035
-7.959,    -9,-14.113,-192.199,-0.011
-17.004,    -9,-11.672,6236.825,-0.003
18.018,     4, 1.188,-877.322, 0.228
-25.844,    -8,-12.646,2368.782,-0.027
19.615,     5, 8.990,-87.087,-0.014
29.432,     6,12.330,-41.673, 0.012
-72.707,   -41,-44.940,11899.678, 0.000
24.197,     1, 1.199,93.250,-0.005
-8.115,    -5,-0.274,-133.578,-0.014
33.432,     8,15.615,-48.336,-0.008
-62.443,   -22,-25.870,2853.511,-0.031
-13.625,    -8,-7.099,-76.964,-0.001
32.561,     5,10.365,-129.776,-0.025
21.134,     0,-0.462,-74.819,-0.017
-58.548,   -13,-15.077,11854.263,-0.016
-22.881,   -15,-13.694,-1315.801,-0.077
22.604,     8,15.833,-1261.391, 0.641
21.910,     5, 4.655,-738.437, 0.024
-8.888,     2, 3.035,1440.297, 0.056
-13.674,    -5,-6.583,1234.896,-0.289
-31.146,   -12,-13.937,7237.594,-0.103
-41.896,   -20,-19.927,-14.009,-0.327
-2.935,    -1,-2.042,7423.238,-0.132
-22.000,    -8,-7.325,1401.346,-0.350
 5.434,     6,17.144,-80.882, 0.038
38.958,    12,20.435,-202.105, 0.599
30.543,    10,10.378,533.529, 0.269
24.967,    10,13.235,-44.355, 0.370
25.422,     8, 9.569,571.828, 0.272
34.332,    13,22.985,-283.349, 0.850
-35.907,    -3, 0.535,5730.941,-0.313
-18.045,    -9,-13.800,-68.589,-0.058
-82.082,   -22,-32.679,4841.809,-0.871
-5.717,    -4,-7.100,-36.044,-0.106
-103.061,   -22,-29.536,4816.626,-0.791
-49.059,   -19,-26.960,36.295,-0.779
21.703,     3, 6.183,-1524.143, 0.430
-2.520,    -2,-0.125,-1723.641, 0.248
36.310,     6, 6.711,-688.201, 0.775
-48.957,   -13,-10.304,571.031,-0.774
 1.241,     1,-2.875,202.416,-0.287
-57.188,   -27,-25.561,634.825,-0.731
-17.633,    -3,-2.602,1051.948,-0.520
-8.830,    -5,-3.567,176.846,-0.011
-161.242,   -39,-47.382,4094.797, 0.005
-54.912,   -17,-18.927,135.662,-0.045
-36.213,    -6,-10.655,207.036, 0.029
-20.941,    -6,-4.200,148.798, 0.069
-74.543,   -13,-16.700,4094.797,-0.013
25.570,     8, 9.188,192.786, 0.298
26.575,    10, 9.104,92.973, 0.061
-28.410,   -16,-15.156,-81.979,-0.344
-20.072,   -16,-17.438,572.222,-0.288
-19.518,   -11,-9.655,-129.553, 0.018
32.896,     7, 9.049,295.027, 0.800
21.939,     4, 3.438,61.791, 0.350
21.165,     3, 4.245,-103.724, 0.505
-13.207,    -6,-6.108,-105.379,-0.134
 3.096,     1, 8.471,132.929,-0.345
-0.405,     1, 1.404,128.260, 0.133
 7.408,     0,-3.688,2071.008, 0.022
35.675,     9,13.223,134.318, 0.017
37.209,    12,16.708,-440.789, 0.035
60.047,    20,18.958,-1350.729,-0.002
 2.365,     2, 7.731,-2114.845,-0.009
31.881,    12,14.625,-1482.289,-0.035
21.064,    13,16.004,-1923.123, 0.017
55.969,    19,21.658,-169.235, 0.005
41.557,    12,16.958,-1375.236, 0.030
-30.773,   -11,-17.643,341.021,-0.873
-131.597,   -46,-53.709,6164.146,-0.670
-66.306,   -18,-25.743,6164.146,-0.025
-31.827,    -5,-13.393,2518.891,-0.609
-102.915,   -19,-27.681,5951.991,-0.923
-55.690,   -12,-16.248,274.182,-0.043
-12.088,    -2,-6.507,3055.497,-0.142
-9.717,     5, 1.860,5946.802,-0.235
34.524,    16,13.462,-526.284, 0.187
37.943,    15,14.004,-460.069,-0.015
60.792,    25,29.129,-460.069, 0.791
21.452,    14,10.247,2082.226,-0.002
37.943,     9, 8.765,-45.764, 0.068
57.083,    23,28.004,-486.998, 0.019
14.835,     4, 3.351,-24.989, 0.113
36.835,    23,28.004,29.918,-0.000
45.885,    23,25.254,554.116, 0.538
42.539,    21,22.829,189.146, 0.511
-38.888,   -11,-13.966,4613.334,-0.320
23.339,    16,21.396,-138.716, 0.029
-25.328,   -11,-13.776,1548.447,-0.296
48.879,    21,25.429,63.602, 0.637
34.067,    11,12.079,-28.223, 0.169
31.358,    23,23.504,4187.191, 0.019
23.360,    17,11.629,5946.802,-0.198
65.004,    25,29.129,-31.454, 0.730
39.785,    13,13.129,-135.897, 0.547
52.924,    25,35.629,62.265, 0.614
-18.964,   -13,-16.666,4224.509,-0.132
17.410,    -2,-3.204, 9.698,-0.001
-5.139,    11,10.879,2887.206,-0.198
-57.845,   -16,-28.168,349.324,-0.512
-87.846,   -43,-59.669,380.673,-0.665
-21.479,    -7,-11.143,43.605,-0.583
-47.213,   -19,-29.005,36.587,-0.254
-78.638,   -26,-37.671,-41.212,-0.730
-89.498,   -35,-47.595,34.840,-0.560
-26.259,   -11,-18.929,70.674,-0.323
-3.165,    -5,-10.333,-251.813, 0.149
-29.384,   -13,-9.741,96.176,-0.021
-2.537,     2, 8.286,-83.577,-0.003
23.553,    11,21.700,-156.963,-0.025
15.127,     7,10.389,-49.946,-0.007
-1.618,     2, 3.500,-12.674, 0.044
15.764,     7,17.389, 6.558,-0.011
27.974,     9,15.357,-51.816, 0.002
-40.817,   -19,-15.186,-76.395,-0.009
19.228,     5, 9.500,82.177, 0.019
19.228,     6,10.000,121.439, 0.086
-48.438,   -11,-5.389,138.182, 0.000
15.384,     6,11.900,163.579, 0.224
13.605,     4, 6.583,-54.568, 0.001
23.735,     9,17.500,-37.703,-0.023
 0.066,     1, 7.756,-841.937, 0.148
-16.916,    -1, 1.548,604.120,-0.367
-29.452,   -10,-9.292,88.986,-0.797
-36.112,   -12,-8.500,395.325,-0.056
-12.761,    -4,-3.967,391.082,-0.078
-25.598,    -7,-3.474,1299.331,-0.637
-25.102,    -3,-1.833,1307.245,-0.694
-14.968,    -4,-5.698,-365.930,-0.049
27.909,    10, 7.733,-46.404,-0.115
-60.344,    -9,-10.567,1483.109,-0.424
-15.945,    -9,-13.525,593.643,-0.019
-16.165,    -4,-4.751,1175.446,-0.018
-37.126,    -7,-6.794,1483.109,-0.429
-114.582,   -75,-80.589,1390.617, 0.008
10.838,     8, 6.219,1114.847, 0.051
28.422,     8,14.219,-165.353, 0.001
 4.752,     4, 6.297,-366.996,-0.012
22.803,     8,13.723,-119.923, 0.840
-18.443,     4,17.034,222.734,-0.436
-89.026,   -14,-12.114,6313.343,-0.624
-71.791,   -23,-24.549,6002.058,-0.634
-3.223,     2, 1.832,560.313,-0.176
 1.630,     1, 6.256,87.610, 0.021
-24.219,    -6,-1.182,109.673,-0.366
-11.671,     3,18.323,191.139,-0.311
-1.142,     0, 4.538,-38.190,-0.080
-36.747,    -5, 0.645,243.462,-0.082
-26.391,    -3,-0.577,560.313, 0.009
-61.027,   -13,-9.577,6308.895,-0.026
-35.060,    -9,-8.577,-26.022,-0.029
-49.848,    -7,-20.672,6637.945,-0.496
-0.749,     3, 7.523,789.212, 0.340
-25.066,    -2,-5.804,3033.154,-0.052
-86.945,   -23,-30.786,3224.916,-0.010
-3.440,     4,-2.727,18.496, 0.081
-70.311,   -12,-21.249,15816.228,-0.734
-194.925,   -74,-82.221,15816.228,-0.674
-21.556,    -7,-11.061,1423.141, 0.001
-15.462,     3,-4.227,2906.748,-0.206
-39.360,    -5,-15.852,3098.510, 0.003
-33.897,    -6,-8.375,1391.131,-0.543
-167.001,   -35,-38.503,5956.733,-0.899
-87.421,   -11,-12.454,5956.733,-0.772
-31.845,    -5,-4.337,2734.549,-0.641
 3.134,    -1,-0.373,-1037.321, 0.062
-8.938,    -3, 0.592,-916.383,-0.116
15.007,     1, 1.567,-1003.455,-0.023
17.900,     2, 3.150,-191.201, 0.157
-65.530,   -20,-25.217,68.059,-0.018
-70.519,   -28,-28.971,1620.728,-0.723
-29.253,   -12,-11.985,45.833,-0.593
-80.468,   -32,-36.322,1592.126,-0.744
-3.065,    -2,-4.921,-135.854, 0.031
-136.008,   -30,-36.667,184.960, 0.098
-27.681,    -6,-13.778,128.006,-0.232
-78.992,   -29,-36.698,1075.261, 0.247
-102.849,   -42,-57.422,20706.398,-0.803
-25.059,    -9,-18.833,1728.137,-0.381
-131.465,   -35,-49.009,22108.255,-0.011
26.485,     9, 9.125,-40.342, 0.398
27.012,     9,10.554,-86.179, 0.594
21.815,     6, 7.225,-72.689, 0.228
-31.245,   -15,-14.391,223.025,-0.014
22.648,     9,13.411,-57.860, 0.565
12.750,     3, 1.510,21.908, 0.011
 4.474,    -1, 1.478,-80.651, 0.001
14.973,     7,11.681,29.538, 0.671
13.670,     4, 5.458,-72.689, 0.009
12.637,     0, 0.938,-120.588,-0.005
-53.964,   -10,-10.875,-11.002,-0.012
-29.719,   -10,-7.067,220.041, 0.008
12.393,     6,10.325,-6.623, 0.005
-13.407,    -4,-1.525,-11.002, 0.011
-51.517,   -28,-30.670,-65.843,-0.014
-14.123,     1, 0.792,-17.545,-0.095
-28.342,   -13,-15.450,24.667,-0.037
-57.730,   -24,-23.516,111.352,-0.009
-13.734,    -6,-7.615,-25.290, 0.060
-18.443,    -7,-7.500,145.047,-0.213
-11.512,    -2, 2.556,40.342,-0.212
-13.848,    -9,-8.188,-25.290, 0.029
-10.901,    -7,-8.369,-144.329, 0.003
23.699,    -4,-10.024,-64.812,-0.006
-72.293,   -32,-37.603,1543.409,-0.304
-32.003,   -19,-24.291,1543.409,-0.407
34.530,     3,-1.716,19.101, 0.006
-15.181,   -15,-18.822,564.820,-0.001
-35.239,   -13,-12.008,-203.766,-0.125
 3.257,    -4,-7.291,-7.495,-0.014
12.803,    -2,-4.860,-53.189, 0.306
32.378,     7, 2.829,-3945.222, 0.019
-10.645,    -7,-5.998,-5201.824,-0.086
50.072,    12,12.150,-623.009,-0.015
40.726,    10,13.246,-4019.353,-0.015
10.309,     1, 4.079,-4117.226,-0.022
26.542,     5, 4.079,-4656.959, 0.012
-35.421,    -5,-1.167,121.126, 0.051
-50.910,    -4,-1.625,513.179,-0.013
-128.337,   -31,-29.300,513.179, 0.014
-11.248,    -1, 5.235,-252.593,-0.083
-10.675,    -2, 4.709,-1614.881,-0.348
-0.772,     4, 8.235,-1610.922, 0.036
14.931,     8,11.013,-87.867, 0.267
22.331,     8,15.902,-1570.979, 0.282
-45.642,   -24,-26.625,215.104,-0.454
-16.602,    -8,-7.562,-182.949,-0.323
-3.631,    -4,-5.750,-176.114,-0.289
-47.435,   -17,-15.330,-61.360,-0.438
 5.969,     0, 1.500,222.778,-0.077
40.731,     7,15.733,-1631.900, 0.009
-3.855,    -1, 4.357,-1283.503,-0.065
-6.120,    -1, 6.607,-1283.503,-0.135
-44.368,   -23,-28.579,2104.569,-0.430
-94.362,   -41,-47.316,3937.957,-0.703
-25.610,    -7,-11.276,11869.883,-0.015
-6.525,    -6,-5.083,957.742, 0.094
-1.154,     2,-4.650,4336.290,-0.004
-17.266,    -7,-13.803,3526.323, 0.047
-45.494,   -11,-9.967,1780.573,-0.351
-74.841,   -20,-29.781,4309.063,-0.630
12.511,     4, 1.125,3083.471,-0.058
-50.581,    -8,-11.000,11982.130, 0.002
-15.550,    -3,-0.852,7090.702, 0.096
-7.213,    -3,-3.134,808.424,-0.027
26.847,    15,18.027,-38.125, 0.309
52.937,    24,31.441,-136.258,-0.001
25.945,    16,20.549,529.185, 0.235
-17.576,    -1, 0.141,-626.305,-0.269
27.767,    15,13.241,-111.318, 0.396
-47.969,   -15,-12.827,7589.644,-0.189
-0.348,     7, 8.196,-252.922,-0.022
-11.433,    -6,-5.444,104.242,-0.062
15.955,    14,22.775,-208.632, 0.031
48.613,    18,19.241,-724.397,-0.062
48.613,    19,19.741,-724.397,-0.020
42.989,    17,16.325,-89.633,-0.011
53.120,    22,27.241,-470.209,-0.018
-130.968,   -28,-28.000,5769.197,-0.957
-0.054,    -3,-3.125,-10.861,-0.010
-29.900,    -7,-9.083,124.001,-0.360
-18.289,    -6,-4.909,133.699,-0.446
27.499,    11,17.135,105.364, 0.634
22.831,     6, 4.111,2336.915,-0.036
17.148,     2,-1.035,379.364, 0.300
25.735,     5, 8.278,751.062, 0.467
-4.903,    -3,-5.579,1244.828,-0.143
-61.393,   -25,-29.234,1790.104,-0.243
-21.102,   -12,-15.922,-112.147,-0.244
-4.281,    -8,-10.453,618.614, 0.090
-24.339,    -6,-3.639,833.172,-0.193
-11.294,    -9,-10.611,39.817, 0.011
-3.994,   -13,-12.367,139.382, 0.230
36.127,     7, 8.551,-24.690, 0.336
14.158,     3, 1.078,53.794, 0.271
23.704,     5, 3.509,20.000,-0.021
-69.608,   -34,-39.806,-391.125, 0.002
 2.851,    -3,-6.685,55.557,-0.009
-3.533,    11,18.750,-114.969,-0.018
-89.690,   -30,-31.490,-540.241,-0.451
-17.322,   -10,-10.650,-887.556,-0.356
-22.630,    -1, 1.131,12.214,-0.153
-5.017,     2, 4.861,-398.219,-0.140
-29.090,    -3,-0.772,-58.154,-0.280
-60.907,   -19,-23.019,-1177.147,-0.251
-10.526,    -1,-1.964,961.858, 0.003
31.349,    13,11.750,-1095.028,-0.002
28.603,    12,20.375,-7.629, 0.356
27.688,    12,22.125,-9.137, 0.167
35.660,    12,15.500,-88.826, 0.736
29.771,    13,18.750,-136.800, 0.798
13.194,     8, 6.917,-23.427, 0.025
24.232,     7, 4.673,-81.084,-0.018
 9.907,     4, 3.438,-1030.862, 0.093
40.803,    15,25.150, 5.126, 0.018
-101.307,   -41,-52.506,5500.282,-0.796
-43.655,   -12,-21.375,146.353,-0.008
-134.347,   -39,-51.913,5485.760,-0.831
-10.071,    -3,-6.036,240.962,-0.398
14.130,    -2, 0.190,-1065.246, 0.143
21.355,     2, 2.657,-961.399, 0.433
10.211,    -2, 0.550,-64.294,-0.024
-111.732,   -80,-90.722,2097.314, 0.004
-50.220,   -25,-30.029,2258.109,-0.250
-23.974,   -13,-17.678,-27.759,-0.012
-39.975,   -12,-15.700,-65.705, 0.006
15.586,     2, 4.925,41.520, 0.407
-30.289,   -21,-25.845,-47.285,-0.023
-23.839,   -10,-14.950,-37.859, 0.001
15.540,     3, 1.371,-107.202,-0.012
-63.146,   -23,-30.629,-151.382,-0.032
-46.325,   -19,-25.159,-12.597, 0.017
-53.338,   -20,-25.317,37.031,-0.011
 6.751,     1,-3.595, 3.469, 0.456
-18.341,    -6,-11.198,-42.188,-0.620
-53.288,   -22,-30.256,-51.380,-0.444
-70.440,   -26,-31.429,-114.006,-0.761
25.124,     7,11.090,-653.965, 0.095
-29.683,    -6, 1.449,-1575.297, 0.249
 9.586,     5,13.298,-1729.950, 0.435
-111.829,   -22,-25.837,6428.818,-0.824
-94.594,   -31,-38.272,6144.045,-0.029
-83.830,   -21,-23.300,6432.006,-0.003
-12.964,    -2,-5.833,1591.543,-0.220
-35.353,    -9,-15.308,1430.468,-0.667
-44.999,    -4,-8.250,2498.164,-0.621
-135.666,   -41,-44.511,2336.355,-0.805
-114.747,   -20,-13.073,165.412,-0.932
-9.606,     0,-0.778,388.953,-0.422
-8.637,     3, 8.111,-169.044,-0.076
-32.142,    -5,-4.127,1001.957,-0.173
-32.927,     0, 5.000,273.030,-0.156
34.408,     8, 9.750,-206.393, 0.643
10.020,     0,-1.500,-730.402, 0.310
-30.315,    -6,-8.034,640.904,-0.686
-11.865,    -8,-9.458,59.606,-0.034
-22.327,    -7,-7.190,-773.707,-0.224
-26.001,    -8,-10.708,-730.402,-0.325
