A_an4,fMs_an4,avg_FabsavgH_an4,C_an4,CnnC_an4,A_diff
0.05684800368267794,0.07030822703293989,0.02007189934092271,1.6666666666666665,-0.11881070484450648,5.3260000000000005
0.2521912380122605,0.6309776428338859,0.04044337926902336,1.4285714285714284,-1.2870169602281165,76.872
0.11000535525928543,0.10748730089226567,0.015877771120431393,0.7142857142857142,-1.2377105177176464,38.908
0.30795362831709605,0.1944924286532289,0.01018573996405033,0.9523809523809523,-0.9282086315977068,56.489
0.061576164142662516,0.7761813337952649,0.20401437986818452,2.619047619047619,1.3182047702497992,86.44
5.252331002608809,5.645252610795404,0.01737567405632115,1.9047619047619047,0.6151424243324323,2897.1409999999996
0.10869525176977735,0.0726660026400671,0.010784901138406232,1.6666666666666665,0.17316660231086817,205.708
0.09827683037124121,0.48093810598441933,0.07908927501497902,1.1904761904761905,-0.5569251789586241,66.325
0.44064591959102234,0.47307083431573976,0.01737567405632115,1.9047619047619047,0.3712834526390828,172.343
0.8336032920824809,0.34102738067169336,0.006590772917914919,0.7142857142857142,-1.3366204295006978,126.46700000000001
0.5065732048169338,1.2928148793284029,0.04134212103055722,1.4285714285714284,0.07425669052781655,110.25399999999999
0.6026675405890474,0.5209240555665158,0.01408028759736369,1.1904761904761905,-0.02970267621112662,105.571
0.05492726975429557,0.2850502591147274,0.08388256440982624,1.9047619047619047,0.5729646241126325,56.997
0.8977108205923999,1.3249656358215085,0.02396644697423607,1.4285714285714284,-0.3267294383223929,618.857
1.9032245664296359,0.4987497373566288,0.004194128220491312,1.1904761904761905,-0.7796952505420739,178.00400000000002
0.036215715581949665,0.04614503688234699,0.02067106051527861,1.4285714285714284,0.3267294383223929,59.833999999999996
0.09152955904204782,0.25800801643706417,0.04553624925104853,1.9047619047619047,0.5515786972406214,66.082
0.05345074888471102,0.06685977971639327,0.02037147992810066,2.142857142857143,1.1551370778507142,55.128
0.33725825546133953,0.18948015057685302,0.008987417615338524,1.1904761904761905,-0.4455401431668993,46.869
0.45978998560012946,0.5418713681033058,0.019173157579388853,4.0476190476190474,3.0976921020583954,128.06
0.0868000984462814,0.07464685493585085,0.013780707010185737,1.6666666666666665,-0.25455193512935514,40.38
0.0043480874330912205,0.14788225236539426,0.5506291192330737,0.9523809523809523,-1.0395936673894317,5.0280000000000005
0.0496976902611119,0.05113325602395628,0.016776512881965248,1.6666666666666665,-0.48266848843080756,73.955
0.04344620404339628,0.05283342074746297,0.019772318753744755,0.23809523809523808,-1.9306739537232303,50.733000000000004
0.027668622952085706,0.1552523060488974,0.0907729179149191,0.9523809523809523,-1.2994920842367896,17.79
0.11358809609546257,1.1698977816058216,0.16686638705811863,2.142857142857143,0.19811685032821458,3.033
0.05395823521822541,0.048831617931284474,0.014679448771719592,1.1904761904761905,-0.7796952505420739,77.64399999999999
0.0737263664026192,0.10219433524361275,0.022468544038346312,1.1904761904761905,-1.4851338105563312,126.90700000000001
0.2468611146852807,0.31902949465009484,0.02097064110245656,0.47619047619047616,-1.7821605726675973,246.942
0.421129581369713,0.34647271957386816,0.013181545835829839,1.4285714285714284,-0.3466302313838477,231.139
0.0969762612108,0.08325193393737298,0.013780707010185737,3.333333333333333,1.960376629934357,80.083
0.23481665680224756,0.3790966351173835,0.02606351108448172,0.9523809523809523,-1.6832506608845457,529.837
0.02547269361654567,1.6618228011336569,1.0560215698022766,0.9523809523809523,-0.6683102147503489,114.91
0.4055574217319343,0.6292453995306904,0.02516476932294787,1.6666666666666665,-0.9653369768616151,108.29
0.2262994672953661,0.33654439916018275,0.02396644697423607,1.6666666666666665,-0.4208869219116642,19.037
1.3189400790387213,2.220038205588409,0.027261833433193525,1.6666666666666665,-0.5569251789586241,423.85699999999997
0.04773101820177094,0.18182138967615064,0.06171360095865788,1.9047619047619047,-0.19098820803754415,19.611
0.6902516209117827,0.5332181712322505,0.012582384661473935,3.5714285714285716,2.524727477945763,353.153
0.5388867795389658,1.1745732345954651,0.035350509286998205,2.142857142857143,0.5940535242225324,164.459
