,A_an4,fMs_an4,avg_FabsavgH_an4,C_an4,CnnC_an4,A_diff,fMs_diff,avg_FabsavgH_diff,C_diff,CnnC_diff,nnG_favg_diff,nnG_fmax_diff,da_len_w_an4_l,da_len_w_an4_r,da_len_w_an4_opp,da_len_w_diff_l,da_len_w_diff_r,da_len_w_diff_opp,rfvect_disttwin_an4
2046,585.457,31.347,0.054,8.0,3.25,-8.13,-1.66,0.204,0.0,-0.333,-1.1,-7.0,108.138,118.121,133.741,19.859,-15.734,-0.538,0.001
2047,553.051,41.567,0.075,5.0,-1.5,-249.669,-18.615,0.075,1.0,2.0,-0.2,4.0,112.687,122.708,124.068,1.795,5.921,-7.179,0.386
2048,150.836,2.889,0.019,6.0,-1.583,-100.161,-2.889,0.029,-1.0,-1.083,-0.875,-7.0,99.556,171.818,108.607,23.241,-25.347,-23.13,0.301
2049,398.626,35.702,0.09,5.0,-2.4,-126.313,-18.204,0.144,1.0,2.0,-1.0,-7.0,119.727,124.647,113.339,-2.157,-6.807,11.251,0.175
2050,915.707,32.322,0.035,7.0,-0.583,-97.83,-9.217,0.094,-1.0,1.167,-1.25,-7.0,125.085,116.818,118.502,7.799,-0.036,-11.388,0.127
2051,534.139,15.648,0.029,8.0,3.571,-43.534,2.15,-0.049,-4.0,-5.321,-0.333,-5.0,144.237,104.168,112.562,-1.839,-5.37,-3.559,0.484
2052,87.439,2.53,0.029,3.0,-3.833,90.948,26.367,0.29,2.0,4.733,-3.6,-9.0,148.282,84.933,131.514,-25.754,16.15,-6.581,0.463
2053,1220.711,25.135,0.021,3.0,-4.833,-73.639,-6.774,0.092,2.0,3.833,-1.8,-5.0,153.877,106.144,109.973,-21.074,26.042,-5.084,0.195
2054,1076.258,33.264,0.031,9.0,2.944,194.227,11.386,0.059,-5.0,-5.194,-1.909,-9.0,125.671,116.256,122.536,-4.862,-10.892,11.292,0.132
2055,490.949,31.767,0.065,5.0,-2.2,-58.795,18.435,-0.314,1.0,3.117,-0.857,-5.0,96.458,126.327,137.214,-4.672,-8.318,12.171,0.0
2056,65.938,6.389,0.097,5.0,-0.9,-18.672,0.568,-0.03,-2.0,-2.933,-2.143,-5.0,109.727,109.793,149.6,-17.421,29.319,-3.157,0.343
2057,131.657,12.444,0.095,7.0,0.25,44.688,6.881,0.154,-2.0,-1.05,-2.125,-5.0,86.804,134.286,127.933,24.492,-8.092,4.283,0.183
2058,366.396,14.179,0.039,3.0,-2.0,-12.573,-0.569,0.045,2.0,1.2,-0.4,-3.0,101.215,138.449,117.758,-9.895,1.348,10.833,0.328
2059,33.112,5.013,0.151,6.0,0.25,-5.454,-1.862,0.341,-3.0,-6.417,-2.5,-7.0,96.003,119.358,142.698,7.095,21.853,-27.007,0.029
2060,281.883,23.704,0.084,5.0,1.125,-56.923,-1.203,0.021,-2.0,-5.292,-2.5,-7.0,106.583,122.415,131.002,1.203,15.681,-16.883,0.386
2061,366.624,14.373,0.039,5.0,-0.25,153.871,9.172,0.06,1.0,-0.583,-2.5,-7.0,124.358,148.262,94.69,3.753,-17.671,6.608,0.183
2062,484.317,21.222,0.044,5.0,-0.25,229.549,8.784,0.038,0.0,-0.25,-2.5,-7.0,103.07,135.743,121.186,14.837,-7.28,-7.557,0.165
2063,293.161,16.083,0.055,5.0,-1.625,81.279,-4.728,-0.058,-1.0,0.125,-1.0,-4.0,143.397,116.124,97.595,-18.956,-1.318,17.208,0.28
2064,344.135,22.927,0.067,8.0,1.417,1966.37,95.147,0.048,-2.0,-1.217,0.0,5.0,131.711,104.101,124.188,6.828,-38.356,31.653,0.001
2065,325.697,12.251,0.038,6.0,-1.3,87.058,9.415,0.108,-2.0,-0.075,-0.286,4.0,106.072,93.416,146.793,10.719,19.44,-5.329,0.353
2066,354.663,10.861,0.031,5.0,-4.5,-103.907,6.229,-0.06,-1.0,3.75,0.4,5.0,128.312,109.169,122.519,-5.574,-2.841,4.126,0.045
2067,966.09,18.089,0.019,11.0,4.214,-59.374,26.921,-0.453,-6.0,-5.614,-1.333,-11.0,129.71,118.249,112.041,-14.689,9.082,23.437,0.353
2068,2274.613,71.045,0.031,6.0,-2.625,-307.188,-6.516,0.021,1.0,3.768,-0.833,-11.0,121.504,120.581,122.81,-13.253,26.078,-19.735,0.062
2069,1901.713,50.588,0.027,4.0,-4.0,177.621,-0.338,-0.002,3.0,3.917,0.0,5.0,116.044,114.789,80.667,9.409,26.08,5.876,0.456
2070,728.697,62.275,0.085,3.0,-5.167,-162.296,-37.619,0.232,-1.0,3.0,0.4,4.0,111.501,119.035,138.074,10.182,4.241,-6.714,0.353
2071,594.713,22.129,0.037,7.0,-1.375,-106.438,7.281,-0.068,-1.0,1.708,-0.667,-11.0,129.259,123.274,107.818,0.992,-0.553,-0.79,0.334
2072,2660.52,137.094,0.052,5.0,-2.0,-619.997,-44.35,0.072,5.0,6.333,-1.8,-11.0,139.838,120.366,101.422,-21.105,21.602,-6.959,0.36
2073,311.999,77.332,0.248,14.0,7.222,-74.393,-59.635,0.802,-10.0,-9.222,0.091,5.0,134.582,114.927,109.972,-33.028,12.888,20.659,0.256
2074,1132.052,145.631,0.129,7.0,-0.167,-28.093,-53.511,1.905,-2.0,0.067,-0.25,4.0,99.417,123.8,148.175,-28.691,26.082,-4.055,0.0
2075,356.682,24.632,0.069,5.0,-1.9,-101.697,-9.915,0.097,-1.0,0.775,-2.429,-7.0,105.783,140.699,111.246,-11.401,-7.593,23.258,0.384
2076,245.919,13.148,0.053,4.0,-4.833,-87.659,-6.566,0.075,-1.0,2.333,-1.4,-4.0,103.856,140.349,114.074,0.653,-14.846,27.348,0.397
2077,4.611,0.54,0.117,5.0,-3.0,1.461,0.454,0.311,-4.0,-3.0,-2.571,-7.0,124.549,90.0,145.451,-80.553,64.428,16.125,0.342
2078,679.352,58.76,0.086,3.0,-6.167,-152.339,-33.621,0.221,1.0,4.417,-2.4,-7.0,108.819,118.925,132.206,-27.867,24.354,3.563,0.466
2079,809.927,42.964,0.053,3.0,-5.5,149.811,-0.085,-0.001,3.0,6.0,-2.4,-7.0,112.515,128.242,133.858,-18.094,0.064,3.414,0.001
2080,368.999,11.816,0.032,5.0,-1.6,-14.464,14.324,-0.99,1.0,1.433,-2.143,-7.0,110.242,128.525,129.125,-14.666,9.41,-14.77,0.37
2081,54.684,1.907,0.035,7.0,1.75,24.165,1.608,0.067,-4.0,-5.417,-2.375,-7.0,94.134,123.21,142.656,13.533,-5.879,-3.741,0.317
2082,362.024,18.811,0.052,1.0,-4.25,162.92,8.814,0.054,5.0,5.083,-1.0,-2.0,116.823,128.914,112.294,-10.401,-6.949,19.033,0.294
2083,151.744,14.068,0.093,5.0,0.9,-55.528,-8.306,0.15,0.0,-0.8,-1.429,-6.0,149.206,68.585,133.219,-29.681,42.648,-19.799,0.37
2084,60.177,8.56,0.142,5.0,0.5,72.879,5.83,0.08,-2.0,-5.333,-0.857,-4.0,143.913,141.765,87.832,-25.363,-18.913,32.353,0.342
2085,77.696,5.932,0.076,5.0,0.4,153.777,13.4,0.087,0.0,-2.1,-3.571,-15.0,156.157,91.607,112.236,-58.183,13.417,26.971,0.38
2086,187.208,9.55,0.051,6.0,-1.333,-81.8,8.931,-0.109,-2.0,-3.667,-3.625,-7.0,118.469,117.121,117.771,8.072,11.475,-12.909,0.325
2087,560.756,18.362,0.033,6.0,-0.667,-27.556,7.455,-0.271,1.0,-0.033,-2.625,-7.0,126.222,114.397,111.76,-2.743,2.37,-1.57,0.049
2088,112.404,5.329,0.047,4.0,-2.833,-21.521,4.792,-0.223,2.0,0.833,-2.6,-7.0,117.185,131.951,104.958,12.809,0.699,-10.128,0.386
2089,41.344,11.753,0.284,4.0,-3.625,-38.581,-11.753,0.305,1.0,-2.875,-2.167,-7.0,86.721,108.973,163.592,88.399,-40.264,-47.421,0.353
2090,893.06,42.377,0.047,7.0,-0.75,255.377,-0.465,-0.002,7.0,6.75,-3.875,-7.0,96.79,124.887,135.989,26.659,-6.974,-8.314,0.0
2091,1362.661,91.214,0.067,7.0,-0.214,647.925,55.936,0.086,9.0,8.571,-1.889,-7.0,98.778,135.319,133.433,17.727,-12.53,-7.245,0.0
2092,664.389,17.87,0.027,8.0,1.5,-113.463,1.82,-0.016,-4.0,-4.75,-0.2,-3.0,121.916,130.941,112.876,-1.223,0.565,-5.076,0.165
2093,131.517,4.59,0.035,10.0,1.562,-112.073,-3.798,0.034,-9.0,-6.062,-3.2,-12.0,115.59,103.41,141.058,25.557,2.602,-28.216,0.301
2094,921.127,23.542,0.026,8.0,-0.9,125.084,30.999,0.248,-1.0,2.114,-1.714,-7.0,118.264,118.433,123.304,-3.076,4.909,0.108,0.325
2095,3381.412,154.716,0.046,5.0,-2.375,360.724,47.468,0.132,3.0,3.518,-0.167,1.0,102.8,113.438,128.244,23.133,-10.962,6.745,0.001
2096,5.625,0.0,0.0,9.0,-1.917,25.832,4.053,0.157,-6.0,-1.083,-4.0,-12.0,138.508,99.032,122.46,-17.955,39.124,0.421,0.368
2097,296.039,19.595,0.066,7.0,-0.571,-135.069,-9.856,0.073,-5.0,-12.679,-3.222,-12.0,108.952,118.647,132.401,17.285,16.961,-34.245,0.353
2098,1463.214,35.719,0.024,13.0,5.1,-131.012,5.493,-0.042,-8.0,-5.9,-1.917,-12.0,106.98,126.593,123.106,20.655,-5.846,-11.489,0.126
2099,93.02,0.0,0.0,9.0,0.857,-39.693,3.495,-0.088,-4.0,-1.057,-2.667,-12.0,114.02,160.801,85.906,-0.81,-11.042,12.628,0.361
2100,730.197,16.4,0.022,2.0,-3.5,80.727,6.161,0.076,2.0,0.5,-1.4,-7.0,135.005,129.246,97.835,0.248,-15.954,13.619,0.261
2101,3784.111,73.262,0.019,7.0,0.357,-23.726,-0.149,0.006,2.0,2.58,-0.556,-7.0,118.683,122.574,115.009,2.181,-7.456,1.799,0.498
2102,953.925,20.617,0.022,4.0,-3.5,-32.155,-3.685,0.115,1.0,2.3,-3.333,-12.0,131.039,119.498,109.463,-13.765,-0.648,7.887,0.183
2103,282.899,21.087,0.075,3.0,-5.167,-135.173,-11.769,0.087,3.0,5.167,-0.8,-5.0,121.84,136.102,109.698,23.746,-26.887,-0.82,0.286
2104,296.982,18.801,0.063,5.0,-1.3,-91.229,-8.412,0.092,-2.0,-2.7,0.143,3.0,140.474,98.616,120.91,-18.812,5.608,4.942,0.266
2105,711.594,21.668,0.03,5.0,-1.6,61.198,1.072,0.018,2.0,2.5,-0.286,-3.0,116.02,95.099,112.334,31.124,27.734,-0.205,0.276
2106,424.897,14.068,0.033,4.0,-1.5,-0.892,-1.868,2.095,1.0,-0.3,-0.167,1.0,144.998,106.686,108.316,-4.196,-4.884,0.415,0.078
2107,1060.0,21.645,0.02,6.0,-3.0,-83.834,9.255,-0.11,0.0,3.0,-2.0,-9.0,132.739,115.509,111.75,-0.882,-17.849,8.94,0.358
2108,2228.521,36.327,0.016,8.0,2.214,24.686,-7.578,-0.307,-2.0,-2.464,-1.778,-10.0,140.529,100.719,107.534,7.782,-0.319,-4.925,0.276
2109,1121.098,20.599,0.018,3.0,-1.833,134.515,1.825,0.014,2.0,0.233,-1.4,-7.0,129.897,129.57,100.533,-20.308,-0.029,5.109,0.377
2110,924.335,32.758,0.035,1.0,-5.5,-52.387,0.385,-0.007,6.0,6.583,-2.667,-7.0,128.281,122.789,108.93,-4.005,4.813,1.271,0.324
2111,1147.764,35.658,0.031,1.0,-5.25,-708.278,-25.713,0.036,2.0,0.25,-2.0,-7.0,124.548,132.46,104.059,8.544,-15.732,6.121,0.223
2112,1283.806,33.591,0.026,8.0,2.1,-29.288,-12.98,0.443,-4.0,-4.725,-2.286,-10.0,126.527,102.822,128.642,-1.255,8.098,-7.857,0.205
2113,2936.299,48.496,0.017,4.0,-1.0,-194.061,6.877,-0.035,6.0,5.812,-1.333,-5.0,114.679,133.385,116.13,0.799,-7.215,1.916,0.355
2114,1220.882,32.518,0.027,4.0,-2.5,-461.179,-9.238,0.02,0.0,-0.75,-1.333,-5.0,110.604,117.378,128.505,1.176,-10.224,9.589,0.141
2115,1763.3,37.547,0.021,3.0,-3.667,-31.117,-4.566,0.147,5.0,5.667,-0.8,-5.0,119.45,120.961,118.62,3.186,8.108,-6.637,0.242
2116,2849.747,171.768,0.06,3.0,-3.167,-1021.41,-92.873,0.091,3.0,3.417,-0.6,-4.0,124.281,104.977,141.666,-7.53,-5.295,-2.612,0.0
2117,2220.744,103.899,0.047,4.0,-0.875,-277.212,-55.469,0.2,3.0,0.375,-1.333,-5.0,122.066,122.143,114.78,1.767,0.348,-0.08,0.211
2118,5717.607,190.346,0.033,9.0,3.4,-199.797,-79.578,0.398,0.0,-0.844,0.143,2.0,123.808,120.444,108.098,-12.85,12.942,3.491,0.292
2119,1702.021,40.192,0.024,5.0,-1.167,73.046,1.422,0.019,1.0,1.667,-2.6,-7.0,121.605,119.807,118.587,6.553,-1.596,4.102,0.178
2120,1606.48,48.645,0.03,6.0,-0.875,-264.913,-5.981,0.023,-2.0,-0.75,-1.0,-4.0,146.141,87.451,126.408,-5.287,19.818,1.8,0.155
2121,291.737,19.167,0.066,4.0,-2.375,616.864,14.381,0.023,3.0,3.018,-1.5,-8.0,138.745,141.676,103.635,-19.428,-16.493,14.77,0.258
2122,964.804,42.625,0.044,5.0,-2.4,184.973,-2.581,-0.014,2.0,3.543,0.0,-1.0,123.902,108.565,122.962,-12.108,17.617,1.982,0.243
2123,2308.657,53.919,0.023,6.0,0.2,-286.038,-7.175,0.025,4.0,3.244,-1.143,-4.0,126.453,125.955,93.362,5.107,0.097,9.026,0.379
2124,61.628,3.604,0.058,7.0,1.214,-38.861,-1.749,0.045,-4.0,-4.214,-0.889,-8.0,129.867,113.353,115.518,15.547,-1.696,-12.59,0.21
2125,1501.48,136.96,0.091,4.0,0.125,-50.512,-71.796,1.421,2.0,0.208,-1.667,-8.0,111.13,124.897,131.762,1.594,-15.03,6.324,0.348
2126,160.663,35.267,0.22,5.0,-0.667,-99.208,-24.183,0.244,-4.0,-6.333,0.2,-1.0,96.266,129.24,134.351,8.418,-3.031,-6.94,0.309
2127,1738.002,132.223,0.076,5.0,1.1,-212.945,-32.222,0.151,1.0,-0.35,-2.143,-8.0,99.903,125.979,133.25,-21.003,5.97,0.769,0.001
2128,57.648,9.702,0.168,4.0,-4.333,12.53,2.189,0.175,-1.0,0.167,1.2,3.0,115.567,150.631,106.465,-25.96,-25.284,24.549,0.216
2129,294.882,10.257,0.035,5.0,-2.125,31.633,-2.099,-0.066,-1.0,0.375,1.0,3.0,93.916,144.526,128.324,30.055,3.899,-17.411,0.321
2130,207.786,4.501,0.022,5.0,-0.75,84.886,5.681,0.067,-3.0,-3.75,1.0,3.0,89.856,122.886,132.892,18.473,7.049,-8.316,0.291
2131,906.973,27.623,0.03,3.0,-2.833,-259.477,-1.164,0.004,2.0,0.333,0.6,3.0,128.308,113.293,117.755,15.465,-2.468,-12.352,0.372
2132,5067.777,319.49,0.063,4.0,-2.375,769.867,-12.492,-0.016,6.0,6.292,1.0,3.0,97.181,136.559,132.869,16.298,-30.193,0.604,0.0
2133,856.908,40.628,0.047,6.0,-0.3,-140.407,-11.063,0.079,2.0,-0.367,-1.714,-6.0,128.998,122.089,125.81,-12.067,3.775,0.611,0.35
2134,1342.307,45.387,0.034,6.0,-1.7,-74.221,10.763,-0.145,-4.0,-4.3,-0.143,-4.0,129.651,134.026,118.09,-7.788,-1.317,-12.661,0.432
2135,104.194,5.598,0.054,10.0,1.643,-58.622,3.637,-0.062,-5.0,-3.976,-2.0,-6.0,136.974,111.639,118.753,1.89,-3.338,-5.918,0.209
2136,967.968,102.515,0.106,6.0,-3.333,62.958,-47.434,-0.753,6.0,8.262,-3.0,-6.0,131.762,93.473,141.974,0.139,3.584,-10.412,0.11
2137,861.738,27.422,0.032,9.0,0.583,-73.231,4.525,-0.062,-3.0,-1.583,-5.375,-14.0,137.988,124.155,106.805,9.844,-17.879,8.84,0.487
2138,577.689,21.716,0.038,3.0,-3.5,-448.762,-14.557,0.032,1.0,3.25,-5.25,-14.0,118.338,117.559,125.881,-17.695,23.229,-7.719,0.51
2139,1103.994,44.558,0.04,7.0,1.1,-411.705,-21.501,0.052,-1.0,0.15,-1.857,-6.0,118.184,121.507,115.789,10.346,-12.206,10.252,0.309
2140,1306.076,33.779,0.026,5.0,-3.375,-17.536,15.12,-0.862,0.0,3.275,-3.5,-9.0,122.034,119.569,118.397,-11.05,6.797,3.402,0.105
2141,1385.216,46.133,0.033,8.0,1.571,-348.305,-8.28,0.024,-3.0,-1.971,-1.778,-6.0,115.88,126.009,118.111,-13.897,2.682,11.213,0.202
2142,642.862,22.242,0.035,7.0,-1.2,-151.711,-4.411,0.029,-4.0,-1.133,-2.143,-6.0,136.395,113.533,121.029,-17.011,5.142,7.8,0.161
2143,1679.131,55.341,0.033,9.0,2.167,-100.122,-3.881,0.039,1.0,1.271,-2.625,-6.0,128.027,124.441,119.059,-17.058,-4.919,1.626,0.397
2144,616.553,30.273,0.049,7.0,0.571,62.3,-14.199,-0.228,-2.0,-1.671,-3.889,-14.0,120.32,115.876,119.557,3.446,-4.273,2.761,0.335
2145,212.856,17.625,0.083,8.0,2.5,-51.148,-2.283,0.045,-3.0,-3.625,-2.75,-14.0,138.978,101.967,126.104,-3.467,5.047,-14.486,0.282
2146,237.685,12.834,0.054,2.0,-2.25,-38.826,-5.296,0.136,4.0,2.125,2.75,4.0,145.155,98.852,132.23,-17.176,1.575,-0.635,0.198
2147,1709.918,51.263,0.03,7.0,2.5,-61.353,-8.896,0.145,-3.0,-7.125,1.25,4.0,124.973,125.963,119.922,-7.956,-15.135,9.729,0.306
2148,600.811,68.674,0.114,3.0,-5.5,553.027,101.843,0.184,0.0,2.833,1.0,4.0,139.372,65.819,154.809,3.619,27.537,-11.076,0.001
2149,115.588,13.647,0.118,8.0,2.417,168.34,11.336,0.067,-4.0,-5.042,1.375,4.0,119.754,139.538,107.878,-12.357,-18.86,26.387,0.215
2150,912.004,19.881,0.022,6.0,1.083,210.286,15.882,0.076,-1.0,-4.083,1.5,4.0,122.14,133.999,111.612,-12.956,-4.461,10.603,0.494
2151,566.926,14.884,0.026,4.0,-0.5,25.421,3.237,0.127,1.0,-1.2,1.0,3.0,144.149,97.809,124.6,0.583,14.753,-4.489,0.289
2152,47.878,7.205,0.15,1.0,-5.0,3.424,-0.758,-0.221,1.0,2.5,0.333,2.0,129.812,115.491,118.458,-8.916,-33.289,13.463,0.273
2153,10.304,0.0,0.0,10.0,1.083,25.056,0.0,0.0,-7.0,-4.75,-1.625,-5.0,139.363,97.087,135.955,-45.491,37.728,-4.641,0.271
2154,1217.478,38.87,0.032,5.0,-7.0,487.725,-2.229,-0.005,3.0,7.875,-1.6,-5.0,117.879,140.907,92.462,1.253,-13.891,16.004,0.113
2155,420.117,21.889,0.052,8.0,0.688,-11.189,37.523,-3.354,-2.0,-2.312,-1.2,-3.0,134.107,72.607,148.467,-10.191,10.127,6.182,0.0
2156,410.078,13.428,0.033,1.0,-8.0,-17.965,6.36,-0.354,2.0,3.5,-1.25,-4.0,114.54,101.757,144.589,-5.306,32.567,-21.749,0.172
2157,135.624,11.173,0.082,17.0,9.909,-10.179,6.562,-0.645,-8.0,-9.284,-3.154,-16.0,142.599,114.234,103.166,-26.32,22.0,34.685,0.149
2158,77.627,3.622,0.047,5.0,-1.4,-70.88,-3.622,0.051,0.0,-2.6,-1.571,-6.0,114.627,117.751,125.071,4.883,-1.565,-0.767,0.186
2159,464.094,5.651,0.012,3.0,-4.5,-383.866,5.354,-0.014,4.0,4.125,-0.6,-1.0,111.948,127.955,112.612,11.449,4.667,-8.631,0.231
2160,814.967,20.34,0.025,5.0,-1.5,-207.27,-3.1,0.015,2.0,2.0,-3.429,-6.0,129.829,128.603,99.764,-6.852,1.459,7.197,0.481
2161,257.592,10.964,0.043,6.0,-1.0,17.784,8.847,0.497,2.0,2.1,-1.75,-6.0,112.417,121.451,126.132,3.032,2.763,-9.083,0.304
2162,906.907,18.289,0.02,3.0,-6.0,-551.358,-10.195,0.018,2.0,5.7,-0.8,-3.0,118.548,107.373,134.078,18.716,-17.388,-5.292,0.0
2163,138.934,26.685,0.192,11.0,4.15,-69.298,-20.313,0.293,-6.0,-5.983,-2.667,-7.0,138.483,116.352,105.165,-9.252,-20.587,11.762,0.338
2164,663.243,38.736,0.058,11.0,2.75,-270.617,-23.157,0.086,-3.0,-1.125,-2.625,-9.0,121.561,110.646,122.558,-19.085,19.526,4.794,0.146
2165,109.564,19.004,0.173,7.0,1.214,34.878,-3.479,-0.1,-3.0,-2.839,-1.444,-6.0,107.381,119.398,133.221,8.664,0.564,-10.866,0.143
2166,283.346,12.44,0.044,6.0,-0.9,-121.94,2.737,-0.022,-2.0,-3.433,-1.429,-6.0,130.008,110.737,108.568,-2.236,1.772,5.361,0.174
2167,387.762,12.314,0.032,5.0,-0.75,56.25,8.82,0.157,0.0,-1.375,-2.167,-6.0,119.878,127.299,112.093,15.589,-10.834,-4.025,0.206
2168,899.73,37.28,0.041,6.0,-0.417,-527.033,-23.812,0.045,5.0,4.833,-2.125,-6.0,124.764,117.842,125.379,0.838,6.558,-15.381,0.343
2169,438.13,20.793,0.047,5.0,-1.2,-114.273,-6.139,0.054,0.0,-0.967,-2.143,-6.0,106.98,124.426,130.164,-14.512,19.965,-7.023,0.296
2170,1017.0,48.711,0.048,6.0,0.75,-152.089,-4.192,0.028,0.0,-1.375,-0.75,-4.0,120.134,101.552,138.314,-0.708,19.474,-3.494,0.095
2171,784.771,38.488,0.049,4.0,-1.625,-127.449,4.205,-0.033,-2.0,-1.875,-1.0,-6.0,110.323,136.61,104.558,10.571,5.426,3.352,0.304
2172,783.417,27.205,0.035,4.0,-2.75,-0.821,-3.794,4.623,-1.0,-3.083,-2.667,-6.0,106.422,147.391,115.137,-4.983,-12.63,6.969,0.348
2174,1969.601,102.145,0.052,7.0,0.625,-74.756,-12.173,0.163,1.0,0.675,-0.167,-2.0,91.394,127.705,140.901,-6.49,1.108,5.382,0.0
2175,3617.451,156.559,0.043,8.0,1.7,-1051.781,-45.481,0.043,1.0,0.729,0.0,-1.0,136.235,90.594,128.734,-1.408,-4.093,9.938,0.001
2176,240.505,18.727,0.078,7.0,0.333,-148.778,-4.176,0.028,-3.0,-3.167,-2.5,-13.0,92.178,141.69,118.851,15.857,-0.14,3.524,0.353
2177,483.614,41.638,0.086,3.0,-5.167,1812.724,32.92,0.018,3.0,4.0,0.2,4.0,121.048,131.924,97.601,-0.018,-7.483,14.065,0.308
2178,100.664,5.696,0.057,3.0,-6.333,26.37,0.98,0.037,1.0,2.083,0.0,-3.0,152.17,136.472,97.512,-33.214,-5.52,9.001,0.152
2179,974.527,46.33,0.048,9.0,0.875,-117.664,-6.994,0.059,-1.0,1.0,-1.667,-8.0,102.319,134.717,109.116,2.996,-1.709,6.117,0.269
2180,2071.274,96.671,0.047,6.0,-2.333,214.966,44.899,0.209,5.0,7.056,-0.625,-6.0,97.318,121.522,127.829,15.004,-0.549,-2.377,0.001
2181,909.46,37.05,0.041,5.0,-2.125,-13.899,10.553,-0.759,1.0,-1.875,-0.167,-3.0,119.363,130.281,122.998,3.706,-3.162,-8.933,0.192
2182,1366.136,98.452,0.072,9.0,1.571,-312.636,-59.006,0.189,-3.0,-2.238,-0.222,4.0,121.154,119.908,111.316,11.618,-0.82,-2.407,0.23
2183,541.602,44.196,0.082,5.0,-1.1,-125.566,-11.103,0.088,2.0,0.6,0.857,4.0,111.573,132.258,117.35,10.363,-9.854,2.544,0.244
2184,922.1,65.799,0.071,13.0,6.611,-343.869,-16.614,0.048,-7.0,-5.444,-0.455,-8.0,121.565,104.593,130.378,-6.791,-0.558,2.18,0.001
2185,405.729,18.158,0.045,4.0,-3.125,-72.454,-1.356,0.019,0.0,0.125,0.167,4.0,116.189,107.996,119.774,18.421,-16.153,6.957,0.382
2186,38.082,2.612,0.069,13.0,7.636,284.866,35.3,0.124,-9.0,-13.261,-1.385,-7.0,135.537,107.273,136.808,-20.223,10.448,-9.843,0.353
2187,153.703,5.509,0.036,8.0,0.583,-76.745,-5.509,0.072,-4.0,-3.708,0.25,4.0,87.852,138.993,141.655,-2.272,33.246,-11.305,0.162
2188,1757.463,62.352,0.035,4.0,-4.667,317.67,59.285,0.187,5.0,7.5,0.6,2.0,109.264,131.648,117.254,8.867,10.528,-1.574,0.481
2189,4045.185,351.206,0.087,2.0,-8.75,-724.491,-123.032,0.17,7.0,9.25,-0.5,-4.0,79.515,125.264,144.265,24.208,-11.656,-10.019,0.001
2190,669.741,61.205,0.091,4.0,-0.125,-431.887,-45.457,0.105,0.0,-5.625,-0.333,4.0,118.532,130.443,127.523,12.27,-32.807,4.04,0.186
2191,3.929,0.0,0.0,9.0,1.8,45.088,2.562,0.057,-6.0,-4.133,-0.286,1.0,103.172,129.301,130.555,6.718,-14.961,-7.178,0.317
2192,390.376,27.989,0.072,11.0,1.5,59.176,3.069,0.052,-7.0,-2.75,-0.833,-3.0,107.805,107.852,144.343,20.914,-11.176,-11.257,0.287
2193,392.304,20.014,0.051,4.0,-3.75,-74.064,-2.437,0.033,0.0,1.0,-1.0,-5.0,134.941,139.193,109.485,-4.44,-17.659,18.714,0.169
2194,297.096,18.313,0.062,8.0,-0.083,243.665,-0.209,-0.001,-2.0,0.167,-1.0,-5.0,119.464,124.081,107.129,-2.267,-0.261,8.702,0.279
2195,338.077,15.834,0.047,7.0,-0.1,-22.555,-8.353,0.37,-2.0,-0.6,-1.429,-5.0,139.804,124.379,101.602,-1.828,-0.384,-0.131,0.286
2196,371.854,12.654,0.034,10.0,-0.167,-37.645,-2.166,0.058,-4.0,0.417,-1.0,-3.0,126.305,123.71,115.438,17.313,-6.798,2.009,0.236
2197,48.044,2.618,0.054,3.0,-4.5,150.392,13.217,0.088,0.0,1.5,0.0,1.0,119.567,131.937,116.096,-6.227,-17.088,13.994,0.357
2198,2.243,0.0,0.0,7.0,-2.0,8.198,0.0,0.0,-5.0,-5.5,-1.5,-5.0,174.971,125.206,59.823,-79.844,16.514,63.33,0.375
2199,103.426,4.908,0.047,8.0,0.25,49.25,3.483,0.071,-4.0,-5.5,-0.333,1.0,113.396,129.397,118.717,-1.648,10.167,-8.63,0.344
2200,2.243,0.0,0.0,13.0,7.636,42.032,1.793,0.043,-8.0,-10.386,-0.538,-8.0,121.617,128.31,110.073,7.34,-16.314,8.973,0.255
2201,150.759,11.742,0.078,5.0,-2.0,7.046,-2.289,-0.325,-2.0,-0.667,-0.429,-1.0,95.831,128.177,124.66,-9.974,12.953,8.353,0.209
2202,114.381,3.128,0.027,8.0,0.667,10.543,3.272,0.31,-2.0,-0.042,0.0,5.0,95.028,147.895,120.559,-10.104,-4.984,10.749,0.343
2203,308.416,18.327,0.059,3.0,-4.5,-44.877,1.522,-0.034,3.0,4.75,-2.0,-5.0,101.396,122.009,137.173,-9.074,38.158,-4.549,0.0
2204,225.42,14.956,0.066,7.0,0.571,-73.075,-6.295,0.086,-2.0,-2.238,-1.889,-5.0,98.372,113.791,138.496,-0.866,9.52,0.686,0.001
2205,998.775,46.206,0.046,6.0,-1.417,94.88,-12.76,-0.134,2.0,2.702,-1.375,-3.0,121.138,116.751,118.041,4.76,-4.169,2.769,0.354
2206,635.633,13.633,0.021,5.0,-1.0,-69.618,9.494,-0.136,1.0,-1.3,-0.143,5.0,114.594,141.879,105.66,5.949,-5.921,-2.16,0.214
2207,382.498,20.337,0.053,8.0,0.562,26.156,-7.176,-0.274,-3.0,-1.763,-1.4,-8.0,139.105,115.404,118.882,-35.573,10.779,13.452,0.003
