,A_an4,fMs_an4,avg_FabsavgH_an4,C_an4,CnnC_an4,A_diff,fMs_diff,avg_FabsavgH_diff,C_diff,CnnC_diff,nnG_favg_diff,nnG_fmax_diff,da_len_w_an4_l,da_len_w_an4_r,da_len_w_an4_opp,da_len_w_diff_l,da_len_w_diff_r,da_len_w_diff_opp,rfvect_disttwin_an4
5057,379.521,29.482,0.078,3.0,-3.5,479.569,17.002,0.035,1.0,1.875,0.0,2.0,134.895,80.475,144.63,-10.294,20.47,-2.365,0.001
5058,55.149,4.168,0.076,7.0,-0.75,383.198,10.809,0.028,-4.0,-4.25,-1.167,-10.0,115.954,138.79,129.523,14.41,-38.629,2.288,0.115
5059,2397.083,71.225,0.03,7.0,-1.5,66.701,-0.984,-0.015,2.0,4.143,-0.333,-10.0,113.328,126.845,120.28,-3.776,-10.995,1.197,0.395
5060,2926.563,105.922,0.036,6.0,0.6,221.922,-26.352,-0.119,2.0,1.4,-3.286,-11.0,123.02,124.573,109.173,7.34,2.102,-6.057,0.249
5061,84.373,7.913,0.094,9.0,0.25,11.929,-1.639,-0.137,-2.0,-0.917,-0.5,-3.0,111.11,118.177,102.6,47.811,-19.989,-1.744,0.134
5062,120.428,6.748,0.056,9.0,1.083,33.814,0.449,0.013,-5.0,-2.208,-0.625,5.0,152.473,113.528,95.088,-22.248,-10.693,23.334,0.401
5063,882.693,33.925,0.038,5.0,1.375,130.644,4.466,0.034,2.0,-0.542,-1.667,-5.0,128.703,122.661,115.102,-16.667,13.839,-4.875,0.447
5064,4015.832,185.154,0.046,3.0,-1.0,591.421,18.044,0.031,9.0,7.167,-3.0,-11.0,117.582,119.297,132.633,-0.583,-2.524,-1.674,0.001
5065,473.133,6.327,0.013,4.0,-2.375,12.137,1.622,0.134,2.0,1.792,0.167,-1.0,116.332,121.91,111.754,25.794,14.87,-12.461,0.335
5066,33.765,5.321,0.158,7.0,0.5,2.129,-0.874,-0.41,-3.0,-3.375,0.0,-3.0,103.263,129.156,112.942,21.903,-1.353,-11.004,0.227
5067,265.539,21.283,0.08,9.0,3.0,-46.326,-16.108,0.348,-5.0,-7.0,0.0,-3.0,132.222,126.793,105.64,-1.498,-1.556,-1.602,0.403
5068,1035.207,19.097,0.018,5.0,-1.3,96.762,7.997,0.083,3.0,2.443,0.286,3.0,113.626,115.324,112.079,9.54,-31.927,13.998,0.464
5069,152.964,5.095,0.033,4.0,-1.667,5.655,5.12,0.905,4.0,2.167,0.4,3.0,156.801,90.059,101.786,-39.474,22.602,13.349,0.215
5070,23.336,0.0,0.0,7.0,1.0,-15.83,0.0,-0.0,-2.0,-3.833,-1.714,-5.0,150.44,107.204,89.739,-48.851,53.759,7.471,0.21
5071,3938.59,96.73,0.025,5.0,-0.5,-273.602,-3.346,0.012,4.0,1.875,-0.333,-3.0,137.158,119.159,118.25,-12.998,-11.822,0.005,0.218
5072,731.268,26.775,0.037,6.0,-5.167,-66.918,-1.201,0.018,0.0,1.767,0.0,-7.0,150.082,109.876,121.278,-50.463,16.657,-11.844,0.14
5073,542.905,68.799,0.127,5.0,-0.9,627.244,84.575,0.135,0.0,-0.725,-0.571,-3.0,129.131,87.715,142.186,-5.171,8.638,0.248,0.001
5074,1377.901,30.576,0.022,4.0,-2.833,42.223,16.476,0.39,3.0,1.976,-2.0,-7.0,142.66,118.153,110.667,-9.24,1.745,-7.463,0.367
5075,1873.217,49.12,0.026,10.0,2.188,-4.203,-0.025,0.006,-4.0,-2.388,-0.5,-4.0,132.648,123.06,109.344,-9.493,10.035,3.291,0.324
5076,4446.411,102.924,0.023,3.0,-4.167,-243.592,40.54,-0.166,10.0,9.833,-0.4,-1.0,125.531,111.312,125.009,-5.952,9.241,-7.165,0.075
5077,6344.68,159.775,0.025,10.0,3.65,-262.087,-43.116,0.165,-2.0,-3.317,-0.917,-11.0,119.757,127.395,115.952,-5.289,1.262,4.043,0.335
5078,1002.234,29.658,0.03,3.0,-3.5,169.274,14.556,0.086,3.0,4.667,-0.6,-1.0,138.87,104.025,117.105,-8.277,-1.019,2.907,0.399
5079,783.447,29.12,0.037,5.0,-1.625,-115.023,-10.802,0.094,0.0,1.725,-0.667,-2.0,133.349,115.416,114.668,-14.365,-17.364,2.514,0.332
5080,351.87,15.009,0.043,4.0,-3.625,222.537,3.188,0.014,1.0,2.5,-2.5,-11.0,121.961,142.068,101.683,-13.137,-30.89,30.796,0.295
5081,1043.765,34.966,0.033,8.0,2.0,121.287,12.448,0.103,3.0,3.429,-0.625,-2.0,119.476,125.285,115.239,-1.291,-5.906,7.629,0.274
5082,1964.647,60.05,0.031,5.0,-0.9,171.777,9.902,0.058,-1.0,-2.35,-0.571,-2.0,112.8,115.787,134.489,-12.866,7.147,-1.193,0.001
5083,1047.276,35.508,0.034,4.0,-1.375,8.641,0.352,0.041,2.0,1.792,-0.667,-2.0,128.028,115.218,116.78,-27.335,13.692,14.513,0.355
5084,72.539,6.711,0.093,5.0,-0.9,-3.159,-1.416,0.448,-2.0,-2.433,-0.143,-1.0,124.442,112.982,128.185,12.512,-26.002,10.141,0.45
5085,2115.68,56.016,0.026,4.0,-2.5,250.564,20.26,0.081,5.0,5.214,0.0,-6.0,121.016,129.728,114.742,-4.135,-1.397,13.621,0.353
5086,427.81,14.83,0.035,7.0,1.571,-100.268,2.291,-0.023,-1.0,-2.071,-1.556,-8.0,116.823,102.614,130.265,9.684,26.47,-18.182,0.479
5087,715.008,20.084,0.028,7.0,2.0,-133.636,0.673,-0.005,-1.0,-2.9,-1.667,-8.0,136.741,115.157,122.745,-19.754,17.323,-12.941,0.415
5088,7434.096,114.456,0.015,4.0,-2.375,740.786,18.917,0.026,9.0,9.125,-2.0,-6.0,111.966,145.269,98.004,6.512,-13.105,-0.634,0.487
5089,180.078,12.543,0.07,5.0,-0.5,35.487,1.394,0.039,-1.0,-3.0,-1.286,-8.0,121.229,115.976,139.796,19.509,-19.32,4.906,0.401
5090,772.617,38.363,0.05,3.0,-1.5,-290.809,-18.694,0.064,3.0,0.0,-0.2,-6.0,123.766,118.742,117.491,18.807,4.564,-15.3,0.042
5091,341.88,11.767,0.034,7.0,2.071,-13.277,-0.415,0.031,-4.0,-7.405,-1.111,-8.0,140.233,110.974,108.406,-9.021,9.598,-0.1,0.288
5092,271.192,11.777,0.043,4.0,-3.25,70.843,4.581,0.065,1.0,1.25,-1.167,-6.0,121.246,126.491,134.494,21.952,-39.406,-2.181,0.441
5093,198.596,10.097,0.051,7.0,1.357,-49.372,-4.488,0.091,-4.0,-5.19,-0.556,-6.0,119.382,102.153,134.053,34.341,-16.662,-9.663,0.319
5094,2188.873,58.956,0.027,7.0,-0.625,71.168,1.386,0.019,4.0,4.903,-1.167,-4.0,125.818,120.732,113.451,-0.325,0.305,3.459,0.065
5095,1018.391,30.273,0.03,3.0,-7.167,163.801,-5.782,-0.035,4.0,6.567,-1.4,-5.0,145.664,110.977,107.559,-10.995,-15.501,8.415,0.258
5096,471.92,13.159,0.028,7.0,0.667,-50.771,-3.511,0.069,-3.0,-2.167,-2.875,-13.0,147.448,69.77,142.782,-17.042,6.185,5.607,0.001
5097,23.61,0.0,0.0,6.0,-0.333,5.636,0.0,0.0,-1.0,-0.917,-2.0,-13.0,92.368,128.664,142.708,34.999,2.628,-43.321,0.4
5098,1834.358,102.25,0.056,8.0,0.667,-275.839,-61.998,0.225,-1.0,0.233,-2.75,-13.0,122.855,107.828,129.317,6.899,-10.925,6.322,0.151
5099,563.199,49.734,0.088,10.0,2.833,-504.557,-46.587,0.092,-10.0,-11.333,-1.375,-5.0,127.936,109.884,114.593,35.249,-12.76,-14.902,0.284
5100,230.516,11.834,0.051,8.0,0.929,44.359,4.804,0.108,-1.0,-1.554,-1.111,-4.0,121.707,143.814,94.479,5.016,0.595,6.858,0.173
5101,247.732,11.951,0.048,4.0,-1.75,53.986,-1.471,-0.027,1.0,-0.375,-1.667,-4.0,129.051,106.735,117.268,-14.51,-2.26,26.782,0.459
5102,641.31,30.579,0.048,7.0,0.857,-187.612,-17.874,0.095,0.0,-0.44,-2.111,-11.0,126.96,110.728,115.214,-6.653,7.0,6.169,0.363
5103,1566.56,42.437,0.027,4.0,-5.0,-735.363,-9.416,0.013,5.0,5.9,-1.0,-3.0,115.86,121.309,122.83,-10.933,7.576,5.551,0.31
5104,101.031,3.7,0.037,3.0,-4.5,128.634,0.395,0.003,2.0,3.2,-2.6,-5.0,152.006,116.26,91.734,-18.574,11.624,15.923,0.282
5105,487.483,32.512,0.067,3.0,-5.5,-132.227,-15.068,0.114,4.0,7.071,0.0,2.0,135.319,108.446,122.55,16.714,-19.557,9.37,0.001
5106,2296.984,61.726,0.027,6.0,0.0,-654.479,-5.029,0.008,7.0,6.625,-2.75,-11.0,123.727,132.138,107.187,-1.995,-7.487,14.024,0.282
5107,257.768,10.47,0.041,10.0,2.5,84.675,2.63,0.031,-3.0,-2.6,-0.857,-7.0,135.811,94.394,129.795,-18.912,9.08,6.757,0.147
5108,995.919,52.305,0.053,5.0,-1.0,-163.631,-17.243,0.105,0.0,-0.625,-2.833,-14.0,112.17,127.999,117.532,-0.325,-21.806,-1.269,0.317
5109,163.849,8.963,0.055,5.0,-1.125,51.447,24.057,0.468,1.0,-1.25,0.0,-3.0,117.941,125.121,111.505,1.312,-8.128,12.249,0.385
5110,610.096,26.663,0.044,4.0,-1.625,-6.312,-4.622,0.732,2.0,1.625,0.0,-3.0,108.161,126.6,115.568,-6.722,10.949,-1.883,0.214
5111,126.217,6.296,0.05,5.0,0.6,-19.798,0.667,-0.034,0.0,-1.6,-1.286,-8.0,124.746,107.733,134.065,0.582,-16.078,7.176,0.14
5112,552.381,18.276,0.033,4.0,-0.625,20.222,8.258,0.408,1.0,-1.875,-0.333,1.0,107.129,138.096,116.236,27.778,-18.265,-9.475,0.366
5113,90.49,5.992,0.066,6.0,0.083,7.626,0.9,0.118,-2.0,-2.458,-1.375,-8.0,114.178,115.236,120.118,6.361,5.626,2.269,0.243
5114,13.737,0.312,0.023,6.0,-2.5,187.072,42.179,0.225,1.0,2.8,-0.625,2.0,127.343,150.251,82.407,-11.243,-15.827,38.448,0.275
5115,226.867,6.462,0.028,8.0,-0.6,2.353,2.252,0.957,-2.0,-0.775,-3.0,-19.0,117.588,130.233,106.897,-17.045,1.077,0.638,0.169
5116,151.719,2.766,0.018,7.0,-2.0,-3.257,6.92,-2.125,-4.0,-3.333,0.0,2.0,125.572,120.462,126.54,-14.598,13.851,-22.136,0.353
5117,119.547,18.453,0.154,12.0,3.667,-23.932,-14.32,0.598,-9.0,-6.333,-1.375,-8.0,81.783,135.783,142.434,-6.803,9.62,-4.083,0.352
5118,87.126,4.811,0.055,7.0,-0.8,24.966,2.826,0.113,-2.0,1.05,-2.857,-19.0,87.986,131.549,144.779,-3.529,10.587,-0.118,0.002
5119,3132.811,74.124,0.024,4.0,-5.333,562.497,24.043,0.043,5.0,7.905,-0.2,2.0,115.581,123.28,132.18,-3.198,5.736,-13.696,0.313
5120,666.584,30.064,0.045,8.0,1.571,-165.947,-11.722,0.071,-1.0,-1.155,-5.444,-26.0,119.031,108.294,132.818,24.88,-22.93,-1.526,0.001
5121,2256.0,62.153,0.028,7.0,-1.3,-220.029,-2.291,0.01,4.0,6.856,-1.571,-8.0,122.402,132.239,107.955,-0.896,-26.909,21.338,0.071
5122,2209.539,110.462,0.05,6.0,0.3,-235.249,-50.819,0.216,1.0,0.7,-3.143,-19.0,128.428,113.168,118.404,-9.817,14.747,9.595,0.352
5123,694.924,38.702,0.056,6.0,-3.375,128.147,-0.271,-0.002,-2.0,2.208,-4.0,-19.0,139.702,100.588,122.894,-10.914,3.037,8.416,0.427
5124,571.828,32.109,0.056,4.0,-4.875,-87.232,-13.206,0.151,0.0,3.5,-0.5,2.0,135.607,97.437,126.957,0.089,9.077,-12.396,0.287
5125,41.445,5.485,0.132,7.0,-0.25,44.632,5.528,0.124,-2.0,-1.55,-1.375,-8.0,117.333,134.346,105.035,-3.69,-3.341,10.501,0.314
5126,313.733,16.229,0.052,9.0,0.8,-128.534,1.334,-0.01,-4.0,-1.5,-1.286,-8.0,128.37,113.065,120.669,-8.811,1.954,4.753,0.259
5127,882.556,19.516,0.022,12.0,4.875,-115.525,7.264,-0.063,-2.0,-1.589,-3.5,-26.0,126.249,127.504,102.213,17.623,-2.237,-3.366,0.301
5128,131.975,0.0,0.0,4.0,-0.375,462.902,16.881,0.036,2.0,0.208,0.0,0.0,151.085,107.228,117.484,-4.001,-9.973,-5.709,0.259
5129,568.169,26.919,0.047,3.0,-1.5,113.909,-12.162,-0.107,4.0,2.857,0.0,0.0,150.81,115.981,107.396,-4.222,-3.667,-1.425,0.403
5130,431.227,44.008,0.102,5.0,-2.0,-177.41,-25.193,0.142,1.0,1.5,-0.6,-4.0,126.089,94.27,124.871,22.96,14.501,-22.372,0.211
5131,398.993,23.112,0.058,6.0,-0.6,115.491,-6.974,-0.06,0.0,1.017,-0.714,-4.0,123.256,105.425,131.32,9.637,3.425,-13.684,0.324
5132,297.507,11.586,0.039,4.0,-3.125,-53.128,-4.383,0.083,2.0,1.925,-0.5,3.0,120.772,141.074,97.052,-3.329,-3.785,10.085,0.426
5133,63.826,8.076,0.127,5.0,-2.167,-37.217,-4.803,0.129,-1.0,-0.333,-0.6,-2.0,133.972,77.483,103.485,0.483,38.046,0.717,0.333
5134,890.403,31.578,0.035,3.0,-4.5,-24.965,-10.52,0.421,3.0,3.4,-0.5,-3.0,117.974,119.558,122.803,9.63,0.431,-7.787,0.227
5135,1949.526,79.053,0.041,8.0,-2.4,-7.822,-19.339,2.473,-1.0,3.9,-0.429,-5.0,94.108,131.13,134.762,2.444,-12.282,7.799,0.001
5136,160.32,11.979,0.075,5.0,-3.5,-5.017,1.932,-0.385,0.0,4.1,-0.4,-3.0,138.896,88.919,131.704,-32.526,23.276,-4.015,0.208
5137,651.844,21.526,0.033,10.0,4.429,336.753,31.268,0.093,-5.0,-4.804,-0.778,-6.0,125.415,103.319,128.96,13.466,-0.289,-2.207,0.214
5138,337.922,16.695,0.049,6.0,-0.25,47.157,0.866,0.018,-2.0,-4.375,-0.5,-6.0,129.207,125.274,111.693,-20.05,3.57,25.081,0.372
5139,583.481,23.748,0.041,4.0,-3.375,-226.84,-3.868,0.017,1.0,2.175,-0.5,-4.0,116.937,121.049,121.133,1.849,-4.214,18.525,0.393
5140,8.374,0.0,0.0,9.0,1.643,74.912,8.121,0.108,-6.0,-5.81,-0.222,-5.0,91.366,164.145,104.489,61.206,-92.206,38.548,0.335
5141,4625.974,91.908,0.02,14.0,5.167,125.912,-21.423,-0.17,-2.0,1.583,0.091,-4.0,121.135,108.44,129.331,12.205,2.603,-9.407,0.001
5142,176.59,6.185,0.035,5.0,-1.7,-102.86,-1.954,0.019,-1.0,-3.05,-0.714,-6.0,111.164,123.238,125.599,11.217,18.696,-22.884,0.303
5143,101.411,7.656,0.075,8.0,1.583,-3.67,19.512,-5.317,-4.0,-4.583,-2.25,-4.0,121.781,123.583,114.635,3.718,-18.153,14.435,0.332
5144,382.402,47.208,0.123,4.0,-3.75,-214.542,-32.299,0.151,-1.0,2.25,-2.5,-4.0,118.945,121.102,119.953,-23.91,16.325,7.585,0.238
5145,870.909,45.01,0.052,7.0,1.286,-89.028,-5.377,0.06,-4.0,-1.786,-2.667,-6.0,130.829,93.603,133.511,3.062,8.227,-9.233,0.144
5146,123.918,19.18,0.155,6.0,0.375,52.633,-10.271,-0.195,-3.0,-2.042,-3.167,-6.0,118.957,120.222,120.821,10.962,-23.353,24.867,0.178
5147,159.31,33.08,0.208,4.0,-3.125,-27.804,-22.248,0.8,0.0,0.5,-2.167,-4.0,114.824,118.781,114.921,12.604,36.53,-14.553,0.383
5148,330.384,38.442,0.116,6.0,-1.9,126.482,-3.354,-0.027,1.0,1.317,0.857,5.0,132.591,115.772,117.35,1.82,-4.279,-2.262,0.227
5149,2773.193,117.563,0.042,6.0,0.8,-74.831,-5.824,0.078,5.0,4.75,1.143,6.0,109.004,120.513,133.793,-14.758,15.587,1.645,0.001
5150,444.631,16.354,0.037,6.0,0.0,-11.417,0.135,-0.012,-1.0,-1.7,-1.375,-4.0,114.128,135.095,121.479,-14.9,-22.691,9.399,0.233
5151,107.379,16.336,0.152,5.0,-2.5,-68.86,-13.988,0.203,-2.0,-1.333,-1.4,-4.0,140.57,101.691,125.55,-31.058,20.672,9.053,0.315
5152,532.405,18.411,0.035,9.0,2.667,-174.164,-1.225,0.007,-8.0,-6.417,-1.625,-4.0,90.872,140.351,127.68,-20.846,3.454,19.549,0.286
5153,154.373,8.743,0.057,7.0,1.25,-99.844,-5.722,0.057,-6.0,-5.75,-0.5,-4.0,100.849,134.518,124.633,-24.525,5.757,16.041,0.288
5154,563.467,21.434,0.038,5.0,-1.6,13.804,-3.768,-0.273,5.0,5.814,-1.571,-4.0,97.117,109.992,120.411,27.101,25.09,0.574,0.207
5155,348.347,31.663,0.091,6.0,-2.333,184.403,-8.468,-0.046,-1.0,1.033,-5.8,-14.0,91.597,138.347,117.844,9.536,-12.658,5.952,0.153
5156,2167.483,86.371,0.04,5.0,-0.7,-853.561,-30.477,0.036,1.0,-0.383,-1.571,-4.0,141.465,115.682,123.299,-19.311,11.466,-17.551,0.304
5157,142.326,23.654,0.166,6.0,-3.5,13.784,-6.714,-0.487,0.0,1.5,-4.0,-11.0,101.239,154.442,107.014,14.336,-32.583,14.249,0.214
5158,200.658,10.917,0.054,5.0,-1.3,-128.428,4.0,-0.031,-2.0,-1.7,-2.286,-6.0,119.692,119.359,118.41,-19.836,-2.818,14.41,0.223
5159,2098.034,171.742,0.082,7.0,0.571,-732.065,-62.775,0.086,0.0,0.179,-5.667,-16.0,120.703,121.924,121.01,-8.736,-20.398,15.297,0.001
5160,2451.813,43.469,0.018,7.0,-1.167,117.102,53.434,0.456,2.0,3.792,-3.2,-11.0,144.15,115.071,106.572,-9.312,6.371,2.978,0.15
5161,284.481,6.609,0.023,6.0,-0.833,163.135,6.587,0.04,0.0,-0.917,-2.875,-11.0,156.854,108.708,92.939,-38.317,21.836,18.154,0.188
5162,338.327,26.332,0.078,6.0,-2.833,6.745,-12.213,-1.811,-3.0,0.0,-2.6,-12.0,106.449,110.817,121.726,22.136,-18.862,18.442,0.468
5163,1021.1,44.451,0.044,6.0,-1.583,-224.523,-16.233,0.072,1.0,0.583,-2.0,-12.0,130.222,116.556,110.217,30.153,-11.788,1.228,0.332
5164,3372.818,106.733,0.032,9.0,-0.583,-103.529,-15.687,0.152,-1.0,1.771,-5.0,-12.0,128.704,98.669,134.654,13.54,-8.903,0.695,0.0
5165,569.217,8.033,0.014,6.0,-2.5,192.887,0.274,0.001,2.0,2.75,-5.125,-12.0,157.213,94.86,112.258,-5.647,-1.824,-1.497,0.397
5166,25.263,0.0,0.0,3.0,-1.833,-12.638,4.569,-0.362,1.0,-3.167,-0.6,-5.0,118.032,89.67,156.432,30.065,29.651,-63.849,0.447
5167,397.309,12.09,0.03,3.0,-5.75,-151.391,4.601,-0.03,3.0,3.625,-0.5,-2.0,135.902,100.337,119.593,6.36,3.704,-3.379,0.288
5168,5.625,0.0,0.0,4.0,-3.0,40.158,2.148,0.053,1.0,0.833,-5.0,-26.0,95.678,126.162,140.441,32.277,-4.627,6.209,0.349
5169,965.783,59.071,0.061,5.0,-1.0,7.768,23.146,2.98,3.0,4.167,-0.286,3.0,129.939,111.167,124.692,-1.179,-21.832,18.749,0.001
5170,17.42,6.449,0.37,10.0,4.889,-15.177,-6.449,0.425,-9.0,-10.139,-2.636,-26.0,109.463,101.022,126.754,0.548,8.16,11.788,0.353
5171,269.206,9.149,0.034,5.0,-1.7,-73.473,4.726,-0.064,2.0,1.45,-4.0,-26.0,114.303,128.853,116.844,14.527,1.545,-5.934,0.393
5172,61.694,3.286,0.053,3.0,-7.25,36.438,13.03,0.358,3.0,6.875,-1.0,-5.0,152.473,93.794,111.681,-10.104,11.688,0.374,0.281
5173,190.021,6.514,0.034,10.0,3.333,-30.382,0.436,-0.014,-4.0,-3.5,-1.5,-5.0,111.783,140.855,97.347,-3.354,-13.178,13.73,0.365
5174,94.933,4.648,0.049,6.0,-0.333,-64.295,-4.648,0.072,-1.0,-2.667,0.0,-1.0,144.727,100.193,115.636,12.603,-4.277,-3.132,0.264
5175,109.159,8.275,0.076,3.0,-5.0,-34.526,-0.651,0.019,2.0,4.25,-0.2,5.0,123.674,117.029,136.281,-6.413,20.932,-24.003,0.353
5176,3063.21,91.898,0.03,9.0,3.444,-54.172,-1.116,0.021,-2.0,-2.802,-1.182,-8.0,111.755,114.389,134.593,12.216,-9.424,-4.858,0.001
5177,370.077,10.903,0.029,3.0,-5.5,-235.263,-0.255,0.001,0.0,1.0,-0.4,-6.0,130.905,98.327,118.661,4.081,7.885,10.982,0.239
5178,509.375,37.076,0.073,4.0,-5.667,-155.833,-15.219,0.098,0.0,4.917,-1.6,-6.0,143.013,111.346,110.296,5.584,6.503,3.964,0.379
5179,565.931,21.956,0.039,6.0,-0.25,69.107,0.629,0.009,-1.0,-1.25,-3.125,-16.0,138.587,126.861,109.243,5.975,-7.792,3.644,0.322
5180,487.665,27.79,0.057,7.0,1.214,-101.617,-13.773,0.136,-3.0,-1.464,-0.778,-8.0,103.811,108.941,124.792,20.658,-5.418,14.909,0.212
5181,1726.618,92.328,0.053,3.0,-2.5,-290.445,-19.641,0.068,7.0,6.0,-0.2,-6.0,140.459,101.982,108.889,-12.704,9.912,7.193,0.328
5182,1718.282,175.826,0.102,5.0,-2.6,-835.762,-51.234,0.061,-1.0,-0.233,-3.857,-10.0,92.767,135.289,125.494,57.24,-24.284,-18.585,0.002
5183,537.739,71.132,0.132,11.0,4.864,2.166,-43.911,-20.269,-7.0,-6.864,0.077,-6.0,132.439,101.165,122.487,-21.452,4.643,10.225,0.244
5184,52.671,8.501,0.161,9.0,-1.5,80.56,-2.7,-0.034,-5.0,0.125,-3.0,-10.0,125.428,127.911,108.684,-8.408,7.903,-10.071,0.353
5185,244.844,28.879,0.118,5.0,-1.8,101.478,-20.192,-0.199,-1.0,-1.575,-6.0,-16.0,129.65,117.668,116.818,-2.394,4.168,-6.382,0.386
5186,2521.391,76.492,0.03,3.0,-4.0,-93.727,27.543,-0.294,3.0,4.833,-1.0,-6.0,106.383,120.503,133.501,29.2,-31.572,3.114,0.001
5187,304.056,25.041,0.082,4.0,-4.0,133.207,7.004,0.053,2.0,2.0,-0.333,5.0,110.993,130.249,111.653,1.193,-5.18,1.798,0.354
5188,548.169,19.514,0.036,2.0,-4.0,-121.689,7.683,-0.063,2.0,1.75,1.25,5.0,117.687,104.845,119.252,-8.917,-8.926,20.227,0.391
5189,341.41,12.075,0.035,5.0,-2.5,103.458,0.399,0.004,-1.0,0.875,-2.571,-4.0,132.819,108.971,114.512,-14.32,1.173,16.845,0.419
5190,29.772,0.0,0.0,5.0,-2.333,-24.147,0.0,-0.0,-2.0,-1.917,0.0,2.0,105.13,137.773,117.903,47.479,-12.553,-35.732,0.32
5191,3624.973,93.356,0.026,7.0,0.3,300.501,-2.612,-0.009,-1.0,-1.05,-0.429,-4.0,114.878,124.249,120.873,5.081,-14.381,7.071,0.275
5192,219.063,13.438,0.061,8.0,0.125,261.146,4.179,0.016,-2.0,-1.125,0.167,-4.0,138.371,116.056,107.232,-24.475,31.477,20.009,0.342
5193,605.922,33.143,0.055,3.0,-3.25,171.245,1.487,0.009,1.0,0.125,0.0,1.0,127.962,120.214,111.824,-4.472,-12.413,10.251,0.232
5194,698.196,29.306,0.042,7.0,1.8,267.462,4.393,0.016,-3.0,-3.675,-0.714,-3.0,121.008,101.523,129.766,1.016,15.439,-8.752,0.488
5195,142.445,11.203,0.079,9.0,2.312,50.064,-3.141,-0.063,-5.0,-3.188,-0.6,-4.0,138.61,110.237,111.153,-6.703,-5.082,6.275,0.288
5196,1270.49,87.994,0.069,5.0,-2.7,-224.903,-53.569,0.238,1.0,3.283,-0.857,-4.0,123.841,109.651,129.408,5.024,-4.936,-2.988,0.246
5197,617.472,23.436,0.038,13.0,4.1,61.49,3.376,0.055,-7.0,-4.933,-1.25,-8.0,138.41,129.989,98.033,-12.674,-1.362,6.673,0.296
5198,701.914,29.288,0.042,8.0,0.167,158.35,-0.272,-0.002,-1.0,1.133,-0.125,-2.0,124.707,128.963,105.166,-4.986,-16.293,32.3,0.108
5199,301.971,17.388,0.058,6.0,0.083,-46.56,0.973,-0.021,-1.0,-1.383,-0.875,-4.0,119.57,108.854,129.914,3.786,1.424,0.705,0.0
5200,536.571,28.949,0.054,5.0,-3.3,11.418,-8.238,-0.722,1.0,3.5,-1.0,-4.0,115.13,117.041,127.829,-7.166,-4.095,10.035,0.394
5201,909.589,30.233,0.033,8.0,-2.833,-55.788,13.006,-0.233,1.0,5.708,-0.8,-3.0,114.542,125.227,119.704,16.754,-17.64,8.162,0.148
5202,115.977,9.754,0.084,4.0,-4.25,-55.074,-9.754,0.177,1.0,4.75,0.0,-2.0,93.546,128.122,123.343,16.311,-46.609,-22.892,0.18
5203,255.65,14.664,0.057,5.0,-1.25,68.429,1.101,0.016,-1.0,-1.125,0.167,-2.0,87.642,146.991,123.47,31.962,-28.674,-1.391,0.145
5204,140.259,7.609,0.054,17.0,10.423,-115.063,-7.609,0.066,-14.0,-16.09,-0.267,-8.0,131.472,143.764,119.83,20.482,-26.347,-29.246,0.398
5205,319.92,33.708,0.105,8.0,2.5,38.77,-23.913,-0.617,-3.0,-2.9,-0.111,-2.0,128.744,111.332,116.127,-8.826,1.421,12.48,0.256
5206,250.727,10.856,0.043,17.0,9.167,-134.784,-4.419,0.033,-13.0,-10.667,-0.364,-3.0,136.469,95.834,123.517,-11.249,37.499,-20.672,0.251
5207,836.791,52.326,0.063,5.0,-1.0,-450.094,-29.337,0.065,0.0,-0.3,-0.5,-4.0,130.345,134.395,95.668,-12.022,-3.841,11.1,0.351
5208,479.149,25.791,0.054,8.0,-1.5,-38.721,36.348,-0.939,-2.0,2.167,0.429,3.0,113.764,128.94,122.908,8.588,-31.713,2.863,0.355
5209,370.026,18.966,0.051,3.0,-4.667,-278.71,-7.501,0.027,1.0,2.042,-1.8,-4.0,120.253,124.205,117.732,14.517,9.757,-9.465,0.243
5210,230.685,42.071,0.182,12.0,5.083,-111.98,-33.144,0.296,-8.0,-6.083,-0.75,-3.0,120.585,99.709,145.913,19.216,-6.609,-28.925,0.52
5211,1200.928,33.206,0.028,9.0,2.375,125.341,-3.276,-0.026,-2.0,-0.792,-0.167,-3.0,107.007,132.994,123.556,12.543,-23.25,-5.707,0.181
5212,344.542,14.099,0.041,9.0,0.75,133.907,-1.772,-0.013,-4.0,-1.25,-0.5,-3.0,129.143,121.261,98.884,-12.715,9.869,10.942,0.367
5213,170.707,24.716,0.145,7.0,2.643,-70.832,0.493,-0.007,-3.0,-5.476,-0.556,-3.0,132.878,113.011,114.111,-36.567,34.873,8.938,0.319
5214,343.136,9.868,0.029,4.0,-1.75,39.867,0.892,0.022,4.0,3.917,-2.25,-6.0,134.197,139.851,100.196,-11.307,9.647,7.655,0.315
5215,157.842,10.599,0.067,4.0,-1.833,85.022,-1.252,-0.015,2.0,0.333,-2.0,-6.0,144.176,97.604,121.508,-37.613,19.189,15.71,0.243
5216,1459.156,41.424,0.028,5.0,-0.833,-708.634,-10.822,0.015,1.0,-0.417,-2.0,-6.0,115.777,118.858,129.833,0.564,-14.385,7.703,0.001
5217,519.677,16.151,0.031,5.0,-1.2,-98.761,20.454,-0.207,2.0,-0.467,-0.143,-5.0,113.901,150.509,95.62,-0.206,-22.535,22.711,0.232
