gsize_diff_an4 ,gf_diff_an4, g_itgcurv_diff_an4, face_itgcurv_an4_left, face_area_an4_m_an5, fnnf_maxdec_r_m_l, fnnf_avgdec_r_m_l, move_left
-96.904, -42.000, -1105.561,  8.468, 141.003, 110.128, -546.621,     -1
-92.085, -45.000, -1351.181, -170.473, -218.405, 142.252, -123.651,     -1
-100.776, -47.000, -1226.037, -4.920, 46.695, 75.655, -46.705,     -1
20.082, -4.000, 353.585, 16.119,  5.713, -307.416, 34.154,      1
-111.470, -50.000, -1316.646, -35.203, 145.956, -51.975, -309.207,     -1
-106.140, -49.000, -1106.923, 34.567, -20.496, 93.250, -684.797,     -1
-101.329, -50.000, -1169.682, -38.862, -19.106, -1180.386, -3461.821,     -1
-59.083, -33.000, -1073.664, -28.016, 44.362, -967.905, -211.140,     -1
-110.185, -48.000, -1123.729, -2.236, 36.839, 271.563, -113.398,     -1
-108.692, -50.000, -1172.545, -2.027, 192.674, 38.130, -183.580,     -1
-71.997, -36.000, -1020.436,  0.000, -52.502, 13.231, 46.143,     -1
-98.212, -46.000, -1248.674, -110.989, 113.898,  1.582, 40.667,     -1
-105.268, -46.000, -1184.247, -47.796, -134.401, 97.867, 110.020,     -1
-89.990, -41.000, -1391.434, -56.028, 209.298, -219.456, -176.473,     -1
-55.965, -25.000, -922.803, 12.097, 125.700, 396.339, -449.869,      0
-93.841, -41.000, -1198.132, -5.074, -58.604, 125.411,  0.646,     -1
-83.744, -42.000, -1150.262, -19.724, 36.574, 207.572, -226.676,     -1
-79.516, -38.000, -1105.375, -9.461, -77.651, 32.725, -97.413,     -1
-110.411, -49.000, -1143.676, -20.985, 97.586, 27.599, -11.643,     -1
-104.545, -49.000, -1041.206, -8.093, 176.433, 363.879,  8.877,     -1
-96.346, -43.000, -1181.703,  1.980,  8.697, 90.608, 76.589,     -1
-103.372, -48.000, -1265.210, -33.224, -30.338, 124.919, 111.427,     -1
-26.148, -9.000, 127.177, -15.388, -9.447, 143.684, -140.226,     -1
-57.216, -13.000, 212.195, -14.822, -512.688, 5295.736, 5295.736,      1
-3.939, -4.000, 246.142,  0.506, 77.858, -159.554, 103.158,      0
97.771, 40.000, 1029.598, 186.030, 170.377, 578.191, 971.531,      1
64.803, 11.000, 1010.120,  9.095, 17.891, -1784.199, 612.160,      1
22.059,  5.000, 790.484,  9.921, -184.131, -112.394, 589.564,      1
 1.679, -1.000, -257.634,  1.042, 194.667, 77.184, 65.471,      1
65.883, 21.000, 1677.917, -1.363, -6.028, -159.554, 549.727,      1
-6.269, -1.000, 16.750,  0.379, 62.950, 88.806, 203.919,      1
22.826, -6.000, 303.220, -11.678, 40.843, -1784.199, -621.787,     -1
31.922, 14.000, 969.441, 180.159, 749.719, -1627.574, 334.147,     -1
-10.825, -4.000, -104.290, -22.200, 239.026, -1316.354, -190.482,      1
-37.603, -12.000, -33.499, -1.463, -82.367, 120.017, -40.748,     -1
-37.382, -16.000, -260.575,  1.372, 52.003, 126.894,  1.086,     -1
-21.371, -12.000, -113.702, -27.148, 78.439, -455.485, -199.763,     -1
87.593, 67.000, 1158.390, -15.140, -489.436, -5294.377, -365.709,      0
-30.678, -9.000, 117.163, 23.310, -26.018, -144.959, -128.076,     -1
-7.517, -8.000, -145.029,  4.472, -78.648, -59.868, -51.467,      1
-51.380, -18.000, -61.789,  0.577, 85.405, -144.026, -330.651,      1
-7.805, -4.000, -30.459, 15.644, -101.337, 27.073, -51.654,     -1
-43.155, -12.000, -57.532,  3.773, -141.362, 183.454, -20.001,     -1
-53.797, -18.000, -168.596, -44.288, 136.848, 24.776, -125.269,     -1
-35.626, -16.000, -182.105, -38.221, 271.192, 175.952, -7.749,     -1
-21.513, -11.000, 342.813,  4.895, 78.807, -77.480, -140.420,     -1
12.573, -3.000, 183.955, 47.115, -107.849, -76.549, -40.580,      1
-10.361, -7.000, -275.167, -11.321, -45.198, 86.484, 13.750,     -1
-1.454, -5.000, -435.772, -9.417, -194.190, 88.002, -28.202,     -1
30.569,  6.000, 320.124,  5.792, -101.476, -353.306, 28.754,      1
70.583, 18.000, 928.895, -17.228, 254.718, 239.497, 167.266,      1
87.717, 41.000, 1699.906, 150.118, 144.898, -90.359, 10.318,      0
-0.232,  3.000, 42.746, -12.146, 24.855, 15.422, 92.932,      0
-20.073,  3.000, -38.928, -116.108, 46.544, 223.719, 78.012,     -1
-6.772,  1.000, 209.116, 12.804, 243.619, 30.730, -30.052,     -1
18.304,  9.000, 315.172, 94.957, 295.942, 97.599, 1547.448,      1
107.125, 57.000, 1718.985, 102.235, 73.202, -22.927, 1072.362,      0
80.617, 45.000, 560.926, -12.317, -67.100, -90.359, 1020.577,      1
30.131,  5.000, 85.179, 40.494, -33.111, -147.416, -247.910,      1
11.620,  4.000, 176.735, 108.960, -39.742, -68.048, -472.548,      0
71.743, 14.000, -22.883,  0.000, -20.146, 269.657, 398.742,      1
169.607, 59.000, 1599.519, -6.069, -7.708, -605.934, -94.886,      0
86.961, 25.000, 396.208, -0.890,  2.317, 108.674, 104.386,     -1
108.900, 37.000, 773.620, 20.278, 38.360, -641.978, -21.328,      1
-3.856,  1.000, -325.703, -23.051, 152.573, -216.510, -721.268,     -1
59.905, 17.000, -573.964,  2.493, 38.069, 167.156, 187.827,      0
98.874, 24.000, 96.079,  0.538, 40.281, 24.216, 46.799,      1
104.553, 23.000, 378.230, -2.644, -126.418, -350.755, -782.308,      1
38.005,  5.000, 61.208, -2.139, -83.279, -325.526, -160.713,      0
22.754,  3.000, 88.873, -1.506, 33.999, -29.493,  0.034,      1
32.544,  4.000, 25.604, -1.137, -27.101, -129.186, -1.275,      1
136.425, 50.000, 1292.577,  2.158,  2.899, -346.743, -56.306,      1
49.866,  9.000, 182.225, 13.615, -23.876, -310.190, 37.650,      1
-19.052, -4.000, 174.385, -1.482, 47.688, 86.111, 45.557,     -1
-19.363, -6.000, 107.050, -0.034,  9.863, 20.254, -28.317,     -1
-13.691, -2.000, 222.242, 20.470, 108.495, -424.159, -202.643,     -1
68.720, 24.000, 349.232, 54.846, 76.723, -407.550, -153.602,      1
 3.262,  0.000, 266.004, 83.165, -39.097, -337.640, -116.474,      1
12.072,  2.000, 76.889, -1.270, -44.060, -173.842, -103.298,      1
-11.873, -2.000, -168.971, -28.264, -23.058, 17.181, 39.980,      1
-14.766, -3.000, -64.354, -1.636, -68.132, -6.158,  4.256,     -1
 5.409, -1.000, -242.369,  5.963, -0.837, 265.021, 341.077,      1
 6.846, -1.000, -40.575,  0.532,  0.977, -113.244, -100.620,      0
 6.589,  0.000, -141.788, -28.688, -5.646, -150.846, -57.779,     -1
30.519,  4.000, -8.929, 50.351, -63.031, -113.244, 174.227,      1
16.862,  2.000, -233.451, -1.305, -61.794, -158.284, -67.809,      1
117.066, 35.000, 628.710, -3.100, 10.525, -84.897, 52.840,      1
-49.444, -15.000, -295.205, -15.482, 107.751, 674.982, 213.794,      1
27.561,  5.000, 64.974, -8.714, -1031.727, 134.927, 211.858,      1
38.892,  3.000, 200.197, 74.030, 142.660, 340.437, 275.009,      1
-7.988,  1.000, 92.794, -4.078, 58.018, 723.725, 592.460,      1
-21.469, -5.000, 37.677, -4.393, 11.762, 46.704, -57.111,     -1
-3.574, -7.000, 115.123, -48.107, 180.938, -406.504, -237.574,     -1
-48.158, -17.000, -148.777, -6.797, -7.975, -87.756, -115.903,     -1
-9.201, -1.000, 23.277, -25.331, -196.552, 81.420, 29.139,      0
-50.451, -15.000, -221.267, -82.746, 59.100, 134.698, 35.758,      0
-4.314,  2.000, 312.473, -15.603, -4.095, 691.636, 172.932,      1
-22.695, -10.000, -391.674, -11.160, -227.265, 372.952, 134.137,      1
-48.158, -13.000, -46.544, -120.200, -14.751, 59.928, -83.234,     -1
-42.271, -10.000, -85.624, -8.478, -11.030, 829.322, 146.676,      0
 4.953, -2.000, 229.557, -84.387, 115.580, 733.550, -154.640,     -1
-39.117, -12.000, -149.654, 44.743, -114.270, 734.061, 169.658,     -1
-46.575, -12.000, -188.643, -36.723, -125.747, 798.436, 113.216,      0
-27.854, -6.000, -222.209, -6.473, -57.888, -11.363, 356.712,      0
13.988,  3.000, 196.922, 47.519, 889.601, 144.030, -46.157,     -1
48.516, 23.000, 1107.980, 274.371, -66.534, 727.775,  0.237,      1
15.222,  7.000, 195.733, 25.191, 674.058, -48.270, 149.792,     -1
 9.068,  2.000, -142.815,  2.831, 126.992, 251.836, 12.475,      1
-5.377, -3.000, -148.367, -16.581, -9.689, 810.184, 266.841,      1
174.018, 50.000, 2183.744,  9.143, 171.465, 1113.276, 934.630,      1
55.344, 22.000, 503.094, 29.674, -54.683, 16.466, 40.766,      1
29.665,  7.000, -57.539,  1.498, 81.359, 801.354, 184.057,      1
10.204, 10.000, -25.776, -3.278, 18.950, 523.209, 191.430,      1
43.258, 15.000, 132.827,  2.094, 1056.329, -11.866, 185.608,      1
52.702, 21.000, 590.802,  1.040, -20.612, 523.209, 116.793,      1
-21.910, -5.000, -18.301,  4.127, -164.364, 360.481, 203.948,      1
-24.188, -5.000, -136.614, -1.353, 135.981, 117.171, 14.305,     -1
-12.845,  0.000, -57.979, -4.384, 290.440,  6.252, -22.755,     -1
-36.559, -8.000, -132.480, -98.933, 21.445, 269.693, 169.154,     -1
60.881, 15.000, 272.667, -1.865, -19.931, -42.683, -46.615,      0
59.184, 16.000, -14.843,  7.283, -60.548, -42.683, 10.080,      0
130.296, 41.000, 721.215, 47.098, 37.086, 22.366, -25.173,     -1
20.143,  3.000, 809.291, 24.463, -17.896, -367.775, 301.998,      0
-69.567, -15.000, -168.386,  0.000,  0.350, 350.768, 231.552,      1
-76.553, -15.000, -64.967,  0.764, -79.884, 347.515, 32.671,      1
30.001, 27.000, 1060.380, 73.859, 414.182, 73.843, -12.457,      1
-14.673, -2.000, 100.931, -14.368, 40.822, 79.348, 35.743,      1
-36.366, -9.000, 45.006, -6.679, -231.407, 186.667, 16.811,      0
-59.873, -11.000, 161.611, -0.787, -16.400, 62.104, 54.159,     -1
-74.489, -16.000, -44.666,  2.005, -101.408, 412.318, 132.902,      0
-38.189, -5.000, 200.124, -21.906, -88.516, -349.384, -138.079,      0
-5.731, 10.000, 217.856, 35.944, -219.499, 34.327, 294.061,     -1
-74.979, -17.000, -34.643, -18.163, -56.985, 283.695, 67.932,      0
24.164, 18.000, 762.883, -7.642, -55.015, -556.935, -116.577,      1
-32.393,  0.000, -270.961, -23.113, -41.394, -556.935, -197.789,     -1
31.653, 19.000, 750.946, -2.345, 70.109, -283.960, 14.445,      0
-31.585, -5.000, 48.524,  6.455, 135.532, 317.443, 106.682,      0
-68.757, -13.000, -96.855, -4.955, 27.737, 126.927, -28.372,      0
-71.755, -14.000, -94.601, -6.038, -33.217, 347.853, 127.246,      0
18.404,  0.000, 554.000, 49.168, 183.811, -169.345, -19.017,      0
-50.362, -17.000, -47.089, -5.205, 408.676, 247.283, 208.324,      1
-36.052, -1.000, -48.368, 40.431, -116.961, 36.291, -27.042,     -1
-30.760, -4.000, -100.484, -21.495, -1.677, 207.810, -39.147,     -1
 5.554, -1.000, -42.334, -22.778, -2.031, -101.203, -234.231,     -1
38.415, 13.000, 75.944,  8.079, -20.918, 124.580, -226.315,     -1
22.127, 10.000, 38.350, -59.831, -15.015, 24.169, -1225.201,     -1
161.310, 41.000, 1674.807, 21.376, 130.154, 1066.932, 1151.252,      0
74.610, 15.000, 489.588,  0.251,  6.029, 119.268, 593.100,      1
117.908, 34.000, 542.554, 11.105, 129.786, 119.268, 677.420,      1
-24.552,  1.000, -268.671, -4.379, -148.574, 670.841, -63.041,     -1
-70.037, -22.000, -379.218, -1.762, -48.180, -148.427, -148.427,     -1
-69.343, -19.000, -416.115, -2.161, 33.267, 741.900, 170.580,     -1
-43.784, -6.000, -130.119, 91.791, -68.121, 620.563, 178.941,      1
-64.049, -16.000, -262.714, -35.114, 24.677, 635.003, 121.277,      0
-62.641, -20.000, -261.449,  3.819, 37.346, 459.035, -167.400,      0
-1.781, -3.000, -23.268, -25.061, -13.998, 102.210,  1.324,      1
45.149,  8.000, 312.248, 28.100, 130.768, -404.483, -13.148,      1
69.119,  7.000, 129.933, 21.407, 85.511, -216.123, 16.926,      1
-1.103, -2.000, 36.283,  0.000, -77.428, 14.641,  3.381,      1
107.923, 27.000, 777.874, -0.469, -101.963, -359.225, -65.706,      1
 6.556, -1.000, 368.804, -13.894, 51.946, 99.659, 256.423,      0
 4.961,  2.000, -363.017, -5.903, -70.277, -69.630, 175.067,      1
27.356,  8.000, 179.163, 100.764, 79.073, 35.036,  5.660,      1
20.239,  5.000, 155.583,  0.000, -34.489, -16.660, 32.739,      1
37.414, 15.000, 584.173,  4.520, 40.512, -29.519, -17.707,      1
-33.699, -7.000, 15.605,  5.744, 71.088, 138.633, 81.609,     -1
59.536, 24.000, 980.319, 13.955, 47.917, -205.018, -129.455,      1
-5.467,  4.000, 69.771, -4.154, 10.462, 19.450, 18.259,     -1
 1.137,  7.000, 291.703,  0.000, -1.493, 134.073, 79.241,     -1
13.987,  2.000, -195.287, 15.279, -12.598, -1106.672, -197.208,      1
32.158, 10.000, 284.569, 27.131, 254.973, -604.501, 18.801,      1
-2.299,  6.000, 139.918, 12.408, 18.473, -320.094, -115.787,      1
52.351, 27.000, 719.245, 36.941, 184.351, 41.103, -44.221,      1
-23.356, -1.000, -12.233, -19.462,  9.454, 94.236, 74.831,     -1
40.266, 25.000, 418.687, -11.380, -18.569, -8265.528, -1040.490,      1
21.803,  0.000, -20.478, -0.287,  5.213,  3.450, 50.516,      1
 2.997,  1.000, -139.123, -1.516, -143.137, 24.724, 45.176,      1
29.799, 12.000, 295.715, 15.270, 218.376, -46.597, 64.939,     -1
55.867, 14.000, -563.797, -165.188, 32.894, 122.584, 59.903,      0
-2.636,  0.000, 75.280, 72.174, 77.703, 62.261, -16.106,      0
 4.926,  1.000, -119.460, -1.356, 49.557, 205.312, 197.855,     -1
94.836, 21.000, 106.246, 13.281, 55.199, 94.077, 194.261,      1
31.037,  6.000, -221.186,  1.686, -7.925,  0.293, 123.738,      1
44.007, 13.000, 137.598, 51.192, -5.795, 118.078, 134.803,      1
-16.481, -4.000, -194.494, -20.721, -12.668, 212.256, 110.111,      1
61.882,  9.000, 483.490, 16.881, 58.860, -78.412, 63.236,      1
-21.119, -4.000, -447.379, -11.836, 84.451, 244.265, 64.077,     -1
14.947, 14.000, -25.554, 21.382, 35.538, -115.949, -224.137,      1
95.777, 40.000, 1333.177, 66.345, -622.532, -656.561, 12.370,      1
28.398, 11.000, 493.404, 28.091, 120.537, -175.616, -4.888,      1
-28.046, -9.000, -337.169, -5.176, 226.471, -131.580, -200.740,      0
-5.150,  0.000, 210.305, -21.681, 367.375, -327.190, -315.436,     -1
-29.499, -8.000, -479.266, -196.180, 18.990, 46.118, -9.011,     -1
-38.120, -6.000, -458.861,  3.670,  8.270,  2.814, -78.041,     -1
 2.557,  4.000, 69.674, -35.998, -48.114, -144.912, -173.963,      1
-12.644,  0.000, -234.462,  3.829, -42.509, -126.506, -52.494,     -1
 0.431, -3.000, -275.415, -9.942, -36.054, 151.047, 10.913,      1
-24.983, -7.000, -530.590, -80.620, -80.923, -115.949, -111.602,     -1
134.025, 54.000, 2030.647, -60.494, -7.937, 61.843, 219.563,      1
-13.896, -1.000, -339.810,  9.885, -127.437, 254.530, 185.870,      0
-11.803, -7.000, -156.649, -26.741, 192.748, -53.252, -44.253,      1
58.577,  8.000, -307.645, 32.718, -133.220, 392.705, 682.505,      1
-14.082, -7.000, -274.961, -61.477, 58.267, 114.606, 82.103,      1
39.439,  9.000, 12.616, -0.507, -64.726, 336.358, 154.842,      0
75.981, 27.000, 788.020,  0.489, -114.704, 201.529, 613.000,      1
117.912, 45.000, 954.831, -2.165, -553.718, 220.003, 437.192,      1
86.477, 18.000, 314.574, 36.057, 221.514, 440.762, 895.631,      1
31.353,  4.000, -155.521, -1.702, 428.844, -55.144, -7.402,     -1
-38.118, -10.000, -254.170, -4.451, 100.763, 384.463, 46.095,      1
-17.219, -6.000, -254.900, -16.266, 29.285, 181.805, 21.133,      0
-14.969, -4.000, -242.166, -7.433, 21.838, 392.302, 195.877,      1
-35.540, -9.000, -263.698,  4.134, 82.944, 62.271, -29.556,     -1
-32.320, -7.000, -209.666, -92.246, 123.109, 302.524, 52.690,     -1
 3.378,  0.000, 19.919, 31.499, 50.978, -485.522, -118.878,      1
17.197,  8.000, 731.117, 66.931, 430.459, -57.387, 50.324,     -1
-55.068, -12.000, -100.605,  0.000,  2.368, 198.801, 164.524,      0
 0.817, -5.000, 257.997, 106.814, 184.094, 47.915, 178.198,      1
-46.516, -15.000, -132.586, -39.635, 194.638, 230.655, 158.751,      0
-59.392, -15.000, -100.900, -2.557, 47.201, 198.141, 166.725,     -1
92.292, 42.000, 1534.526, 79.915, 341.930, 113.268, 244.328,      0
-64.398, -14.000, -23.451, -0.892, -54.306, -10.804, -0.875,     -1
-52.118, -11.000, 29.807, -9.105, 74.703, 137.135, -60.731,     -1
-67.108, -13.000, -124.431, -11.331, 34.932, 260.560, 94.590,     -1
 2.316, -2.000, 576.099,  6.799, 85.062, -721.342, -173.393,     -1
-48.707, -15.000, -260.097, -29.328, -95.986, 390.237, 175.265,     -1
122.823, 51.000, 2268.360, -10.261, -22.490, 127.321, 403.930,      1
-17.666, -3.000, 84.810,  3.639, 40.468, 304.470, 194.846,      0
-43.592, -9.000, -419.026, -94.169,  2.594, 304.470, 139.459,      1
55.091, 15.000, 1047.039, 16.291, 2351.846, 14265.081, 4044.051,      1
11.072, -3.000, 72.104, -29.964, 3156.557, 13440.645, 4526.757,      1
24.445, 11.000,  7.443,  0.411, -68.398, -0.455, 38.642,      1
-14.743, -5.000, -71.337, -6.295, -9.075, 51.364, 47.749,     -1
-9.235, -7.000, -1.362, 13.461, -24.930, 93.250, 60.478,      0
86.640, 23.000, 613.685, -1.785, -5.532, 28.041, 419.435,      1
-1.012,  0.000, 69.863,  3.028, 30.242, -62.297, -48.133,     -1
 3.063,  1.000, -92.572, -0.689, -13.467, 127.135, 80.130,      0
34.881,  5.000, -108.133, 43.794, 50.665, -201.587, -61.525,     -1
 3.119,  0.000, -122.839, -69.271, -4.074,  1.549, -9.758,     -1
59.197,  9.000, 498.861,  1.005, 135.339, -39.520, 12.561,      0
35.979,  7.000, 138.720, -26.418, 46.388, 55.398, 16.830,      1
113.436, 75.000, 1245.369,  6.688, 190.790, 31.620, 231.916,      1
-4.835, -1.000, 204.143, -13.371, 34.611, 369.620,  9.656,     -1
25.678,  8.000, 359.834, -1.859, -0.699, -792.880, 137.613,      0
-22.013, -5.000, 85.261, -9.505, -150.400, 104.742, 107.335,      1
-29.569, -8.000, -352.314, -17.526, 85.996, 160.381, 57.092,      0
-16.199, -7.000, -197.231,  6.510, 23.696, 227.180, 57.779,     -1
20.122,  9.000, 424.191, 12.223, -101.527, 369.320, 118.445,     -1
-12.233, -7.000, -265.730, -2.361, -59.411, 74.495, 93.062,      0
-2.278,  0.000, -118.313, -47.893, -95.635, 56.766, -59.954,      1
87.784, 34.000, 944.669,  4.223, -70.041, 162.823, 41.142,      1
129.715, 52.000, 1111.480, -13.176, -264.608, 17.824, 267.911,      1
 9.065,  5.000, -39.678, -1.452, -260.934, -102.347, -200.058,      0
68.490, 21.000, 468.515,  7.807, -181.262, 113.144, -20.943,      0
-5.416,  1.000, -98.252,  5.007, 17.428, -54.291, -50.484,     -1
33.375, 11.000, 65.078, 40.854,  0.621, 42.312, 81.619,      1
31.154, 11.000, -125.036,  3.847, 31.661, -207.965, 23.049,     -1
110.782, 30.000, 110.040,  1.420, 189.356, -1735.482, -599.057,      1
23.186,  9.000, 26.603,  0.000, -4.990, 77.788, 369.362,      1
19.462,  5.000, -141.425, -13.759, -75.241, 39.913, 31.579,      1
54.444, 15.000, -57.542, -69.086, 86.157, 235.626, 1182.404,      1
47.341, 13.000, 321.202,  0.000,  4.764, 173.809, 168.948,      1
15.359,  7.000, -26.435, 26.847, 227.335, -66.440, 15.970,      1
25.926,  9.000, 134.262, 39.000, 240.881, -270.581, -63.118,      0
-14.174,  3.000, -57.845,  1.585, 59.734, 22.677, -29.048,      0
113.779, 52.000, 1204.934, 13.248, -23.616, -12.543, 281.314,      1
77.964, 17.000, 518.631, -7.401, -41.767, -216.684, 112.383,      1
82.344, 25.000, 564.677,  7.363, 186.984, 98.284, 948.307,      1
-83.889, -29.000, -419.215,  5.581, 11.624, -32.744, -200.445,      1
-37.842, -17.000, -319.510, -95.422, -324.278, -885.856, -287.826,     -1
-67.671, -24.000, -416.344, -2.369, 137.682, -346.667, -452.850,     -1
-77.938, -29.000, -516.694, -5.946, -46.371, -39.476, -39.444,     -1
 1.127, -12.000, 67.438, -2.462, -37.663, -1009.849, -411.762,     -1
-53.192, -15.000, -210.037, -13.572, 77.091, 674.291, 139.178,      0
-73.457, -25.000, -342.631, -5.045, -0.855, 672.977, 491.046,     -1
-72.048, -29.000, -341.366, -35.431, 238.619, 550.482, 171.300,      0
-61.875, -26.000, -517.188, -25.656, 12.699, 53.574, -158.314,     -1
-58.661, -22.000, -473.917, -8.688, -231.530, -265.073, -346.688,     -1
111.456, 31.000, 750.957, -3.693, 870.557, 144.381, 514.742,     -1
42.102,  9.000, 81.148, 86.728, 123.446, 442.729, 398.506,      1
122.910, 20.000, 784.099,  7.027, 572.209, 755.979, 866.460,      1
23.939,  6.000, 21.194, -2.761, 19.051, -347.215, -276.322,      1
79.089, 41.000, 1181.517, 27.883, 108.041, -205.429, -59.294,      1
40.958,  8.000, 154.458, 14.614, 125.975, -553.015, 32.148,      1
39.870, 15.000, 318.161,  3.457, 38.465, 133.876, 193.959,      1
23.601, 11.000, 86.831,  0.686, -3.468, 62.039, 49.875,      1
49.167, 17.000, 14.336, -2.379, -12.265,  4.960, 127.699,      1
-60.807, -13.000, -362.481, -54.238, -54.591, -140.241, -661.531,      1
-56.647, -10.000, -373.505, -52.969, 403.363, -290.675, -455.760,     -1
23.660,  6.000, 41.687,  8.655, 66.505, -163.601, -40.393,      1
-12.053, -2.000, -102.928, -39.780, 64.222, 102.991, 85.635,     -1
-7.461,  5.000, -20.069,  2.102, 17.787, -61.259, -190.385,     -1
-10.578,  7.000, -0.099, -0.135, 46.818, 159.484, -118.358,     -1
63.830, 24.000, 678.893, -1.303, 234.940, 816.066, 603.831,      1
37.685,  6.000, 149.737,  2.072, 846.221, 933.789, 468.919,      1
53.202, 23.000, 254.592, -1.843, -60.343, 86.761, 289.991,      1
 2.323,  2.000, 19.508,  2.475, 38.350, -34.400, -31.402,     -1
55.433, 13.000, 295.608,  6.038, 30.706, -156.511,  1.937,      1
37.140, 17.000, 448.864, 37.094, 20.731, -66.930, 59.538,      0
 0.542,  2.000, -137.167,  0.852, -12.910, -164.155, -109.634,     -1
-97.244, -22.000, -959.130, -74.577, -92.599, 429.068, -270.279,     -1
-86.283, -17.000, -849.503, -29.661, -15.538, -598.934, -494.571,     -1
-30.775,  0.000, -235.380, 75.156, 51.535, -5.047, -176.344,     -1
-102.425, -24.000, -833.029, -33.322, 80.753, 690.067, 690.067,     -1
-90.949, -19.000, -1241.940, -130.377, 31.277, -23.906, -319.423,     -1
-95.164, -15.000, -817.170, -2.784, -34.191, 1068.369, 318.227,     -1
-95.947, -23.000, -913.669, -57.750, 16.127, 425.739, 185.351,     -1
-76.368, -14.000, -1091.592, -212.896, 57.092, -238.350, -264.964,     -1
-82.146, -17.000, -892.585, -7.240, 72.511,  0.427, -105.233,     -1
-51.729, -8.000, -760.767, -2.661, -62.536,  8.446, -246.504,     -1
100.770, 23.000, 934.141, -2.319, 26.556, 267.192, 257.216,      1
75.473, 34.000, 585.629,  2.904, 73.946, 370.534, 581.840,      0
14.846,  6.000, 193.507, 83.191, 130.253, 523.441, 386.396,      1
33.750, 18.000, 195.528, 41.365, 286.525, 531.367, 420.471,     -1
13.178,  3.000, 282.710, 19.947, 298.549, 370.534, 242.637,      1
21.244, 11.000, -462.654, -43.386, 198.648, -3.691, 244.922,     -1
 0.352,  3.000, 15.162, -13.133, 384.340, 173.773, 11.091,     -1
171.076, 64.000, 2449.255, 40.651, 598.521, -40.408, 427.849,      1
-10.783, -5.000, -103.656,  3.132, 27.995, 14.761, 33.799,     -1
-9.420, -6.000, -149.508, -0.323, -123.897, 188.068, 1669.062,      1
-15.531, -6.000, -194.169, -30.234, -230.686, 102.554, 498.599,      1
 1.514,  4.000, -82.479, -1.580, 144.883,  8.403, 35.010,      1
49.285, 21.000, 242.414,  2.261, -38.829, -476.910, -70.859,      1
99.673, 30.000, 1116.560, 22.353, -58.954, -215.943, 966.804,      1
 8.019,  5.000, 210.159, -9.854, 121.986, -113.629, -72.738,      1
 7.105, -1.000, -284.566, -0.416,  4.755, -815.014, -317.633,      0
37.074,  5.000, 52.443,  1.748, 62.290, -52.186, 117.184,      1
-20.100, -8.000, -78.900,  3.622, -55.882, 33.878, 23.509,     -1
-1.094, -1.000, -22.820,  3.254, -34.302, -113.629, -28.782,      0
-9.617, -6.000, 29.851,  4.317, 138.525, 102.554, 2283.587,      1
 5.138,  4.000, 34.214, -11.356, 44.039, -49.253, -42.159,      1
36.057,  8.000, 147.488, 23.280, -85.955, -344.437, -144.050,      1
29.526, 16.000,  9.223, -0.340, -80.322, -72.665, -43.207,      1
47.724, 14.000, 397.032,  2.606, -89.206, -344.437, -222.503,      1
-12.769, -4.000, -181.179, -21.390, 14.196, -100.700, -94.628,     -1
29.041, 11.000, 243.469,  0.746,  1.221, -318.123, -233.795,      1
45.820, 20.000, 446.979,  0.000, -43.898, -327.825, -151.200,      1
 7.693,  4.000, -135.995, -7.543, -72.487, -2.386, -16.121,      1
-20.403, -4.000, 19.683, 18.498, -31.130, -3.733, -22.766,     -1
-3.815,  0.000, -158.931, -18.807,  9.644, -33.952, -45.368,     -1
16.626,  6.000, -192.456, 17.506, -14.506, 365.537, 220.479,     -1
40.283, 11.000, -87.291,  0.000, -51.030, -205.547, -72.819,      1
 4.527,  5.000, -267.881,  0.509,  8.709, -16.619, 133.454,     -1
54.743, 12.000, 196.098,  3.471, 132.102, -160.484, -127.612,      0
 7.942, -1.000, -248.161, -1.925, 107.564, 393.089, 157.168,     -1
-41.814, -12.000, 32.570,  5.671,  1.254, -11.781, -147.337,     -1
13.121, 15.000, 1157.158, -8.473, 19.592, -251.657, -247.070,      1
-0.610,  4.000, 792.020,  0.636, 158.635, 442.487, -147.357,     -1
-29.562, -9.000, -22.002, -17.308, 163.532, -16.678, -24.921,     -1
-45.323, -7.000, -16.177, -0.300, -74.407, 436.212, 126.907,     -1
-15.460, -7.000, 14.462, -20.163, -154.599,  5.859, 143.763,     -1
 1.065,  1.000, -165.123, 10.328, -26.829, -66.573, -1.512,     -1
 8.494, -2.000, 237.710, 20.142, 115.792, -23.802, 327.469,      1
-0.813,  0.000, -59.662, -6.337, 34.017, 233.384, 269.066,      1
 0.853,  6.000, -43.698,  5.567, 273.870, 32.082, 143.456,     -1
81.380, 31.000, 1049.850, 73.794, 159.829, 189.479, 325.489,      1
-7.821,  4.000, 26.347, 43.143, 153.757, 230.791, 130.784,     -1
47.493,  5.000, 295.461,  9.826, 152.737, 294.837, 533.456,      1
 1.002, -1.000, -5.471, 31.247, 51.876, -29.874, 95.915,      0
49.836, 11.000, 496.881,  3.195, -20.430, 265.317, 524.903,      1
 1.001,  4.000, -64.942, -6.744, -57.875, 155.089, 54.383,     -1
-4.001,  7.000, 118.044, 12.764, -27.081, -12.158, -252.737,     -1
16.441,  7.000, 38.180, 18.085, 81.527, -120.766, -416.236,     -1
-12.810, -5.000,  5.654, -44.238, 53.602, 113.092, -107.046,     -1
