gsize_diff_an4 ,gf_diff_an4, g_itgcurv_diff_an4, face_itgcurv_an4_left, face_area_an4_m_an5, fnnf_maxdec_r_m_l, fnnf_avgdec_r_m_l, move_left
122.912, 31.000, 696.019, 66.497, -53.798, -335.346, -119.075,      1
71.974, 24.000, 467.059, 10.375, -15.561, -633.420, -277.370,      1
 7.838,  0.000, -191.562,  2.957,  3.049, -161.823, -46.695,      1
-15.755, -4.000, 99.716,  9.097, 59.441, 110.155,  8.126,     -1
11.723,  2.000, -58.008, 15.896, 35.655, -494.870, -156.952,      1
43.464, 17.000, 20.114, -0.817, -85.974, -11.578, 33.435,      0
91.440, 34.000, 658.496,  0.169, -35.566, -678.726, -306.002,      1
 0.133,  3.000, 22.906, -33.850, -6.831, 32.001, 12.897,      1
31.478,  6.000,  8.145,  4.931, -44.685, 71.250, 330.668,      1
81.898, 24.000, -2.812, -2.763, 88.272, -58.808, -34.548,      1
-9.421, -1.000, -254.277,  5.102, -33.514, -69.109, -15.233,      0
-4.615, -4.000, -291.039, -0.161, 121.236, 54.059, 14.871,      1
-12.604, -4.000, -193.144, -45.634, 247.682, -55.196, -43.397,     -1
-9.274, -1.000, -85.112,  4.084, -48.416, -353.348, -788.394,     -1
 2.992,  1.000, 11.179, -63.606, 53.264, 3475.112, 633.423,     -1
56.696, 20.000, 742.133, -116.743, 235.299, 2846.634, 324.381,      1
-41.616, -8.000, -86.031, -33.271, 11.668, 3225.405, 513.392,      0
-16.505,  0.000, -36.212,  0.273, 31.203, 3478.728, 1313.010,     -1
 5.758, 13.000, 513.172,  7.410, 63.207, -422.238, -282.923,      1
13.824,  6.000, 215.574, -1.074, -30.130, -538.464, -311.129,     -1
68.151,  9.000, 775.275,  9.177, 120.200, 3583.738, 1745.256,      1
16.508, 21.000, 939.104, -26.150, -116.530, 3213.107, 367.234,      1
-3.387,  9.000, 303.823,  0.644, 48.428, 3403.789, 652.509,      1
-12.351, -2.000, 31.288, -10.791, -109.042, -328.091, -88.768,      1
-30.821, -5.000, -24.784, -9.761, -141.992, 3466.673, 777.644,      1
83.192, 34.000, 867.604, 283.667, 3620.398, -159.693,  9.965,     -1
-54.725, -9.000, 35.141, -8.045, -116.232, 3573.319, 743.520,      1
71.899, 24.000, 690.279, -9.112, 109.674, 3477.126, 1337.878,     -1
11.920,  5.000, -55.572, 13.477, 56.257, -2.410, -88.672,      1
 0.221,  0.000, -6.281,  0.000, -111.667, 911.113, 179.316,     -1
-14.343, -2.000, 124.419, -45.167, 148.048, -155.011, -195.062,     -1
-35.898, -9.000, 97.464, 22.306, -176.595, 120.007, 147.841,     -1
16.944,  6.000, 275.674,  0.019, -490.650, 299.610, 4023.009,      1
21.330,  9.000, 193.454,  4.995, 251.737, -7023.009, 41.107,     -1
-21.787, -10.000, 28.398, -1.481, -0.908, -342.803, -558.284,     -1
-26.922, -7.000, 102.857, 13.751, -34.643, 64.946, -204.691,     -1
-13.692, -4.000, 78.043, -1.003, -38.241, 40.340, -66.793,     -1
44.096,  9.000, 964.414,  7.524, 202.531, 1404.918, 241.357,      0
91.747, 27.000, 1771.302, -0.176, 35.320, -68.660, 80.015,      1
-37.967, -4.000, 218.133, 20.623, 111.643, -210.569,  0.730,     -1
14.210, 17.000, 513.952, -5.633, 53.668, -22.284, -25.181,      1
-4.621,  2.000, 299.120,  2.639, -209.776, 1172.355, 702.171,      1
-11.976,  3.000, 125.647, 16.052, -159.178, 1307.504, 339.197,      0
-30.987,  2.000, 115.247, 48.562, 85.845, 221.807, 164.192,      0
24.805,  9.000, 320.047,  9.118, -163.213, 131.138, 156.690,      1
-12.239, 18.000, 632.919, -21.644,  7.625, 438.386, 2604.154,      1
-37.384, -1.000, -50.804,  0.841, -32.679, -254.171,  3.328,     -1
60.240, 34.000, 932.684, -85.889, -443.575, -3723.728, -568.449,      1
44.857, 19.000, 1141.366, 53.512, 241.654, -767.624, -165.979,      0
48.947, 24.000, 755.360,  1.418, -7.708, 159.854, -25.746,      1
 1.955,  1.000, 218.383, -2.477, 117.088, 10.541,  9.631,      0
182.957, 55.000, 2576.315, 15.510, 38.677, -65.568, 207.974,      1
81.112, 37.000, 2147.129, 294.788, 198.555, -201.911, 231.858,      1
45.930, 12.000, 200.696,  7.433, 62.057, 92.974, 213.088,      1
22.860,  8.000, 192.712, 28.290, 71.533, -150.094, -84.451,      0
22.445,  9.000, 361.832, 40.730, 44.763, -117.972, -106.702,      1
 2.329,  4.000, 244.061, -0.424, -7.256, -70.871, -140.626,      1
152.695, 55.000, 1864.712,  5.248, -147.336, -599.531, -2.070,      1
64.797, 12.000, 371.241, -4.213, -327.443, -12.060, 15.957,      1
70.049, 21.000, 661.400,  3.646,  4.486, -46.331, -27.245,      1
91.988, 33.000, 1038.812,  7.224, -20.993, -627.628, -276.609,      1
63.118, 14.000, 621.074, 277.103, -23.644, -74.886, -12.655,      1
-6.125, -2.000, -165.175, 45.912, 60.354, 521.495, 302.739,      1
70.370, 13.000, 504.669, 70.624, 29.436, 344.452, 3115.447,      1
194.984, 75.000, 3979.223, 60.357, 36.004, -243.808, 1834.785,      1
21.616,  8.000, 233.973,  0.366, 42.348, -1.622, 166.752,      1
26.477, 13.000, -7.957,  0.000, -0.339, -1599.555, -517.546,     -1
19.718,  7.000, 155.855, 25.765, 34.656, 31.742, 287.617,      1
 8.720,  7.000, 19.913,  0.715, 60.750, -528.751, -137.366,      1
52.667, 15.000, 209.940, 37.442, 33.033, -740.066, 66.954,      1
-94.576, -30.000, -859.848, -5.783, 332.628, -1805.811, -556.978,     -1
-28.648, -12.000, 187.848,  0.000, -305.852, 1136.789, 969.255,     -1
-78.788, -28.000, -630.899, -13.378, 61.167, 263.044, 104.203,     -1
-56.246, -23.000, -506.018, 11.283, 202.794, 133.332, 223.644,      0
-111.881, -35.000, -736.253, -52.330, -241.497, 46.120, 246.466,     -1
-83.696, -31.000, -810.661, -71.260, 172.550, -56.315, -9.911,     -1
-5.826, -5.000, -516.975, 26.104, -5.024, 69.889, 69.409,      1
-105.170, -33.000, -623.821,  5.732,  3.615, -112.585, -68.251,      0
-113.074, -38.000, -825.217, -68.918, 553.516, -426.754, -235.145,     -1
-47.345, -5.000, -516.501,  1.115, -15.522, 77.943, -31.804,     -1
-87.432, -30.000, -520.524, -32.380, 40.279, 229.536, 100.020,     -1
-64.802, -24.000, 172.331, 132.090, 17.664, -1316.256, -411.327,     -1
-99.168, -31.000, -596.776,  6.173, -29.922, 98.789,  6.933,     -1
-59.757, -15.000,  3.626,  1.762, -221.550, -118.269, -27.896,     -1
-33.000, -7.000, -68.361, -70.803, -48.551, -328.625, -159.927,     -1
-41.443, -21.000, -521.025, -33.385, 87.957, 262.252, 214.744,     -1
-60.318, -18.000, -348.119, -3.267, -18.050, -1805.811, -518.928,     -1
-92.339, -33.000, -805.203, -138.996, 309.765,  9.171, -18.718,     -1
-81.035, -20.000, -985.929,  0.000, -102.717, -850.032, -535.105,     -1
-117.261, -36.000, -739.431, -99.591, 98.724, 133.959, 29.211,     -1
-68.268, -20.000, -540.661,  9.752, 56.200, -292.649, -131.558,     -1
-20.738, -11.000, -418.910, -45.603, 295.082, 571.334, 19.468,     -1
-80.662, -26.000, -458.853, -90.204, 11.053, 79.175, 220.265,     -1
-59.145, -25.000, -597.517, -18.922, -245.029, 65.460, 27.583,     -1
-100.328, -33.000, -707.307, -1.082, 47.265, 133.332,  7.298,     -1
-25.952,  3.000, -312.017, 52.639, 97.499, 130.788, 179.160,     -1
-63.511, -23.000, -458.458, 30.907, 911.681, -7.718, 40.218,     -1
-35.642, -8.000, 19.347,  2.702, -14.121, -318.349, -78.199,     -1
 8.244,  1.000, 115.121,  2.943, 19.177, 197.524, 461.179,      0
94.486, 27.000, 212.509,  1.382,  2.992, 15.789, 30.971,      0
 3.167,  2.000, -38.956, 11.285, 42.245, -178.026, -16.179,     -1
-29.547, -20.000, -384.939,  1.507, -50.152, -57.970, -192.495,     -1
-88.233, -36.000, -720.633, -30.614, 650.469, 280.957, 13.716,     -1
-57.652, -29.000, -519.004, -5.497, 276.382, 14.522, -160.493,      1
-32.725, -19.000, -106.510, -21.904, 426.307, 909.384, 246.472,     -1
-94.008, -37.000, -710.876, -29.873, -9.870, 394.959, 141.429,      1
-77.790, -33.000, -581.575, 46.572, 44.728, 346.361, -6.925,     -1
-73.172, -33.000, -852.329,  3.439, -295.686, 521.469, 44.697,      0
-38.805, -20.000, -386.807,  1.535, -116.294, 809.415, 65.257,     -1
-46.788, -23.000, -1141.603, -301.883, -593.012, 942.230, 118.328,     -1
-99.245, -36.000, -765.829,  0.000, -11.042, 974.471, 19.565,      1
-97.897, -39.000, -765.422, -19.305, -10.696, 617.907, 104.642,      0
-92.899, -38.000, -1113.070, -30.321, -174.355, 578.612, 428.101,     -1
-80.759, -34.000, -830.994,  0.000,  1.424, 974.471, 91.285,     -1
-39.334, -28.000, -469.615, -14.198, -282.122, 463.875, 11.932,      0
-101.701, -42.000, -703.172, -1.443, -14.039, 409.874, 304.346,     -1
-97.114, -34.000, -688.300, -4.966, -22.562, 628.146, 167.063,     -1
-71.093, -33.000, -893.028, -15.404, 211.121, 514.259, 103.140,     -1
-52.859, -21.000, -352.822, 19.233, -296.272, -152.178, 102.280,      1
-85.979, -33.000, -634.715,  7.246, 98.663, 153.171, -133.249,      1
-78.318, -33.000, -962.721, -288.010, 659.610, 72.981, -69.987,      0
-91.236, -38.000, -625.483, 66.123, 241.687, 751.264, 190.687,     -1
-91.822, -37.000, -740.417,  4.128, 42.271, -4.691, -97.958,     -1
-28.690,  6.000, -1024.896, -7.277, 79.830, 1077.833, 54.188,      1
-79.426, -10.000, -849.780, -74.022, -43.011, 1321.160, -1397.251,      0
17.924,  2.000, -127.231, -3.577,  9.264, -194.482, -139.424,     -1
18.641,  2.000, -2.964,  5.380, -3.554, -312.201, -212.707,      0
75.913, 19.000, 493.989,  6.466, -83.090, -22.213, 198.855,      1
-4.930,  4.000, -27.384, -10.706, 49.533, -79.220, -180.051,     -1
-21.693, -7.000, -55.925, -1.838, 75.783, 264.323, -12.402,      0
-60.307, -15.000, -135.574, -2.806,  1.701, 204.347, -85.429,      0
24.389, 12.000, -24.991, -20.143, 38.266,  5.905, 25.475,      1
-25.541, -8.000, -14.531,  6.105, -97.588, 70.281, 56.567,     -1
-18.486, -11.000, -229.661, -56.257, 14.096, 123.147, 137.157,     -1
 7.518,  3.000, 143.545, -2.341, 31.648, 75.999, 128.624,      1
-157.856, -52.000, -708.665, -27.980,  4.660, -352.120, -1399.296,     -1
-123.049, -44.000, -718.821, 16.037, -181.695, 37.861, -734.205,      0
-97.474, -35.000, -960.185, -2.401, 327.144, 2199.626, -1187.541,     -1
-154.549, -49.000, -722.469, -0.221, -169.309, 71.570, 21.488,     -1
-100.231, -38.000, -690.442,  1.638, 150.937, -123.675, -278.196,     -1
-133.825, -47.000, -897.490, -7.412, -92.588, -22.213, -729.146,      1
-129.467, -46.000, -411.170, 43.990, 81.717, 146.874, -796.614,     -1
-75.711, -35.000, -239.114, -10.949, -69.390, 51.212, -569.803,      1
-157.746, -49.000, -680.351,  3.973, -54.982, 89.579, -223.687,      0
-142.234, -49.000, -1001.815, -0.578,  1.688, -400.668, -284.249,     -1
-114.132, -47.000, -730.116, -21.569, -625.827, 2223.912, 547.867,     -1
-129.710, -45.000, -810.906, -0.522, 99.167, -128.864, -140.635,     -1
-96.092, -41.000, -1287.232, -13.567, -252.148, 1587.575, 116.420,     -1
-96.381, -30.000, -634.910, -2.015, -55.980, -32.200, -137.355,     -1
-96.955, -34.000, -506.882, -16.614, -313.458, -44.639, -771.278,     -1
-153.052, -51.000, -765.777, -21.209, 204.671, -104.991, -199.419,     -1
-124.161, -46.000, -679.732, -21.195, 28.110, 99.755, -206.841,     -1
-79.740, -39.000, -821.413, -51.626, -949.351, 1431.116, 121.591,     -1
-101.556, -31.000, -474.833, -6.522, -380.273, -850.213, -719.709,     -1
-104.262, -36.000, -278.710, 47.627, 122.058, -348.590, -988.784,     -1
-133.754, -45.000, -836.481, -5.878, 331.887, 2247.036,  7.933,     -1
-87.856, -37.000, -835.018, 21.552, -836.729, 281.885, -31.109,     -1
-103.502, -41.000, -857.604,  2.742, -188.993, -424.404, -444.784,     -1
-116.442, -45.000, -1357.753, -1.478, 16.970, -424.404, -812.109,     -1
-3.803, -2.000, -10.749, -24.855, -32.363, 315.942, 226.225,      1
41.013, 26.000, 342.864, 61.264, 334.534, 227.782, 161.091,      1
48.635, 18.000, 281.193, 28.475, -165.141, -721.795, -139.124,      1
40.928, 20.000, 256.112, -8.602, 91.477, -555.850, -63.351,      1
39.090,  8.000, 135.970, -2.483, -67.735, -133.662, -83.493,      1
40.374, 16.000, 21.283, 29.525, -101.974, -111.045,  9.376,      1
10.225,  2.000, -112.162, -16.235, -61.294, -8.593, -53.988,      1
82.872, 27.000, 637.861,  6.478, -23.203, -133.662, -196.588,      1
27.372,  8.000, -319.659, -1.741, -30.752, -168.956, 94.572,      1
28.763,  6.000, -200.175, -44.256, 133.123, -1422.568, -516.201,     -1
46.723, 13.000, -259.918, -128.600, -2.868, -155.296,  8.840,      0
49.728,  7.000, -165.022, -3.006, -59.812, -126.338, 115.470,      1
183.322, 64.000, 2141.040, 42.967, -15.681, -1338.421, -150.233,      1
-39.473, -12.000, 41.865,  0.000, -84.690, 651.441, 414.904,     -1
 1.391, -2.000, 119.484,  8.419, 302.079, -2343.266, -697.694,     -1
19.351,  5.000, 59.741, 37.006, -185.360, 13.660, -161.553,      1
18.806,  2.000, -15.246, 28.060,  9.051, 481.328, 288.064,      1
32.956, 10.000, -17.888,  7.163, -53.148, 628.070, 298.956,      1
155.350, 38.000, 1756.661, 46.242, 30.449, -2103.664, -214.257,      0
131.425, 39.000, 1021.758, 36.525, 40.219, -6268.078, -1075.317,     -1
111.949, 31.000, 624.408,  2.357, 55.413, -3995.221, -352.150,      1
-35.824, -5.000, -209.038, -4.889, -251.296, 31.700, 327.696,     -1
84.236, 12.000, 91.491, 15.445, -57.514, -341.733, -118.906,      1
18.955,  1.000, 10.018, 35.016, -65.827, -109.846, 100.321,      1
14.904,  1.000,  0.915, 16.040, -0.296, 165.848, 297.012,      1
-5.461, -1.000, -35.603,  0.000, -105.516, 64.921, -74.651,     -1
-29.533, -4.000, -31.410, -0.452, 80.385, 229.363, -19.298,      0
98.420, 45.000, 1231.370, -6.148, 253.424, 431.122, 371.941,      1
62.605, 10.000, 545.066, 10.663, -144.385, 64.921, 58.664,      1
66.985, 18.000, 591.112, 19.848, 142.597, 126.105, 1042.292,      1
11.861,  4.000, 121.017, 26.196, 313.089, -40.186, 161.011,     -1
-38.849, -8.000,  5.610,  7.781, -11.277, 115.270, 22.105,     -1
-51.697, -7.000, 161.034, -20.526, 434.022, -83.111, -168.682,     -1
-3.241,  0.000, 241.722,  0.305, 27.584, 113.873, -30.591,     -1
 9.065,  3.000, -7.463, -8.036, 89.521, 82.039, 74.699,      1
17.341,  7.000, 110.094, 26.502, 101.117, -6.580, 52.536,      0
 8.144,  2.000, 67.092,  7.436, 109.080, -150.761, -46.550,      0
 9.422,  0.000,  2.347,  8.721, 63.380, -72.689, -0.408,      1
14.583,  8.000, 109.293,  1.995, 35.085, 122.666, 50.366,      1
73.332, 34.000, 1193.860, 35.614,  6.886, 37.233, 74.045,      1
36.959, 23.000, 467.155, -3.059, 10.565, -131.202, 25.635,      1
-57.845, -4.000, 17.244,  0.003,  8.313, -265.138, -374.800,     -1
-55.581, -4.000, -206.886,  0.968, -60.968, -82.196, -349.396,     -1
-20.910, -4.000,  7.466, -84.184, 396.463, 355.289, 41.207,      1
42.658, 17.000, 456.987, -1.956, -526.862, -909.024, 767.944,      1
39.516, 11.000, 525.170,  1.480, -46.012, 834.279, 127.765,      1
-19.616,  2.000, -29.811, -10.543, 18.793, -217.683, -163.637,     -1
-43.330, -6.000, -104.312, -3.210, -132.155, 553.253, 158.184,     -1
-40.913, -5.000, -85.079,  5.485, -54.331, 198.970, -112.729,     -1
 3.645,  3.000, -192.764, -0.854, 207.670, -418.321, -494.187,     -1
-20.427,  0.000, -188.570, -130.601, 117.752, -286.689, -305.353,     -1
-29.744, -4.000, -151.550, -2.579, -28.695, 132.203, 100.462,     -1
55.803, 13.000, 684.034, -4.215, 36.040, 142.792, -186.260,      0
17.383,  1.000, 193.033,  4.073, 105.179, 124.602, 235.524,      0
35.422,  7.000, -364.084, 23.323, -215.745, 136.197, 53.547,      1
18.868, 10.000, 419.473, -4.958, -157.444, -635.237, -582.727,     -1
34.560, 14.000, 416.266,  3.663, -0.506, 474.975, 306.622,     -1
77.850, 25.000, 677.909, 29.179, 261.957, -157.724, -64.544,     -1
88.710, 34.000, 970.295, 210.080, -404.458, -157.535, 131.749,      1
51.774,  9.000, 101.735, -47.644, -42.223, -0.946, 370.911,     -1
125.197, 79.000, 1191.889, -6.167, -214.012, -5058.632, -1273.241,      1
 6.925,  3.000, 150.662, -11.907, 51.785, 130.517, -39.804,      0
-13.777, -6.000, -28.290, -30.076, 27.840, 78.740, -93.326,     -1
50.176,  9.000, 217.455, 37.586, -79.752, 105.192,  9.751,      1
36.149,  7.000, -402.273,  0.000,  0.336, -463.703, -134.153,      0
 5.382,  2.000, -24.866, -3.104, 184.450, 274.549, -65.939,     -1
-4.715, -2.000, -215.321, -26.564, -61.657, 243.704, 26.936,     -1
 1.764, -2.000, -15.940,  8.364, 145.374, -1847.762, -683.411,     -1
27.367,  0.000, 149.716,  2.033, 130.085, -997.639, -134.599,     -1
129.584, 49.000, 1694.763, -1.399, -5.735, 690.182, 497.450,      1
 1.255,  0.000, 143.339, -10.512, -62.035, 305.602, 79.728,     -1
 9.473, -2.000,  8.854, -12.430, -116.142, 309.721, 82.361,      1
 2.474,  1.000, 244.653,  6.883, -28.900, 44.142, 217.988,      1
-17.357, -6.000, 155.968, -21.080,  5.240, 105.249, 50.394,     -1
57.185, 30.000, 391.489, 14.179, -80.758, -865.786, 50.098,      1
25.886,  2.000, 370.662, 37.537, -17.719, -1847.762, -285.402,     -1
-20.340, -4.000, -2.662, -11.141, 49.164, 272.320, 313.212,     -1
 2.981,  2.000, 71.302, 11.452, 470.015, -1158.153, -238.167,      1
87.610, 74.000, 986.413, -41.863, -855.679, -2685.226, -18.084,     -1
-54.219, -9.000, -428.342, -41.891, -0.251, 130.365, 63.373,     -1
-2.089, -2.000, -333.105, -22.823, -139.763, -73.818, 202.822,      1
-48.108, -12.000, -424.263, -130.446, -1.854, 267.746, 824.344,      1
25.826, 18.000, 602.205, -32.095,  7.338, -1556.735, -158.459,      1
43.866, 18.000, 608.670,  2.810, -162.828, -59.505, 236.448,      1
-27.338, -8.000, -437.772, -0.394,  3.301, -398.163, -211.434,     -1
-48.154, -10.000, -331.513,  3.199, 109.991, -150.469, -389.754,     -1
-21.496, -4.000, 170.837, 20.613, 71.513, 917.304, 53.434,      0
-26.680, -8.000, -463.222, -76.553, 235.039, -48.930, -152.565,     -1
19.847,  8.000, 251.241,  0.000, -66.609, 1040.603, 883.653,      1
-31.495, -8.000, -325.373, -10.463, 53.968, -1556.735, -364.834,     -1
51.311, 23.000, 410.098, 24.971, 78.274, 1082.990, -160.166,     -1
 4.250,  0.000, -353.060,  0.882, -1.425, 1079.575, 976.509,      0
-6.163, -1.000, 110.601, 20.204, 29.298, 556.893, 141.941,     -1
12.314,  1.000,  6.137, 36.697, 1279.826, -1249.577, -548.768,     -1
23.278,  6.000, 197.252,  0.253, -322.749, -48.025, -48.025,     -1
72.673, 21.000, 322.298,  3.656, -66.376, 939.404, 337.986,      0
42.710,  8.000, 192.880,  0.000, -21.733, -38.923,  2.471,     -1
16.157,  6.000, 191.241, 52.656, -18.344, -60.772, -44.487,     -1
13.595,  6.000,  2.871,  0.521, -26.030, -10.830,  4.164,      0
52.286, 15.000, 243.366, 52.980, -45.920, -60.772, 130.020,      0
60.088,  7.000, 318.917,  9.730, 22.199, 16.180, 134.232,     -1
11.663,  1.000, 64.029, -2.790, 14.388, 28.671, 340.689,      1
-28.321, -10.000, 199.143,  6.861, -67.094, 281.778, -261.624,     -1
11.732,  2.000, 436.366,  6.867, -29.950, 425.237, 60.260,     -1
-23.536, -11.000, 59.544,  0.516,  0.569, -146.130, -237.614,     -1
99.340, 37.000, 456.862, -16.803, -116.961, -305.918, 156.472,      1
57.618, 21.000, 66.761,  0.440, -89.838, -617.086, -113.897,     -1
194.943, 67.000, 2320.489, -0.834, -101.849, -678.942, 154.073,      1
57.849,  7.000, 164.108, -1.930, -36.823, -275.434, -50.040,      1
-17.631, -3.000, 116.215, 18.656, 56.226, 391.729, 184.606,      1
59.247, 14.000, 560.981,  2.319, 132.288, 344.709, 242.024,      1
52.481,  8.000, 433.088,  1.736, 316.919, -108.922, 90.849,      1
62.470, 10.000, 484.208, 43.461, 300.644, 222.810, 404.449,      1
10.563,  1.000, -70.818, 13.924, 171.259, 392.877, 301.229,      1
111.856, 31.000, 760.195, -3.893, 34.763, 391.729, 389.148,      1
 7.009,  2.000, -95.576,  2.197, 65.616, -51.084, -81.870,      1
161.720, 57.000, 1596.598,  2.911, 72.659, 72.648, 234.214,      1
 2.279,  1.000, -45.465, -2.117,  8.193, -80.723,  4.447,      1
89.528, 12.000, 297.787, -2.952, 61.072, -496.272, -165.721,      1
16.009,  7.000, -155.761,  1.926, -13.709, -496.272, -302.171,      1
-76.364, -18.000, -293.912, -15.166, -274.265, 1066.826, 446.457,     -1
-33.023, -3.000, 62.121,  4.513, 158.366, 15.524, -382.415,     -1
-39.203, -8.000, -429.262, -1.455, 54.846, 49.048, -22.241,     -1
-90.777, -20.000, -114.363,  1.061, 12.447, 39.405, -16.733,      0
-92.644, -24.000, -219.933, -6.342,  6.881, 1075.168, 207.398,     -1
-30.225, -7.000, 281.060, -19.827, -122.255, 463.989, 384.786,     -1
106.616, 15.000, 840.206, -3.748, 77.701, -377.864, -360.583,      1
89.712, 13.000, 378.301, 147.827, 139.207, -316.778, 13.939,      1
13.510,  1.000, -244.346, -5.152, 51.178, -377.864, -263.459,     -1
45.562,  9.000, 153.677, 123.172, 97.922, 27.354, 85.150,      1
-9.805, -1.000, -86.855, 16.105, -21.986, 46.217, 119.786,     -1
22.011, 15.000, 276.868, 16.092, 19.622, -23.581,  3.938,      1
-56.025, -14.000, -464.801,  8.483, 50.156, -89.064, -97.762,      0
-28.207, -7.000, -133.839, 13.319, -94.975, -2170.547, -303.631,      1
71.477, 12.000, 439.235, 24.412, 922.746, -63.841, 234.895,      1
-30.979, -8.000, -43.343, -6.145, -33.959, -346.698, -97.388,      1
-66.748, -15.000, -165.519, -10.057, 26.009, -38.979, 219.359,      1
-24.558,  1.000, -54.816, -1.294, 24.804, -6704.240, -1379.323,      0
-34.797, -3.000,  6.594, -1.768, -20.419, -47.649,  2.843,     -1
-38.436, -10.000, -120.814, -24.951, -34.519, -56.310, -50.873,      0
-21.512, -7.000, -128.960, 40.536,  4.595, 84.076, 115.466,      1
-57.823, -16.000, -262.009, -1.554, -130.249, -266.165, 392.356,     -1
-40.285, -6.000, -206.142, -8.614, 11.010, 883.621, 144.779,      1
29.388, 11.000, -3.429,  3.971, -226.207, -53.751, -48.937,      1
-24.506, -13.000, -179.967,  6.816, -52.665, 86.013, -49.224,     -1
-18.671, -10.000, -257.337, -1.967, -20.423, -25.941, -6.245,     -1
-13.257, -5.000, -178.646, -1.914, -163.975, 159.383, 50.030,     -1
-9.899, -6.000, 196.259, -29.431, 111.138, -220.252, -173.329,      1
-16.830, -11.000, -282.519, -8.622, 33.433, -93.572, -170.524,     -1
-14.494, -4.000, -212.925,  0.421, 44.342, -66.555, -43.458,     -1
49.842, 18.000, 265.947, 64.190, -208.515, -135.823, -24.759,      1
11.549,  0.000, -172.643, -32.634, 121.270, -113.022, -144.529,      1
-24.311, -10.000, -205.430, -7.244, -25.215, 99.425,  4.815,     -1
-17.480, -12.000, -182.147,  3.813, -111.076, 58.782, 13.044,      1
13.286, 13.000, 216.129, -2.778, -35.827, -332.009, -65.083,      1
53.609, 15.000, 597.104, -15.952, 458.895, 434.914, 1082.718,      1
42.000, 18.000, 206.776, 24.203, 687.180, 900.957, 474.240,      1
21.678,  4.000, 53.413,  8.480, 996.080, -1594.466, -587.455,      1
36.825, 17.000, 366.852,  5.456, 188.322, -747.492, 174.305,      1
179.326, 64.000, 2460.503, 96.731, 749.036, -1347.422, 546.497,      1
-53.894, -24.000, -176.538, 18.325, 35.258, 40.520, -18.272,     -1
-43.996, -18.000, -255.060, -5.480, 15.889, 136.642, 31.052,     -1
-39.287, -17.000, 199.687, -3.904, 197.823, 70.060, -48.473,     -1
-35.719, -14.000, -137.503, -17.464, 169.270, 310.668, 118.136,      0
-36.634, -9.000, -173.653, -52.969, 80.081, -77.243, 108.558,     -1
-46.218, -22.000, -279.091, -52.530, 39.212, -40.342, -83.137,     -1
-41.772, -24.000, -175.312, 95.686, -75.534, 327.414, 229.143,      0
40.196, 11.000, 297.322, -6.033, 223.868, 163.564, 350.593,      1
24.600,  7.000, 225.267, -2.386, 226.615, -107.962, -72.674,      1
-43.882, -15.000, -209.496,  0.000, -41.822, -8.405, -2.603,     -1
-1.526, -5.000, -92.779, -19.783, 316.142, 144.893, 87.741,      1
49.285, -3.000, 1003.126,  2.564, -10.437, 43.070, 142.278,      1
-17.839, -11.000, -169.215, -5.133, 96.603, 194.872, -18.127,     -1
-14.033, -12.000, -750.961, -22.648, 181.199, -71.889, 158.189,      0
-49.251, -24.000, -182.427, -5.326, 233.306, -86.682, -58.905,      0
-34.924, -20.000, -273.145, -30.727, 140.043, -108.606, -236.880,      0
-20.527, -15.000, -352.213,  5.111, -302.795, -170.000, 154.793,      0
-46.867, -23.000, -178.718, -37.976, -41.597, 100.473, 74.003,     -1
-36.672, -21.000, -64.278, 12.042, 54.520, 199.913, -48.691,     -1
135.799, 41.000, 2160.948,  0.000, -371.369, -108.606, 128.247,      1
20.950,  7.000, 295.486, 91.345, -488.129, -392.417, 402.430,      1
-47.187, -10.000, -45.306,  3.577, -0.259, 198.951, 107.491,     -1
18.003,  9.000, 452.806, -3.709, 134.726, 80.116, 189.373,      1
 4.692, -3.000, 110.030,  6.691, -5.762, -17.124,  9.236,      0
-31.685, -3.000, -203.433, -24.863, -235.709, 200.679, 633.131,      1
 8.230, 14.000, 239.090,  9.830, 205.061, -63.794, 43.284,      1
19.495, -1.000, 95.023, 38.532, 159.308, 121.247, 163.251,      1
-31.324, -10.000, 124.076,  0.258, -436.530, 122.875, 239.351,     -1
-40.128, -8.000, -109.922,  7.764, -20.284, -205.950, -2.295,     -1
-39.390, -13.000, -91.259, -35.760, 136.002, -32.295, -59.414,     -1
34.987, 23.000, 304.030,  6.789, 21.274, 165.282, -77.601,      1
-32.848,  0.000, 19.299, -5.367, 40.464, 644.529, -260.636,      1
-14.047, -5.000, -258.709, -9.444, 15.502, -120.699, -238.726,      0
-10.301,  1.000, 221.114,  0.299, -25.044, 85.407, 338.033,      1
-57.992, -12.000, -53.459, -3.879, 30.597, 184.482, 163.287,      1
-65.548, -15.000, -491.034, -0.354, 30.409, -15.280, -42.843,     -1
-41.877, -11.000, -263.429, -7.651, -16.759,  3.064, 37.780,     -1
-3.987,  9.000, 603.342, -0.170, -204.475, -54.748, 58.093,     -1
-42.701, -7.000, -136.613, -5.801, 216.130, -112.423, -277.816,      1
-61.829, -12.000, -287.607, -45.890, 126.106, 2440.971, 278.637,     -1
-128.553, -27.000, -381.672, -6.573, 53.928, 297.459, 98.304,     -1
-55.368, -10.000, -240.531, -11.581, 182.649, 281.929, 113.882,     -1
-101.803, -27.000, -306.272, 79.274, 95.035, -410.581, -80.996,     -1
