move_left ,gV_diff_an4, gF_diff_an4 ,gFnnF_diff_an4, gMs_diff_an4, fMs_an4_left, FnnF_A_maxdec, FnnF_A_avgdec, FnnF_fMs_maxdec, FnnF_fMs_avgdec
     0, -27.854, -6.000, -9.597, -222.274, -6.471, -11.363, 356.712, 210.075, 90.410 
    -1, 13.988,  3.000,  4.271, 196.913, 47.510, 144.024, -46.159, 496.537, 314.299 
     1, 48.516, 23.000, 23.458, 1110.506, 274.387, 727.775,  0.237, 904.219, 124.353 
    -1, 15.222,  7.000, 11.478, 195.762, 25.191, -48.269, 149.793, -8.212, -39.769 
     1,  9.068,  2.000,  6.869, -142.790,  2.831, 251.838, 12.475, -381.919, -57.200 
     1, -5.377, -3.000, -0.306, -148.270, -16.582, 810.185, 266.841, 80.549, 94.484 
     1, 174.018, 50.000, 59.874, 2185.010,  9.143, 1113.277, 934.631, -768.655, -154.585 
     1, 55.344, 22.000, 30.966, 503.139, 29.678, 16.465, 40.766, -28.865, -13.476 
     1, 29.665,  7.000, 13.057, -57.592,  1.498, 801.355, 184.057, -350.694, -65.515 
     1, 10.204, 10.000, 17.492, -25.745, -3.278, 523.210, 191.430, -350.694, -114.103 
     1, 43.258, 15.000, 20.472, 132.862,  2.093, -11.864, 185.608, -857.512, -156.835 
     1, 52.702, 21.000, 27.583, 590.848,  1.040, 523.210, 116.793, -381.919, -134.137 
     1, -21.910, -5.000, -11.429, -18.221,  4.127, 360.480, 203.947, -498.666, -252.302 
    -1, -24.188, -5.000, -9.206, -136.506, -1.353, 117.170, 14.304, 552.570, 41.805 
    -1, -12.845,  0.000, -3.786, -57.856, -4.384,  6.252, -22.755, 166.217, 64.004 
    -1, -36.559, -8.000, -10.762, -132.369, -98.922, 269.692, 169.154, 144.637, -92.365 
     0, 60.881, 15.000, 20.100, 272.689, -1.865, -42.684, -46.615, 61.027, 46.568 
     0, 59.184, 16.000, 24.219, -15.287,  7.283, -42.684, 10.080, 49.718, 64.087 
    -1, 130.296, 41.000, 48.861, 721.151, 47.100, 22.366, -25.173, -25.132, -20.951 
     0, 20.143,  3.000,  5.222, 809.007, 24.466, -367.778, 301.997, -917.951, -274.900 
     1, -69.567, -15.000, -18.864, -167.677,  0.000, 350.765, 231.551, -92.285, -10.471 
     1, -76.553, -15.000, -18.989, -65.001,  0.765, 347.511, 32.671, 35.253, -11.678 
     1, 30.001, 27.000, 31.501, 1060.202, 73.849, 73.844, -12.457, -917.951, -17.025 
     1, -14.673, -2.000, -0.358, 100.885, -14.367, 79.345, 35.742, -92.285, -36.313 
     0, -36.366, -9.000, -17.025, 44.968, -6.682, 186.663, 16.811, -178.586, -74.448 
    -1, -59.873, -11.000, -14.489, 161.577, -0.787, 62.104, 54.159, -32.026, 309.977 
     0, -74.489, -16.000, -19.882, -44.702,  2.005, 412.315, 132.901, -7.824, -67.089 
     0, -38.189, -5.000, -4.795, 199.703, -21.905, -349.383, -138.079, -28.875, -49.975 
    -1, -5.731, 10.000, 12.231, 217.822, 35.947, 34.323, 294.061, 93.393, 77.605 
     0, -74.979, -17.000, -24.572, -34.676, -18.162, 283.692, 67.931, -203.412, -163.325 
     1, 24.164, 18.000, 20.700, 762.775, -7.642, -556.937, -116.578, -194.712, -118.082 
    -1, -32.393,  0.000, -0.435, -271.147, -23.093, -556.937, -197.790, -217.637, -81.942 
     0, 31.653, 19.000, 19.428, 750.540, -2.345, -283.959, 14.445, -92.887, -39.031 
     0, -31.585, -5.000, -9.239, 48.489,  6.455, 317.440, 106.682, 36.660, 73.964 
     0, -68.757, -13.000, -15.239, -96.893, -4.955, 126.925, -28.372, 36.660, 204.716 
     0, -71.755, -14.000, -13.961, -94.650, -6.044, 347.851, 127.245, -44.203, -90.681 
     0, 18.404,  0.000,  0.913, 553.903, 49.125, -169.348, -19.017, 56.172, 190.184 
     1, -50.362, -17.000, -21.739, -47.117, -5.208, 247.281, 208.323, 104.822, 44.125 
    -1, -36.052, -1.000, -3.189, -47.960, 40.430, 36.292, -27.041, -39.928, -25.786 
    -1, -30.760, -4.000, -8.417, -100.484, -21.495, 207.811, -39.147, 168.272, -24.706 
    -1,  5.554, -1.000, -2.482, -42.327, -22.777, -101.203, -234.230, -23.116, -107.938 
    -1, 38.415, 13.000, 15.994, 75.501,  8.079, 124.580, -226.315, -42.138, -144.346 
    -1, 22.127, 10.000, 15.202, 38.292, -59.868, 24.169, -1225.201, 65.173,  2.095 
     0, 161.310, 41.000, 61.182, 1674.876, 21.374, 1066.933, 1151.253, 191.652, 157.980 
     1, 74.610, 15.000, 30.500, 489.578,  0.251, 119.268, 593.100, 191.652, 131.198 
     1, 117.908, 34.000, 50.622, 545.621, 11.106, 119.268, 677.420, 70.744, 97.526 
    -1, -24.552,  1.000, -1.491, -269.350, -4.379, 670.841, -63.041, 58.614, 17.024 
    -1, -70.037, -22.000, -31.019, -379.182, -1.762, -148.427, -148.427, -130.738, -130.738 
    -1, -69.343, -19.000, -19.841, -434.485, -2.160, 741.900, 170.580, -59.976, -6.893 
     1, -43.784, -6.000, -10.219, -130.602, 91.791, 620.563, 178.941, 237.553, 117.368 
     0, -64.049, -16.000, -18.369, -262.678, -35.114, 635.003, 121.277, 27.262, 21.367 
     0, -62.641, -20.000, -33.769, -261.405,  3.819, 459.035, -167.400, 189.350, 37.118 
     1, -1.781, -3.000, -2.500, -23.264, -25.053, 102.210,  1.324, -178.073, 30.732 
     1, 45.149,  8.000, 10.902, 312.270, 28.100, -404.483, -13.148, -95.245, 25.840 
     1, 69.119,  7.000,  8.354, 129.561, 21.402, -216.123, 16.926, 56.432, 93.781 
     1, -1.103, -2.000, -1.476, 36.291,  0.000, 14.641,  3.380, 37.250, -22.884 
     1, 107.923, 27.000, 27.389, 777.934, -0.469, -359.226, -65.706, -178.073, -112.011 
     0,  6.556, -1.000,  0.667, 368.966, -13.893, 99.659, 256.423, -456.597, -146.001 
     1,  4.961,  2.000,  3.212, -363.139, -5.903, -69.630, 175.067, -456.597, -88.163 
     1, 27.356,  8.000,  8.667, 179.191, 100.767, 35.036,  5.660, -57.301, -1.443 
     1, 20.239,  5.000,  4.667, 155.608,  0.000, -16.660, 32.739, -166.322, -34.302 
     1, 37.414, 15.000, 22.074, 584.059,  4.520, -29.519, -17.707, -225.308, -228.551 
    -1, -33.699, -7.000, -8.600, 15.586,  5.745, 138.634, 81.609, -1197.363, -461.704 
     1, 59.536, 24.000, 32.472, 980.367, 13.955, -205.017, -129.455, 98.226, 31.260 
    -1, -5.467,  4.000,  6.438, 69.676, -4.155, 19.451, 18.259, -552.937, -193.725 
    -1,  1.137,  7.000,  8.842, 291.674,  0.000, 134.074, 79.241, 176.786, -58.266 
     1, 13.987,  2.000,  4.857, -195.313, 15.279, -1106.671, -197.207, -97.384, -240.172 
     1, 32.158, 10.000, 11.500, 284.484, 27.107, -604.501, 18.801, -60.289, -85.886 
     1, -2.299,  6.000, 10.056, 140.006, 12.408, -320.095, -115.788, -636.004, -247.954 
     1, 52.351, 27.000, 33.179, 719.252, 36.950, 41.103, -44.220, -978.186, -191.668 
    -1, -23.356, -1.000,  1.273, -12.264, -19.459, 94.237, 74.831, 129.820,  5.118 
     1, 40.266, 25.000, 30.108, 418.693, -11.386, -8265.528, -1040.490, -451.230, -230.309 
     1, 21.803,  0.000,  4.000, -20.482, -0.287,  3.449, 50.516, 83.686, 41.832 
     1,  2.997,  1.000, -2.114, -139.122, -1.516, 24.724, 45.176, 93.809, 149.125 
    -1, 29.799, 12.000, 10.549, 295.603, 15.267, -46.597, 64.940, 155.632, 66.884 
     0, 55.867, 14.000, 13.796, -563.759, -165.192, 122.584, 59.902, 235.456, 180.801 
     0, -2.636,  0.000, -3.455, 75.301, 72.171, 62.261, -16.107, 322.476, 136.288 
    -1,  4.926,  1.000, -2.280, -119.459, -1.357, 205.312, 197.855, 155.632, 62.526 
     1, 94.836, 21.000, 21.574, 106.245, 13.282, 94.077, 194.261, 409.889, 311.648 
     1, 31.037,  6.000,  5.460, -221.206,  1.683,  0.291, 123.737, 235.456, 92.540 
     1, 44.007, 13.000,  9.386, 137.663, 51.205, 118.079, 134.803, 129.798, 197.052 
     1, -16.481, -4.000, -6.506, -194.511, -20.722, 212.256, 110.111, 322.476, 132.863 
     1, 61.882,  9.000,  6.386, 483.449, 16.881, -78.412, 63.235, 430.198, 193.798 
    -1, -21.119, -4.000, -4.810, -447.858, -11.835, 244.265, 64.077, -1077.714, -258.955 
     1, 14.947, 14.000, 20.365, -26.124, 21.373, -115.949, -224.136, 695.066, 190.668 
     1, 95.777, 40.000, 48.868, 1328.311, 66.341, -656.560, 12.370, 742.400, 182.355 
     1, 28.398, 11.000, 17.954, 492.901, 28.090, -175.614, -4.887,  6.893, 78.788 
     0, -28.046, -9.000, -4.222, -337.111, -5.178, -131.581, -200.740, 796.699, 173.628 
    -1, -5.150,  0.000,  4.056, 209.812, -21.680, -327.190, -315.436, -95.060, 78.022 
    -1, -29.499, -8.000, -1.267, -480.132, -196.161, 46.118, -9.011, 168.398, 61.424 
    -1, -38.120, -6.000, -0.917, -459.314,  3.670,  2.814, -78.041, -95.060, 109.713 
     1,  2.557,  4.000,  4.515, 69.258, -35.994, -144.913, -173.963, -159.128, -47.293 
    -1, -12.644,  0.000,  4.833, -234.939,  3.829, -126.506, -52.494, 785.131, 420.391 
     1,  0.431, -3.000, -3.267, -275.837, -9.941, 151.047, 10.913, -513.874, -61.409 
    -1, -24.983, -7.000, -4.121, -531.112, -80.624, -115.949, -111.602, 881.286, 436.379 
     1, 134.025, 54.000, 61.542, 2030.212, -60.495, 61.843, 219.563, -1191.172, -339.688 
     0, -13.896, -1.000,  5.392, -340.321,  9.885, 254.531, 185.870, 199.463, 81.177 
     1, -11.803, -7.000, -12.250, -156.709, -26.760, -53.252, -44.253, -367.992, -287.145 
     1, 58.577,  8.000, 10.708, -307.562, 32.719, 392.704, 682.506, -216.778, -41.801 
     1, -14.082, -7.000, -10.028, -274.994, -61.484, 114.607, 82.103, -59.979, -51.050 
     0, 39.439,  9.000, 11.950, 12.557, -0.507, 336.360, 154.843, 18.035, 155.668 
     1, 75.981, 27.000, 31.285, 788.023,  0.483, 201.530, 613.000, 29.413, -258.748 
     1, 117.912, 45.000, 46.865, 951.923, -2.167, 220.003, 437.192, 55.402,  5.451 
     1, 86.477, 18.000, 18.603, 314.454, 36.055, 440.762, 895.633, 275.157, -140.491 
    -1, 31.353,  4.000,  3.300, -155.584, -1.702, -55.144, -7.402, 336.240, -35.849 
     1, -38.118, -10.000, -12.583, -254.221, -4.451, 384.462, 46.094, 163.110, 36.834 
     0, -17.219, -6.000, -8.150, -254.912, -16.266, 181.805, 21.133, 69.141, -138.147 
     1, -14.969, -4.000, -7.250, -242.240, -7.430, 392.301, 195.876, -31.240, 47.625 
    -1, -35.540, -9.000, -8.393, -263.777,  4.135, 62.272, -29.556, 391.329, 82.089 
    -1, -32.320, -7.000, -10.952, -209.200, -92.251, 302.521, 52.689, -1047.662, -129.494 
     1,  3.378,  0.000,  6.381, 20.437, 31.499, -485.522, -118.877, 404.813, 84.163 
    -1, 17.197,  8.000, 11.811, 731.559, 66.929, -57.386, 50.324, -1080.806, -19.648 
     0, -55.068, -12.000, -21.810, -100.143,  0.000, 198.799, 164.523, 129.711, 140.881 
     1,  0.817, -5.000, -8.747, 258.465, 106.813, 47.913, 178.197, -243.050, -8.451 
     0, -46.516, -15.000, -17.810, -132.117, -39.636, 230.653, 158.751, 110.053, 67.790 
    -1, -59.392, -15.000, -23.810, -100.427, -2.557, 198.139, 166.725, 10.911, 294.847 
     0, 92.292, 42.000, 46.302, 1533.907, 79.917, 113.268, 244.328, 80.093, 174.357 
    -1, -64.398, -14.000, -8.810, -22.988, -0.892, -10.803, -0.875, 178.972, 74.677 
    -1, -52.118, -11.000, -6.110, 30.298, -9.100, 137.133, -60.732, -162.570, -57.178 
    -1, -67.108, -13.000, -17.185, -123.954, -11.331, 260.558, 94.589, 42.464, -83.286 
    -1,  2.316, -2.000,  1.085, 576.579,  6.799, -721.341, -173.393, -604.085, -67.278 
    -1, -48.707, -15.000, -20.476, -259.675, -29.328, 390.234, 175.265, 179.695, 471.823 
     1, 122.823, 51.000, 55.399, 2268.870, -10.260, 127.322, 403.931, -762.260, -348.880 
     0, -17.666, -3.000, -4.698, 85.308,  3.639, 304.468, 194.845, 176.673, 169.113 
     1, -43.592, -9.000, -7.143, -418.484, -94.174, 304.468, 139.457, -1366.208, -160.001 
     1, 55.091, 15.000, 18.165, 1047.000, 16.292, 14265.081, 4044.051, 787.976, 438.116 
     1, 11.072, -3.000, -4.017, 119.936, -29.977, 13440.645, 4526.757, 744.708, 263.661 
     1, 24.445, 11.000, 13.018,  7.531,  0.411, -0.456, 38.641, -7.726, 10.699 
    -1, -14.743, -5.000, -3.845, -71.291, -6.295, 51.364, 47.749, 33.083, 15.993 
     0, -9.235, -7.000, -14.417, -1.299, 13.460, 93.251, 60.478, 136.021, 32.203 
     1, 86.640, 23.000, 27.069, 624.837, -1.784, 28.041, 419.435, 27.929, 11.048 
    -1, -1.012,  0.000,  2.667, 69.916,  3.028, -62.298, -48.133, 42.493, 12.961 
     0,  3.063,  1.000,  1.660, -92.593, -0.690, 127.135, 80.130, 253.141, 103.449 
    -1, 34.881,  5.000,  6.289, -106.786, 43.794, -201.587, -61.525,  4.726, -16.578 
    -1,  3.119,  0.000, -1.917, -122.696, -69.201,  1.549, -9.757, -13.289, 25.686 
     0, 59.197,  9.000, 10.500, 500.090,  1.005, -39.519, 12.561, -660.253, -130.004 
     1, 35.979,  7.000,  6.727, 139.710, -26.400, 55.399, 16.830, -42.633, -5.882 
     1, 113.436, 75.000, 80.522, 1246.672,  6.685, 31.620, 231.916, -1286.201, -134.663 
    -1, -4.835, -1.000, -1.786, 205.486, -13.372, 369.620,  9.656, 40.817, 28.784 
     0, 25.678,  8.000,  7.478, 361.338, -1.859, -792.881, 137.613, -639.927, -91.504 
     1, -22.013, -5.000, -7.700, 86.456, -9.505, 104.742, 107.335, -46.619, 27.867 
     0, -29.569, -8.000, -14.286, -349.367, -17.525, 160.381, 57.092, -595.335, -195.340 
    -1, -16.199, -7.000, -10.000, -196.032,  6.510, 227.181, 57.779, -21.837, -25.463 
    -1, 20.122,  9.000,  9.792, 425.341, 12.223, 369.319, 118.445, -237.538, -46.688 
     0, -12.233, -7.000, -7.500, -264.536, -2.361, 74.495, 93.062, -17.407, -28.124 
     1, -2.278,  0.000,  2.222, -118.285, -47.893, 56.767, -59.955, -53.756, -81.016 
     1, 87.784, 34.000, 43.535, 944.732,  4.223, 162.823, 41.142, 496.179, -10.725 
     1, 129.715, 52.000, 59.115, 1108.632, -13.176, 17.824, 267.911, -250.773, 187.408 
     0,  9.065,  5.000,  7.643, -39.635, -1.452, -102.346, -200.058, -250.773,  4.839 
     0, 68.490, 21.000, 32.000, 468.493,  7.807, 113.144, -20.942, 503.878, 550.545 
    -1, -5.416,  1.000,  4.100, -98.203,  5.007, -54.290, -50.484, 437.134, 716.241 
     1, 33.375, 11.000, 12.549, 65.059, 40.844, 42.311, 81.619, 11.771, -25.526 
    -1, 31.154, 11.000, 11.902, -125.006,  3.847, -207.965, 23.050, 11.771, 108.464 
     1, 110.782, 30.000, 29.944, 110.041,  1.415, -1735.482, -599.057, -14.383, -8.784 
     1, 23.186,  9.000, 10.400, 26.584,  0.000, 77.788, 369.362, 39.443, 84.549 
     1, 19.462,  5.000,  4.758, -141.477, -13.761, 39.912, 31.579, -30.129, 117.561 
     1, 54.444, 15.000, 29.958, -57.401, -69.084, 235.624, 1182.404, 219.006, 103.511 
     1, 47.341, 13.000, 26.818, 319.912,  0.000, 173.807, 168.948, 220.986, -1080.080 
     1, 15.359,  7.000, 15.500, -26.410, 26.845, -66.440, 15.971, 59.277, -559.064 
     0, 25.926,  9.000, 16.667, 134.289, 39.010, -270.580, -63.117, -1924.044, -970.260 
     0, -14.174,  3.000, 14.833, -56.975,  1.585, 22.676, -29.048, 33.243, -996.948 
     1, 113.779, 52.000, 66.115, 1202.083, 13.247, -12.545, 281.313, 122.061, -809.207 
     1, 77.964, 17.000, 28.846, 518.636, -7.401, -216.685, 112.383, -4.593, 14.655 
     1, 82.344, 25.000, 37.853, 564.614,  7.362, 98.282, 948.308, -1844.896, -487.689 
     1, -83.889, -29.000, -32.829, -419.220,  5.581, -32.744, -200.445, 97.801, 44.708 
    -1, -37.842, -17.000, -23.495, -319.522, -95.424, -885.856, -287.826, -477.880, -99.975 
    -1, -67.671, -24.000, -24.283, -416.421, -2.369, -346.667, -452.850, -340.318, -116.484 
    -1, -77.938, -29.000, -35.995, -516.701, -5.946, -39.476, -39.444, -52.054, -64.826 
    -1,  1.127, -12.000, -18.611, 67.453, -2.465, -1009.848, -411.762, -170.320, -96.234 
     0, -53.192, -15.000, -17.779, -210.560, -13.572, 674.291, 139.178, 61.256, 74.402 
    -1, -73.457, -25.000, -25.929, -342.635, -5.045, 672.977, 491.046, 222.356, 103.432 
     0, -72.048, -29.000, -41.329, -341.363, -35.431, 550.482, 171.300, 132.944, 91.038 
    -1, -61.875, -26.000, -29.940, -517.196, -25.656, 53.574, -158.314, -152.762, -47.345 
    -1, -58.661, -22.000, -27.905, -473.920, -8.688, -265.072, -346.688, -56.973, -59.052 
    -1, 111.456, 31.000, 44.922, 751.021, -3.694, 144.381, 514.742, -230.024, -17.484 
     1, 42.102,  9.000, 21.200, 81.128, 86.729, 442.729, 398.506, -230.024, -24.529 
     1, 122.910, 20.000, 34.400, 784.067,  7.027, 755.979, 866.460, 91.546, 178.766 
     1, 23.939,  6.000, 16.556, 21.194, -2.761, -347.215, -276.322, 217.917, 187.329 
     1, 79.089, 41.000, 56.462, 1181.508, 27.884, -205.428, -59.294, -10.703, -18.703 
     1, 40.958,  8.000,  8.105, 154.023, 14.615, -553.015, 32.148, 56.734, 105.180 
     1, 39.870, 15.000, 17.117, 317.904,  3.457, 133.876, 193.960, 190.776, 118.685 
     1, 23.601, 11.000,  7.683, 86.845,  0.686, 62.038, 49.875, -339.057, -65.876 
     1, 49.167, 17.000, 17.905, 14.280, -2.383,  4.960, 127.699, 184.158, 55.481 
     1, -60.807, -13.000, -24.958, -362.452, -54.209, -140.241, -661.530, 10.291, -431.714 
    -1, -56.647, -10.000, -12.292, -373.495, -52.969, -290.675, -455.760, 67.400, 65.716 
     1, 23.660,  6.000,  2.393, 41.715,  8.655, -163.600, -40.393, -102.554, 50.403 
    -1, -12.053, -2.000, -3.583, -102.939, -39.778, 102.991, 85.635, -16.043, -51.484 
    -1, -7.461,  5.000,  3.000, -19.839,  2.105, -61.260, -190.386, 34.941, 24.941 
    -1, -10.578,  7.000,  7.129, -0.146, -0.135, 159.485, -118.358, 48.086, -167.708 
     1, 63.830, 24.000, 27.782, 678.920, -1.303, 816.065, 603.831, 178.911, 451.005 
     1, 37.685,  6.000,  6.962, 149.700,  2.072, 933.789, 468.919, -96.312, 11.058 
     1, 53.202, 23.000, 29.886, 257.154, -1.844, 86.761, 289.991, -99.663, -88.891 
    -1,  2.323,  2.000,  4.175, 22.002,  2.475, -34.401, -31.402, 35.144, -12.640 
     1, 55.433, 13.000, 19.436, 298.055,  6.038, -156.511,  1.936, -125.022, -57.285 
     0, 37.140, 17.000, 23.077, 451.299, 37.094, -66.930, 59.537, -47.103, -4.670 
    -1,  0.542,  2.000,  8.619, -134.658,  0.876, -164.155, -109.634, 63.696, 59.735 
    -1, -97.244, -22.000, -27.462, -958.915, -74.607, 429.069, -270.279, -67.703, -536.328 
    -1, -86.283, -17.000, -27.073, -849.297, -29.661, -598.934, -494.570, 1039.089, 391.119 
    -1, -30.775,  0.000, -4.385, -235.105, 75.169, -5.046, -176.344, 900.407, -76.886 
    -1, -102.425, -24.000, -24.962, -832.780, -33.319, 690.066, 690.066, 34.082, 34.082 
    -1, -90.949, -19.000, -27.676, -1242.177, -130.322, -23.906, -319.423, 11.006, 72.221 
    -1, -95.164, -15.000, -21.234, -816.508, -2.540, 1068.370, 318.227, -75.538, -386.482 
    -1, -95.947, -23.000, -32.295, -913.421, -57.751, 425.740, 185.351, 158.520, -716.385 
    -1, -76.368, -14.000, -21.712, -1091.296, -212.850, -238.348, -264.964, 11.006, -351.146 
    -1, -82.146, -17.000, -23.628, -892.333, -7.240,  0.426, -105.233, 1139.129, 251.422 
    -1, -51.729, -8.000, -14.462, -760.518, -2.661,  8.446, -246.504, 1139.674, 432.404 
     1, 100.770, 23.000, 31.153, 933.843, -2.319, 267.192, 257.216, -963.680, -405.540 
     0, 75.473, 34.000, 47.345, 585.628,  2.904, 370.534, 581.840, 261.794, 1008.425 
     1, 14.846,  6.000, 12.036, 193.487, 83.185, 523.441, 386.396, 47.650, 45.245 
    -1, 33.750, 18.000, 26.442, 194.968, 41.364, 531.368, 420.471, 20.281, -1.946 
     1, 13.178,  3.000,  6.523, 282.675, 19.948, 370.534, 242.637, 35.220, 28.898 
    -1, 21.244, 11.000, 21.671, -462.677, -43.384, -3.692, 244.922, 236.014, 921.094 
    -1,  0.352,  3.000,  5.977, 15.169, -13.132, 173.773, 11.091, -798.903, -117.950 
     1, 171.076, 64.000, 76.458, 2449.291, 40.651, -40.409, 427.849, -62.554, 52.425 
    -1, -10.783, -5.000, -4.667, -103.698,  3.125, 14.760, 33.799, 126.494, 58.253 
     1, -9.420, -6.000, -5.250, -149.520, -0.323, 188.068, 1669.062, 136.465, 169.884 
     1, -15.531, -6.000, -6.375, -194.278, -30.234, 102.554, 498.599, -109.125, 968.908 
     1,  1.514,  4.000,  0.389, -82.733, -1.580,  8.403, 35.010, 64.426, 16.976 
     1, 49.285, 21.000, 16.829, 241.945,  2.261, -476.909, -70.859, -267.345, -9.108 
     1, 99.673, 30.000, 30.682, 1116.465, 22.353, -215.944, 966.804, -7.920, 451.306 
     1,  8.019,  5.000, -0.158, 210.138, -9.854, -113.628, -72.738, -20.785, 32.214 
     0,  7.105, -1.000, -12.077, -284.590, -0.415, -815.015, -317.634, -223.407, -48.545 
     1, 37.074,  5.000,  2.053, 52.421,  1.744, -52.185, 117.184, 126.494, 35.527 
    -1, -20.100, -8.000, -26.333, -78.909,  3.622, 33.877, 23.509, -7.920, 117.411 
     0, -1.094, -1.000, -7.923, -22.873,  3.254, -113.628, -28.783, 298.980, 174.375 
     1, -9.617, -6.000, -12.125, 29.820,  4.317, 102.554, 2283.586, 124.288, 169.135 
     1,  5.138,  4.000,  6.406, 34.214, -11.356, -49.253, -42.159, 133.951, 100.716 
     1, 36.057,  8.000, 13.220, 147.488, 23.280, -344.437, -144.050, 45.679, 18.821 
     1, 29.526, 16.000, 16.051,  8.508, -0.340, -72.665, -43.206, 200.072, 82.293 
     1, 47.724, 14.000, 16.713, 397.177,  2.606, -344.437, -222.503, 62.881, 10.780 
    -1, -12.769, -4.000, -5.156, -181.178, -21.390, -100.700, -94.628, -140.059,  5.220 
     1, 29.041, 11.000, 16.545, 243.470,  0.746, -318.123, -233.796, -31.219, -0.661 
     1, 45.820, 20.000, 20.370, 446.983,  0.000, -327.825, -151.200, -71.504, -21.540 
     1,  7.693,  4.000,  4.339, -135.995, -7.543, -2.386, -16.121, 143.885, 36.611 
    -1, -20.403, -4.000, -7.727, 19.683, 18.498, -3.733, -22.766, 57.053, 35.514 
    -1, -3.815,  0.000, -2.000, -158.892, -18.808, -33.952, -45.368, -144.253, -36.459 
    -1, 16.626,  6.000,  9.529, -192.438, 17.506, 365.537, 220.479, 444.222, 142.298 
     1, 40.283, 11.000, 14.273, -87.267,  0.000, -205.548, -72.819, -171.165, -107.308 
    -1,  4.527,  5.000,  8.875, -267.808,  0.509, -16.620, 133.454, -139.292, -18.170 
     0, 54.743, 12.000, 12.217, 196.133,  3.471, -160.484, -127.612, 69.385, 100.456 
    -1,  7.942, -1.000, -1.000, -248.031, -1.925, 393.089, 157.168, 697.872, 290.870 
    -1, -41.814, -12.000, -12.564, 32.579,  5.671, -11.781, -147.337, -19.692, -66.070 
     1, 13.121, 15.000, 17.608, 1156.601, -8.473, -251.657, -247.070, -264.566, 15.202 
    -1, -0.610,  4.000,  7.014, 791.869,  0.636, 442.487, -147.357, 489.659,  4.053 
    -1, -29.562, -9.000, -7.121, -21.993, -17.307, -16.678, -24.921, -50.196, -77.939 
    -1, -45.323, -7.000, -4.338, -16.168, -0.300, 436.212, 126.907, 467.061, 39.987 
    -1, -15.460, -7.000, -7.504, 14.470, -20.163,  5.859, 143.763, 212.728, 61.705 
    -1,  1.065,  1.000,  3.429, -166.308, 10.330, -66.573, -1.512, -95.489, -73.360 
     1,  8.494, -2.000, -2.033, 237.698, 20.137, -23.804, 327.469, -18.187, 70.672 
     1, -0.813,  0.000,  2.417, -59.358, -6.335, 233.384, 269.065, 27.900, -243.375 
    -1,  0.853,  6.000,  6.500, -43.716,  5.568, 32.081, 143.455, 13.727, -285.245 
     1, 81.380, 31.000, 33.202, 1049.887, 73.791, 189.479, 325.489, -104.593, -247.180 
    -1, -7.821,  4.000,  3.729, 26.355, 43.145, 230.791, 130.784, -31.468,  0.469 
     1, 47.493,  5.000,  7.549, 295.456,  9.826, 294.836, 533.455, 39.431,  6.062 
     0,  1.002, -1.000,  2.394, -5.399, 31.247, -29.876, 95.914,  4.069, -223.657 
     1, 49.836, 11.000, 10.449, 496.274,  3.195, 265.316, 524.903, 61.304, -315.875 
    -1,  1.001,  4.000,  1.778, -64.955, -6.746, 155.089, 54.383, 50.918, -20.331 
    -1, -4.001,  7.000,  9.558, 118.063, 12.764, -12.159, -252.738, -28.314, 33.009 
    -1, 16.441,  7.000,  6.825, 38.204, 18.085, -120.767, -416.235, -11.821,  9.585 
    -1, -12.810, -5.000, -6.394,  5.687, -44.242, 113.092, -107.046, -64.523, 52.771 
    -1, -2.591, -1.000, -1.769, -3.074,  0.000, 43.115, -230.067, 119.038, 194.797 
     1, 36.527,  9.000,  7.095, 243.928,  8.696, -484.556, -39.791, -62.366,  2.659 
    -1, -11.955, -5.000, -10.200,  2.309, -0.604, 211.230, 97.246, 68.510, 45.785 
     1, -8.865, -4.000, -3.467,  1.131, -14.027, 98.038, 63.611, -10.877, 28.697 
     1,  0.449, -3.000, -8.371, -7.362, -3.100, 205.886, 263.548, -209.288, -24.656 
     1, 31.509, 12.000, 13.109, 22.420,  1.385, 219.000, 139.709, 79.327, 81.277 
     1,  1.360, -2.000, -6.300, -111.018,  1.904, -22.336, 59.722, -42.033, -33.992 
    -1, 79.485, 29.000, 30.379, 660.827, -1.744, -592.073, -180.962, -204.384, -64.815 
     1, 56.856, 19.000, 22.028, 155.971, -1.144, -221.350, 90.461, -209.288, -93.961 
     0, 74.007, 23.000, 23.200, 639.013, 32.132, -69.572, 42.543, -11.591, -25.229 
    -1, -4.036,  0.000, -2.889, -75.323, -14.050, -417.466, -175.492, 215.445, 62.714 
    -1, -33.272, -8.000, -15.822, 203.907, -17.622, -63.419, -171.603, 192.944, 71.554 
    -1, -57.541, -12.000, -8.389, -58.158, -0.105, 136.180,  9.607, -9.325,  5.420 
     1,  8.340,  1.000, -2.722, -219.911,  9.641, -312.145, 35.351, -23.980, 13.140 
     1, -19.186, -2.000, -4.097, -279.222, -59.124, 223.530, 228.536, 109.290, 76.726 
     1,  7.774,  4.000, 10.532, -198.329, -31.930, 75.324, 94.685, -97.627, -37.556 
     1, 27.676, 10.000, 21.538, -144.644, -8.579, -1.770, 179.516, 145.396, -3.764 
     0, 59.471, 24.000, 33.811, 409.955, -4.963, 106.291, 281.288, 186.144, 40.538 
     0, 18.227, 11.000, 19.714, -12.145, -32.722, 76.395, 86.639, 198.156, 37.744 
    -1, 76.976, 37.000, 49.510, 1071.700, -3.200, 66.086, 427.963, 198.156, 25.839 
