move_left ,gV_diff_an4, gF_diff_an4 ,gFnnF_diff_an4, gMs_diff_an4, fMs_an4_left, FnnF_A_maxdec, FnnF_A_avgdec, FnnF_fMs_maxdec, FnnF_fMs_avgdec
    -1, -23.276, -9.000, -13.982, -53.315,  1.130, 242.356, 83.698, 20.923, 76.785 
     1, 20.533, 17.000, 17.208, 363.095, -7.362, 18.988, -1.601, 39.267, 110.230 
    -1, 42.359,  9.000,  7.946, 37.061,  7.993, -153.327,  3.151, 141.456, -13.598 
    -1,  0.743,  1.000, -1.429, -48.922, -24.752, -220.423, -120.681, 70.030, -84.513 
     0, 56.182, 15.000, 21.071, 253.877, -4.477, -414.269, -355.380, -60.699, 138.587 
     1, 58.867, 30.000, 37.734, 976.168, 22.669, -314.768, -121.397, -267.004, 86.106 
     0, 38.972, 18.000, 25.131, 340.943, 98.276, -403.720, -219.883, -399.140, -205.706 
     0, 30.008,  7.000, 13.143, 68.353,  6.027, -470.868, -134.408, 136.688, -7.937 
     1, 106.885, 37.000, 50.202, 996.041, 33.796, -145.978, -15.276, -363.885, 15.350 
     0, 148.816, 55.000, 65.781, 1159.941,  1.624, -937.265, -92.533, -53.110, -11.252 
     1, 21.454,  9.000, 17.000, 122.645, -3.513, -265.103, -185.603, 85.196, 293.207 
     0, 22.337, 11.000, 19.902, -94.573, -3.075, -219.782, -142.822, -64.270, 71.716 
     1, 20.363, 11.000, 17.843, -164.992, -5.101, -1113.947, -592.528, -454.653, -102.035 
     0, 120.858, 43.000, 51.811, 1579.768, 87.791, 12.784, 112.919, 119.950, 36.980 
     1, 92.074, 32.000, 43.341, 536.870, 40.873, -25.618, 39.807, -368.524, -82.442 
    -1, 10.785,  6.000, 11.341, -163.408,  1.569, -112.303, 69.006, -340.320, 11.627 
     1, 21.260,  9.000, 16.884, 120.339, -12.100, -18.166, -16.567, 134.804, 91.146 
    -1, -9.635, -2.000, -4.829, 82.360,  5.448, -50.891, -82.091, 170.030, 146.768 
    -1, -25.611, -2.000, -7.515, 15.408,  3.646, -9.351, -477.866, -82.138, 31.176 
    -1, -32.837, -6.000, -9.982, -16.891, -5.338, -19.786, -249.103, 80.698, 115.477 
     1, 14.953,  3.000,  2.568, -27.791,  0.000, 304.824, 202.031, 21.911, 34.681 
    -1,  0.793,  4.000,  2.833, -31.547, -1.800, 80.470, 15.619, -93.674,  2.731 
     0, -4.470,  1.000, -4.946, 439.676,  1.373, 33.625, -13.074, -46.192, 72.488 
     1, 22.902,  9.000, 14.554, 119.990,  2.237, 233.934, 207.923, -8.881, 141.649 
    -1, 78.356, 20.000, 22.947, 1003.579, 62.009, 91.908, 206.053, -335.934, 62.606 
     0, 42.253, 14.000, 18.048, 179.322,  4.687, 206.050, 135.842, -46.192, 117.407 
     1, 45.258,  8.000,  3.829, 274.712, 144.574, 72.471, 47.043, -540.496, 66.536 
     0, -75.232, -21.000, -27.060, -526.977,  5.157, -115.875, -156.246, -7.841, -32.413 
     0, -78.256, -23.000, -30.810, -329.480, 10.433, 85.855, -203.728, 13.314, -42.615 
    -1, -76.372, -24.000, -32.910, -395.475, -0.827, -17.780, -285.978, -77.708, -120.676 
    -1, -43.854, -19.000, -26.710, -543.664, -7.329, 267.930, 69.249, -90.576, -48.426 
     0, -39.582, -15.000, -19.096, -215.427, -143.504, -54.036, -162.477, -337.888, -1.633 
    -1, -48.140, -13.000, -17.873, -341.386, -10.053, -135.859, -183.307, -675.365, -210.409 
    -1, -38.298, -7.000, -8.401, -330.217, 16.041, 243.675, -95.597, -89.564, 53.795 
    -1, -29.778, -11.000, -11.810, -511.548, -18.197, -1912.792, -407.548, -1179.018, -130.205 
    -1, -44.973, -11.000, -14.255, -271.055, -3.354, -200.363, -36.274, -670.706, -203.001 
    -1, -28.426, -8.000, -10.834, -273.711, 22.088, -71.775, -24.405, -266.596, -65.835 
    -1, 13.236,  0.000, -3.621, 246.479,  3.218, -13.242, -7.631, -173.469, -34.755 
     1, -2.407,  8.000,  5.798,  7.631,  0.000, -299.740, -72.757, -543.610, -133.345 
     1, 41.639,  4.000,  4.467, -235.066, 17.388, 258.483, 367.558, -8.372, 159.368 
     1, 154.678, 55.000, 62.281, 1157.749,  4.191, 183.263, 367.350, 21.476, -6.239 
     1, 68.119, 14.000, 18.717, 50.242, -1.593, 64.084, 192.094, -3.470, 147.220 
     0, 21.797,  6.000,  8.167, -36.413,  0.307, 109.841, 196.589, -12.288, -2.277 
     1, 21.514,  5.000,  7.803, 134.050, -24.655, 93.314, 176.349, -3.470, 64.899 
     1,  8.635,  3.000, -6.000, 50.016,  0.000, -237.726, -238.861, 110.349, 46.936 
     1, 132.234, 39.000, 44.663, 1175.366, 103.150, -429.069, -251.855, 173.674, 599.397 
    -1,  1.297, -1.000, -4.833, 45.494, -20.648, -47.974, -68.047, 173.674, 56.024 
     1, 84.203, 38.000, 41.434, 1634.667, -8.298, -1582.245, -68.811, 157.645, 82.154 
     1,  3.769,  0.000,  0.250, 328.606, -15.697, -320.511, 118.254, -2089.474, -335.184 
     1, 11.251, 18.000, 18.926, 400.852,  2.666, -33.392, 37.726, 361.281, 35.835 
    -1, -33.780, -6.000, -10.314, 80.764, -24.013, -769.271, -78.076, -38.995, 54.844 
    -1, -64.549, -14.000, -18.267, 347.601, 28.093, 187.013, -106.613, -2652.202, -769.530 
     1, 35.936,  8.000,  9.436, 1178.743, 31.059, -13.230, 421.583, 653.086, 262.039 
    -1, -58.305, -11.000, -18.656, -98.505, -2.085, -20.955, -377.188, -76.043, -23.229 
     1, -44.108, -10.000, -16.400, -218.168, -29.270, 219.234, 127.559, -263.890, 44.437 
     0, 24.861,  3.000,  2.552, 346.209,  7.024, -320.511, 249.049, 67.267, 41.435 
    -1, -48.273, -9.000, -16.373, -97.554,  0.932, -161.014, -121.004, -755.922, -119.211 
    -1, -23.690, -3.000, -3.335, -414.077,  4.255, 38.196, 75.936,  5.165, 68.637 
    -1, -47.609, -10.000, -20.100, -21.997, 31.077, -261.858,  5.781, 398.032, 183.230 
    -1, -48.273, -13.000, -26.957, -99.686, 28.409, 14.587, 1273.008, 52.205, 275.894 
     1, 75.622, 20.000, 25.000, 317.136,  2.870, -61.773, -4.058, -53.628, 48.246 
     1, 69.908, 17.000, 23.209, 104.404,  1.533, -148.453, -90.306,  9.161, 231.265 
     1, 58.380, 17.000, 22.527, -439.519, -3.067, -104.242, -42.846, -135.641, 103.274 
     1, 139.524, 33.000, 44.747, 991.587,  0.562, -105.984, -65.629, -135.641, 62.675 
     1, 65.834, 12.000, 13.624, 232.464, 23.481, -61.395, 15.320, -17.552, -7.796 
    -1, -74.339, -20.000, -22.051, -255.916, -29.288, 234.332, -70.721, 12.728, 37.071 
     1, 84.430, 35.000, 35.730, 938.323, 63.708, 1026.870, 253.736, 104.974, 49.370 
    -1, -68.104, -16.000, -16.085, -281.776,  3.127, 310.714, 73.925, 101.853, 42.641 
    -1, -72.195, -21.000, -33.785, -217.231,  4.214, -68.422, -56.509, 67.474, 215.106 
    -1, -50.929, -15.000, -14.203, -290.983, -32.701, 1381.392, 172.968, -35.829, -41.775 
    -1, -52.688, -11.000, -12.185, -413.000, -22.284, -424.939, -219.978, -214.603, -19.810 
     1, -12.861, -9.000, -16.385, -156.918, -19.794, 404.517, 258.656, 20.251, 45.552 
    -1, -52.891, -20.000, -24.218, -136.629,  9.956, 279.261, 182.076, 154.721, 228.633 
     1, 87.521, 35.000, 39.373, 1317.584, 16.323, -180.974, 51.799, -130.652, 10.034 
     0, -0.892,  9.000, 13.967, -175.985, -35.354, -602.938, -86.023, -1117.993, -124.497 
     1,  9.570,  8.000, 11.699, -40.193, -5.070, 98.963, 158.802, -1117.993, -250.868 
    -1, -8.346, -3.000, -8.033, -420.224, -3.956, 16.970, 38.899, -145.503, -26.837 
    -1, -6.587,  1.000,  3.258, 133.601, -12.296, -714.216, -288.946, 13.606, 61.952 
     0, 26.818, 18.000, 24.406, 256.722, 13.888, -229.807, -83.824, -1438.640, -209.293 
    -1, -36.622, -10.000, -8.667, -338.846, -154.762, 74.738, 56.554, -1.558,  1.704 
     1, 11.475, 14.000, 19.547, 41.075,  8.874, -171.480, 26.956, -1394.032, -256.837 
     1, 18.108,  3.000,  3.411, -67.340, 49.903, -537.389, 642.436, -149.555, -16.510 
     1, 80.421, 39.000, 44.652, 178.328, -4.666, -342.286, 1738.463, 98.354, 129.625 
     1, 53.226,  7.000,  7.940, 303.796, -3.699, -65.813, -32.682, 147.900, -58.707 
     1, -21.783, -11.000, -11.500, -58.997, -18.086, 319.531, 119.840, 221.192, 70.170 
     1, 100.825, 35.000, 36.066, 1661.493, 25.474, 168.174, 127.690, 1257.758, 216.191 
    -1, -22.922, -11.000, -17.929, -24.543, -11.934, -28.707, -38.824, 25.451, 56.946 
     1, 31.555, 16.000, 16.529, 1120.259, 12.824, 16.810, -25.430, -54.677, -78.208 
    -1,  1.055, -6.000, -4.250, 38.770, -1.828, -97.230, 36.869, 10.452, 11.542 
    -1, 72.143,  8.000, 10.038, 50.409,  2.405, -332.687, 27.695, 122.230, 98.286 
    -1,  0.708, -9.000, -6.500, -206.860, -64.515, -237.014, -25.412, -10.934,  0.967 
    -1, -5.468, -5.000, -4.654, 114.662, -5.405, -53.579, -15.070, 48.100, -68.121 
     1, 24.917,  1.000, -1.395, 74.294, 21.182, -34.660, 102.123, 1292.822, 160.523 
     1, -22.482, -8.000, -15.500, -2.832, -1.370, 303.339, 155.655, 193.981, 202.376 
     1,  2.974, -6.000, -8.583, -21.871, 17.137, 274.326, 290.051, 283.481, 33.089 
     1, -0.594, -4.000, -7.643, -307.396,  0.798, 155.882, 61.319, 1173.327, 156.416 
     1, -0.731, -9.000, -10.167, -36.661, -47.363, -400.696, -133.173, 89.888, -21.296 
     0, -23.110, -10.000, -15.500, -232.116,  4.538, 68.507, -11.003, -277.697, -109.240 
     1,  5.608,  3.000,  0.216, 233.510, -8.623, 55.824, 38.648, 486.464, 169.477 
     1, 34.766, 13.000, 10.411, 496.939, 39.819, -730.551, -148.515, 448.707, 135.516 
     1, 15.108,  4.000,  2.375, 233.326,  5.091, 83.261, 54.518, 85.500, 105.189 
    -1,  1.605,  2.000,  2.025, 490.223, -177.226, -43.812,  8.572, 44.638,  3.193 
     1, 66.010, 21.000, 20.953, 479.480, 11.759, -714.597, -88.210, 481.735, 458.884 
     1, 40.562,  1.000, -3.336, -8.664, -2.815, -144.190, -65.300, -1738.934, -423.163 
    -1, -8.697, -4.000, -7.867, -179.062, -46.091, 282.256, 162.741, -2958.674, -739.521 
     1, 30.152,  8.000, 10.800, 183.137,  3.029, 158.555, 61.909, 1211.677, 216.605 
     1, 41.919, 10.000, 12.800, 334.825, 246.212, 17.134,  2.314, 13.890, -37.410 
     1, 52.320, 12.000, 11.982, -5.030, -3.299, -297.371, -44.084, 1197.728, 332.204 
     1, 79.105, 20.000, 24.333, 300.602, 11.680, -108.009, -4.016, 575.395, 288.118 
     1, 111.335, 36.000, 41.561, 783.288, -75.459, -144.190, 27.682, 1172.311, 322.691 
    -1, -10.174,  1.000,  2.232, -129.369, -53.808, 35.760, -150.484, -72.504, -34.218 
     1, 24.317,  5.000, 13.327, 188.489,  7.680, 1028.939, 775.031, -130.422, 150.181 
     1, 40.240,  6.000,  6.179, 69.892,  8.410, 1028.939, 1169.002, 107.874, 269.120 
     1, 194.175, 77.000, 89.744, 4086.345, 109.633, -128.361, 314.882, -16.568, 342.644 
     1, 20.807, 10.000, 18.583, 344.999,  1.047, 1195.106, 814.246, 15.043,  2.917 
    -1, 16.665,  9.000, 12.179, 43.858, 15.322, -145.974, -46.680, 473.217, 35.777 
     1, 26.802, 11.000, 12.663, 434.725,  9.980, -18.522,  2.452, 584.352, 105.031 
    -1, -22.027, -4.000, -1.375, 98.863, -7.687, -91.913, -117.931, 596.186, 136.849 
    -1,  4.722,  3.000,  1.350, 58.032, -2.266, -5.551, 17.600, 37.638, -10.357 
     1, 52.870, 13.000, 15.910, -424.638, 15.558, -32.171, -42.771, 473.515, 16.109 
    -1, -5.633, -1.000, -1.341, 214.422,  9.537, -131.835, -121.280, 22.583, 26.864 
     1, 29.496,  8.000, 10.600, 271.610,  3.249, -350.637, -133.746, -27.082,  8.237 
     1, 129.021, 54.000, 58.689, 1607.188, 30.144, -145.974, -181.703, 475.173, 188.872 
     1, 58.885,  8.000,  8.500, 622.571, 41.824, -323.309, -226.479, 583.775, 146.697 
    -1, -103.180, -45.000, -59.040, -1737.014, -11.502, 44.843, -367.691, -146.590, 15.413 
    -1, -50.794, -26.000, -27.948, -1319.869, -15.109, -668.096, -319.310, -266.513, -6.785 
    -1, -5.232, -17.000, -18.725, -1166.208, -75.100, 127.096, -177.217, 61.920, 19.212 
    -1, -77.951, -27.000, -27.675, -1357.777, -2.410, 139.789, 482.256, 117.514, 107.235 
     1, -54.142, -23.000, -21.240, -1446.921, -81.829, 224.017, 182.344, -88.432, 71.689 
    -1, -72.368, -20.000, -20.840, -1211.370, -0.532, 347.316, 94.115, -101.741, -48.020 
     0, -95.868, -38.000, -47.407, -1737.807, -102.224, 590.057, 86.469, -25.889, -30.619 
    -1, -101.357, -41.000, -42.684, -1457.132, -24.574, 64.537, 442.637, 127.255,  5.557 
     0, -60.703, -17.000, -14.967, -1060.862, 45.279, -185.179, -73.799, -1464.337, -338.387 
    -1, -60.600, -27.000, -30.718, -1407.152, 21.105, 91.060,  6.065, -1289.678, -256.623 
    -1, -87.338, -42.000, -50.240, -1799.187, -10.252, 101.696, 1039.305, -223.327, -4.192 
     0, -28.783, -11.000, -8.471, -1042.897, -13.914, -57.534, -15.503, -368.524, -68.826 
    -1, -130.120, -44.000, -46.907, -1557.811, -57.216, 86.136, -90.365, -35.840, -67.644 
    -1, -98.560, -34.000, -33.240, -1430.564, -8.825, 128.339, -116.171, 190.580, -7.199 
     1, -98.020, -42.000, -44.240, -1665.010, -22.648, 243.097, 416.199, -122.293, -187.284 
     0, -69.657, -42.000, -49.865, -1793.937,  2.988, -471.096, -239.106, -25.056,  2.039 
    -1, -118.294, -42.000, -51.865, -1602.408, -3.290, 173.227, -41.281, 93.826, 115.085 
     1, 20.683, -14.000, -12.879, -882.645, -40.761, -668.096, 560.026, 46.450, 34.100 
    -1, -78.431, -38.000, -36.573, -1349.929,  2.662, -84.990, 1271.124, -1287.595, -130.183 
    -1, -119.461, -43.000, -50.240, -1643.764,  0.318, -540.241, -231.706, -90.653, -23.531 
     1, -88.490, -35.000, -33.240, -1326.199, -37.654, 505.461, 496.512, -72.273, -246.567 
    -1, -110.072, -37.000, -40.471, -1743.175, -83.734, 258.576, 20.128, -368.524, -100.058 
     0, -76.046, -21.000, -19.826, -1276.509, -29.736, -44.971, -161.677, -1279.899, -166.133 
    -1, -99.598, -34.000, -34.928, -1459.428, -1.262, 188.224, -70.005, -34.559, 21.776 
    -1, -94.489, -40.000, -53.640, -1490.950, -22.532, 142.681, -96.453, 212.763, 79.275 
     0, -97.817, -34.000, -36.428, -1673.020, -7.054, -1441.460, 88.532, -19.967, 68.783 
    -1, -97.952, -43.000, -50.383, -1681.511,  0.134, 1017.489, 5010.880, -1535.794, -287.522 
    -1, -94.763, -36.000, -34.526, -1485.200, -10.429, 50.738, 1468.459, -32.630, 64.808 
    -1, -130.493, -45.000, -56.640, -1497.407,  4.580, -91.873, -107.328, 170.030, 151.744 
     1, -69.414, -32.000, -35.962, -1384.923, -115.448, 90.358, 1408.251, 245.567, 124.138 
     1, -7.100,  4.000,  5.279, -1139.255, -79.727, 257.614, 652.275, -1268.380, 55.979 
     1, 30.523, 11.000, 13.405, -56.644, -27.899, -80.823, 66.461, -1374.773, -486.923 
     1, 21.849,  9.000, 10.634, 13.426, 14.399, 25.556, 87.588, -84.864,  3.773 
     0, 43.599, 18.000, 21.371, 341.417, 47.242, -120.722, -36.271, -1357.923, -194.712 
     1, 42.405, 14.000, 16.190, 241.144, -0.015, -70.315, -41.283, 28.010, 110.001 
     1, 24.912,  5.000,  6.238, -97.983, 14.235, -101.664, -37.982,  2.615, 16.949 
     1, 36.918, 11.000, 10.183, 28.482, -1.167, -42.736, -0.457,  3.451, -17.784 
     1,  1.845,  0.000, -3.750, -141.420, 26.812, 235.972, 196.462, -95.944, -31.001 
     1, -20.113, -4.000, -5.875, -292.851,  6.527, 281.058, 400.796, -155.922, 28.973 
     1,  3.859,  4.000,  4.958, 190.033, -30.792, 359.313, 336.336, -171.956, 110.859 
     1, 52.385, 19.000, 31.092, 417.145, 152.007, 142.248, 323.293, -159.764, -51.918 
     1, 97.948, 28.000, 40.315, 570.806, 111.050, -44.843,  3.466, 176.622,  2.827 
     1, 42.580, 18.000, 28.322, 329.862, -5.362, 289.325, 297.336, 266.513, 183.456 
    -1, -32.603, -14.000, -15.900, -873.491, -1.326, -10.837, -157.540, -194.280, -26.989 
    -1, -36.240, -18.000, -20.481, -1011.149,  0.000, -200.084, -90.794, 380.407, 194.893 
    -1, -52.414, -18.000, -18.704, -964.526,  6.208, 56.345, -85.869, -21.439, -42.456 
    -1, -28.487, -11.000, -11.280, -953.114, -48.123, 261.946, 93.550, -52.610, -1.099 
    -1, -41.457, -15.000, -13.093, -992.425,  7.796, -47.651, -85.033, -194.280, -109.408 
     1, 43.302,  2.000,  1.304, -987.146, -4.103, -2.737, 903.343, 849.440, 194.588 
    -1, -34.192, -16.000, -14.593, -775.731,  9.274,  5.191, 49.643, -254.122, -123.621 
     1, 19.881, -5.000, -6.456, -1087.221, -204.715, -155.067, -8.572, -358.403, -131.068 
    -1,  2.347, -2.000, -3.513, -595.297, -20.227, 138.148, -113.441, 785.112, 331.051 
    -1, -6.311, -5.000, -3.547, -699.833,  2.178, 226.988, -67.643, -33.171, 13.464 
     1,  4.774,  8.000, 10.093, -667.964, -30.935, 154.505,  1.627, -282.061, -107.381 
     1, 69.767, 11.000, 12.750, -203.811, 15.638, 56.390, 516.204, -358.403, -36.673 
     1, -22.614, -12.000, -18.126, -1313.851, -152.477, 60.546, -72.678, 39.610, -30.894 
     1, -3.918, -10.000, -13.828, -1094.641, -8.919, -1416.716, -284.422, 64.893, 51.348 
    -1, -60.892, -22.000, -28.193, -953.838, -1.230, 146.954, 263.269, 76.485, 52.136 
    -1, 12.395,  0.000,  0.296, -730.016, 43.227, 227.122, 55.389, -183.220, -112.020 
     1, 31.531, 17.000, 19.453, -603.401, -47.244, -1416.716, -364.306, -33.949, -38.361 
    -1, -51.427, -17.000, -16.993, -1052.932, -0.794, -434.891, -358.593, 192.435, -39.167 
     1, 57.292, 10.000, 13.029, -373.447, -19.141, -23.208, 122.820, 202.483, 96.748 
    -1, -59.778, -20.000, -22.593, -972.055, -36.871, 403.006, 13.966, 313.674, 123.032 
    -1, -21.415, -4.000, -10.152, -185.623, -61.235, -356.499, -191.660, -99.476, -54.466 
    -1, -89.757, -16.000, -18.485, -278.910, -49.902, 625.319, 223.850, 269.851, 124.876 
     0, -34.444, -10.000, -15.902, -332.428, -2.269, 70.278, 72.070, 159.009, 163.061 
    -1, -61.515, -10.000, -11.985, -376.887, -15.992, -266.351, -601.570, 47.750, 175.038 
    -1, -57.633, -15.000, -30.104, -319.570, -1.178, -11.565, -179.016, 136.301, 126.508 
     0, -34.520, -4.000, -7.374, -250.791, -0.318, 417.322, -27.924, -2.563,  8.155 
    -1, -65.787, -14.000, -14.818, -446.706, -75.039, 22.638, -438.752, -88.273, 41.036 
     0, -40.917, -7.000, -11.152, -416.880,  2.822, -298.743, -553.185, -526.723, -159.178 
     0, 41.324, 13.000,  9.982, 775.280, 39.787, -242.800, -22.247, 159.009, 262.180 
     1, -30.048, -10.000, -13.333, -53.037, -18.341, 816.493, 792.629, 96.524, 68.246 
     1, 50.074, 11.000, 11.917, 57.851, -44.670, -825.338, 142.314, -76.946, 38.503 
     1, -13.081, -3.000, -3.200, -98.883, 41.779, -8.699, 272.564, -213.094, -59.915 
     1, 29.729, 18.000, 20.645, 677.603, 121.906, 199.543, 508.131, -35.992, -6.432 
     1, 59.609, 26.000, 32.179, 595.469,  4.451, -821.191, 378.857, -76.946, 56.685 
    -1,  5.210,  4.000,  4.315, 108.299, -9.574, 249.619, -18.875, -63.504, -22.128 
    -1, 15.769,  2.000,  1.720, -14.551, 15.815, -777.604, -260.836, -26.251, -14.805 
    -1,  7.931,  3.000,  5.539, 40.718,  2.839, -280.631, -280.631, 27.359, 27.359 
     1, 69.762, 31.000, 31.087, 667.361, 15.088, 48.080, 10.321, -276.936, 16.766 
     1, 20.971,  1.000,  1.015, 450.896, 14.935, -871.543, -178.347, -276.936, -75.449 
    -1, -13.277, -7.000, -12.068, -121.362, -4.802, 353.576, 213.752, -45.801, 30.307 
    -1, -14.160,  1.000,  0.265, -3.756,  0.000, -224.355, -174.552, -115.585, -70.090 
     1, 19.008,  1.000,  1.682, 89.383, -26.564, -871.543, -235.688, -210.805, 24.461 
     1, 12.728,  7.000,  6.571, 251.205, 63.665, 325.617, 81.090, 52.300, 130.568 
    -1,  9.868,  8.000,  4.644, -187.200, 10.482, 35.092, -489.826, -37.396, 106.627 
    -1, 17.294,  4.000,  0.076, -99.784, -7.131, -282.675, -279.671, 512.551, 129.348 
    -1, -5.569,  0.000, -2.882,  4.422,  2.574, 42.452, -254.925, -151.120, -90.742 
     0, 21.987,  1.000, -6.575, 10.120,  0.923, -170.855, -28.982, 365.778, -62.715 
    -1, -14.391,  1.000,  1.369, -303.332, -3.995, 48.025, 125.128, -42.394,  2.528 
    -1, -11.508, -2.000, -4.625, 267.176, 78.561, -219.286, -307.458, 269.688, -1200.045 
    -1, 32.291,  3.000, -10.571, 90.339, 52.195, -481.249, -2353.856, -198.098, -49.711 
     1, 10.462, -1.000, -2.268, 135.792, 44.822, -1319.195, 46.768, -112.949, -3.566 
    -1, -7.454, -12.000, -22.000, -244.238, -2.584, -110.332, -52.756, 1125.694, 292.387 
    -1, -5.695, -8.000, -10.708, 309.586, 104.175, 379.925, -279.842, -7.829, 11.260 
     0, 27.710,  9.000, 10.439, 432.707,  5.100, 699.052, 150.518, 28.969, -22.970 
    -1, -27.797, -11.000, -11.141, 223.382, 98.876, -23.591, -73.088, 889.598, 125.871 
    -1, -41.562, -16.000, -17.583, -60.509, -25.352, -20.926, -167.700, 90.525, -8.211 
    -1, -40.678, -17.000, -18.976, -34.961, -16.074, 802.379, 206.741, 61.198, -41.412 
    -1, 19.000, -6.000, -10.556, 108.646, 22.650, -1372.547, 812.718, 1027.715, 200.857 
     1, 81.313, 30.000, 30.685, 354.314, -3.843, -3514.999, 390.253, 804.972, 234.900 
     1, 66.966, 21.000, 22.033, 1153.329, -1.093, -5852.986, -939.048, 863.702, 140.917 
    -1, -96.141, -41.000, -53.351, -1100.491,  2.843, -333.826, -181.095, 911.399, 97.380 
     0, -66.367, -36.000, -48.526, -1015.234, 33.365, 186.663, 127.338, 187.576, -37.463 
    -1, -40.633, -24.000, -30.663, -486.300, -1.098, -228.970, -119.029, 1011.959, 154.091 
     0, -101.916, -42.000, -57.490, -1090.751, -13.211, 207.207, 87.978, 99.782, 26.414 
     1, -104.489, -43.000, -51.383, -1104.904,  2.009, 407.096, -40.385, -80.932, -80.168 
     1, -81.080, -38.000, -44.823, -1231.630, -85.589, 178.502, 25.539, 164.112,  8.956 
    -1, -105.805, -44.000, -56.573, -1145.240, -48.767, 155.634, -5.974, 204.009, 122.278 
    -1, -100.807, -43.000, -53.954, -1493.371, -28.100, 235.645, -58.768, 11.006, 33.432 
     1, -104.980, -44.000, -56.073, -1094.877, -10.921, 350.173, 17.228, -205.738, -74.276 
    -1, -62.393, -27.000, -31.936, -1331.349, -28.058, -1429.373, -297.763, -201.811, -47.563 
    -1, -79.001, -38.000, -45.323, -1272.859, -116.540, -477.875, -184.797, 226.431, 30.539 
    -1, -60.766, -26.000, -32.907, -732.643,  1.019, -1526.908, -174.241,  0.355, -10.516 
    -1, -86.226, -38.000, -47.990, -1342.491, -72.597, -462.272, -293.629, 11.006,  4.846 
     1, -109.024, -44.000, -50.907, -1121.238, -9.240, 215.293, 54.399, 100.270, 425.436 
    -1, -92.004, -41.000, -49.907, -1143.527, -4.807, 229.058, -129.786, 1140.652, 257.782 
    -1, -61.586, -32.000, -40.740, -1011.713, -0.237, 278.646,  8.875, 1096.768, 97.482 
     0, -101.756, -41.000, -45.462, -1154.852, -55.565, 332.008, -9.523, 220.253, 14.714 
     1, -49.952, -18.000, -28.360, -1997.577, -54.577, -2962.860, -544.256, -12.535, -99.187 
    -1, -97.280, -24.000, -33.535, -1973.942, -11.742, 37.878, -736.036, -41.716, -204.952 
    -1, -108.330, -29.000, -37.335, -2142.977, -85.847, 634.370, 203.662, 238.554, 112.162 
    -1, -103.903, -30.000, -44.235, -2143.330, 11.634, 109.924, 293.817, -114.034, 34.418 
    -1, -98.030, -29.000, -47.735, -2072.702, -60.705, 1139.633, 230.367, 34.548, -185.569 
    -1, -95.973, -31.000, -45.402, -2077.940, -9.887, -208.096, -524.870, 64.457, 92.373 
    -1, -80.773, -23.000, -35.644, -2022.314, -25.709, 582.931, -321.111, 177.014, -139.408 
    -1, -111.104, -30.000, -41.735, -2505.071, -589.759, 184.471, 99.593, 96.112, 267.335 
     0, -7.891, 13.000, 16.158, 515.023,  3.088, -683.037, -145.081, -90.199, -41.318 
    -1, -66.063, -16.000, -23.561, -385.793, -125.683, 652.592, -313.520, 412.502, 116.516 
     1, -21.104, -9.000, -9.035, -217.257, -13.041, 892.385, 367.169, -55.660,  6.122 
     1, -46.157, -13.000, -16.949, -400.106, 75.052, 38.859, -165.970, -311.905, -115.366 
    -1,  3.631,  0.000, -1.909, -308.246, -171.670, 707.535, 185.971, -278.877, -0.294 
    -1, -23.578, -11.000, -18.364, -384.553, -20.796, -293.170, -480.081, -0.620, -74.680 
    -1, -63.025, -12.000, -11.727, -261.849, -7.087, 97.397, -348.868, 154.174, 104.130 
     0, -9.651,  3.000,  3.433, -792.850,  1.520, 356.818, -27.947, -701.837, -105.395 
    -1, -56.767, -12.000, -12.827, -503.744, -79.303, 36.270, -89.531, -970.934, -179.178 
    -1, -53.009, -9.000, -6.497, -454.731,  1.636, 99.680, -384.207, -100.771, -19.237 
     1, 29.318, 10.000, 11.210, -122.845,  3.224, -115.423, -101.037, 214.419, 96.926 
    -1, -34.481, -5.000, -4.904, -450.296, -31.712, -1198.669, -455.382, -190.140, -158.303 
    -1, 47.195, 24.000, 26.534, 407.398, 100.781, -105.008, 31.327, 293.039, 126.148 
    -1, -18.292, -3.000, -6.921, -532.715, 29.745, -1695.275, -823.550, 39.741, -74.644 
    -1, 13.746, 15.000, 11.662, 469.610,  3.638, -3718.876, -851.241, 92.791, -60.024 
    -1, -53.117, -15.000, -21.500, -472.297, -65.180, 214.471, 46.008, 55.956, 69.454 
     1, -14.445, -5.000, -7.175, -5.481, -23.090, 87.688, -107.639, 15.561, 10.176 
     1, 46.277, 20.000, 24.097, 645.928, 17.047, 28.764, 16.938,  1.375, -28.554 
     0, 20.597,  5.000,  6.188, 85.198, -4.687, 45.632, 19.631, 56.522, 55.283 
    -1, -29.924, -7.000, -10.857, 87.262,  3.108, 312.471, 159.108, 212.698, 74.435 
     1, 26.568, 21.000, 23.400, 337.704,  7.136, -88.389, -54.208, 281.104, 71.191 
     1, 37.833,  6.000,  3.964, 193.303, -3.477, -14.638, -154.159, 398.691, 406.389 
     0, 26.483, 15.000, 19.542, 250.595, 61.619, -379.773, 68.504, 212.698, 14.808 
     1, 43.634, 19.000, 20.714, 733.638, 40.789, 195.854,  0.149, -163.279,  5.932 
     1, 50.097, 15.000, 18.129, 261.453, 32.424, -1076.193, 177.923, -100.275,  0.680 
     1,  4.116,  3.000,  4.620, -79.623, -0.276, 794.855, 297.629, 76.240, 10.325 
