A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
1444.211, 69.744,  0.048,  6.000, -0.500, 132.050, 32.727,  0.248,  1.000,  1.200
284.464, 147.418,  0.518,  4.000, -1.250, 53.195, -105.812, -1.989,  2.000,  1.250
54.321, 25.751,  0.474,  8.000,  2.000, -51.439, -25.751,  0.501, -7.000, -9.250
461.757, 94.682,  0.205,  7.000,  0.143, 323.814, -34.204, -0.106, -1.000, -0.226
541.340, 27.542,  0.051,  3.000, -4.500, -176.230, 32.475, -0.184,  1.000,  2.333
187.145, 145.099,  0.775,  6.000,  0.333, 77.927, -118.125, -1.516, -3.000, -4.000
149.184, 13.784,  0.092,  4.000, -1.375, 213.576, 15.199,  0.071,  0.000, -0.125
2543.328, 80.645,  0.032,  3.000, -5.000, 265.733,  8.255,  0.031,  3.000,  6.417
7084.360, 248.486,  0.035, 10.000,  2.438, 629.921, -74.210, -0.118, -3.000, -1.009
1646.854, 27.974,  0.017,  6.000, -2.600, -145.931, 15.908, -0.109, -1.000,  1.100
 5.661,  0.000,  0.000, 10.000,  1.214, 30.753,  6.829,  0.222, -4.000, -1.964
265.816, 27.572,  0.104,  5.000, -1.100, -124.446, -16.842,  0.135, -1.000, -1.025
205.102,  7.587,  0.037,  7.000, -0.583, -161.642, 16.827, -0.104, -4.000, -4.250
131.778, 21.698,  0.165,  8.000, -1.875, 39.884, -11.990, -0.301, -4.000, -0.875
376.680, 17.698,  0.047,  8.000,  1.786, 64.213, 15.227,  0.237, -1.000, -0.702
1305.219, 46.183,  0.035,  4.000, -2.250, -18.700, 14.855, -0.794,  2.000,  2.833
117.517, 24.050,  0.205,  5.000,  0.000, -8.404,  5.954, -0.709, -1.000, -0.625
873.053, 102.510,  0.117,  5.000, -3.333,  6.285, 55.483,  8.828,  3.000,  6.548
831.694, 51.523,  0.062,  4.000, -0.625, 19.538, -15.637, -0.800,  3.000,  1.554
522.155, 56.594,  0.108,  7.000,  2.417, -513.917, -56.387,  0.110, -6.000, -9.917
883.005, 34.705,  0.039,  8.000,  1.250, -70.819, 17.808, -0.251, -2.000, -3.875
957.210, 52.309,  0.055, 10.000,  3.688, 120.661, 69.376,  0.575,  1.000, -0.812
14.347, 130.523,  9.098,  4.000, -3.375, 43.273, -113.122, -2.614,  4.000,  1.575
86.737,  4.811,  0.055,  3.000, -3.500, -58.362, 170.407, -2.920,  3.000,  0.000
1990.013, 119.612,  0.060,  7.000, -0.750, 23.548, -42.185, -1.791,  2.000,  3.062
653.966, 76.126,  0.116,  7.000, -1.500, -483.847, -22.711,  0.047, -1.000, -1.500
1698.934, 84.005,  0.049,  6.000,  0.600, -27.625, 21.990, -0.796,  1.000, -0.600
470.610, 82.235,  0.175,  9.000,  0.250, -109.459, -50.244,  0.459, -6.000, -4.750
153.555, 14.987,  0.098,  9.000,  1.083, 23.552, 20.823,  0.884, -5.000, -2.958
4755.053, 305.251,  0.064,  5.000,  1.375, 1318.312, 41.592,  0.032,  4.000,  1.562
28.884, 27.303,  0.945,  3.000, -1.000, 94.414, -21.194, -0.224, -3.000, -4.000
317.230, 50.578,  0.159,  4.000, -2.375, 426.589, 158.569,  0.372,  0.000,  0.750
65.923, 55.051,  0.835,  7.000,  0.500, 346.783, -33.976, -0.098, -4.000, -5.500
2402.247, 103.327,  0.043,  9.000,  3.000, 99.063, 10.714,  0.108,  0.000, -0.312
2933.774, 76.269,  0.026,  5.000, -1.300, 339.365, 72.640,  0.214,  3.000,  3.487
123.260, 26.256,  0.213,  4.000, -1.375, 14.987, 13.454,  0.898,  3.000,  0.875
125.995,  3.731,  0.030,  7.000,  1.000, 40.312,  4.211,  0.104, -3.000, -2.125
940.660, 61.373,  0.065,  5.000, -0.700, 83.294, -19.427, -0.233,  2.000,  1.533
3533.788, 187.428,  0.053,  6.000, -5.167, 367.956, -31.299, -0.085,  6.000, 11.333
572.040, 18.324,  0.032,  5.000, -0.900, 27.852, -2.814, -0.101,  1.000,  0.317
40.938,  3.423,  0.084,  4.000, -2.833, 12.483, 23.540,  1.886,  0.000, -0.042
289.723, 19.120,  0.066, 10.000,  2.188, -45.986, -11.808,  0.257, -6.000, -6.688
1047.833, 44.741,  0.043,  3.000, -4.167, 89.341, 21.475,  0.240,  5.000,  5.310
156.278, 23.562,  0.151, 10.000,  3.650, -20.158, 11.228, -0.557, -2.000, -3.150
23.770,  5.360,  0.225,  3.000, -3.500, -8.298, -5.360,  0.646,  2.000,  0.167
4105.169, 301.116,  0.073,  5.000, -1.000, -246.530, -200.677,  0.814,  4.000,  1.562
659.786, 20.570,  0.031,  4.000, -3.625, 23.507, 18.618,  0.792,  2.000,  0.225
315.007, 55.591,  0.176,  8.000,  2.071, 374.147, 42.406,  0.113, -3.000, -3.696
1547.367, 64.132,  0.041,  5.000, -0.900, -2.279, 84.976, -37.294,  2.000,  0.043
1930.317, 51.256,  0.027,  4.000, -1.375, -16.814, 32.766, -1.949,  2.000,  0.042
4536.831, 136.614,  0.030,  5.000, -0.900, -304.933, -22.407,  0.073,  8.000,  6.511
6328.930, 203.694,  0.032,  4.000, -2.500, -277.301, -37.658,  0.136,  4.000,  2.833
955.984, 42.268,  0.044,  7.000,  1.571, 184.877, 49.186,  0.266, -1.000, -0.738
742.460, 26.427,  0.036,  7.000,  2.000, -83.633, -8.492,  0.102, -2.000, -2.400
374.744, 18.422,  0.049,  4.000, -2.375, 264.562, 15.616,  0.059,  1.000,  0.625
1050.475, 55.917,  0.053,  5.000, -0.500, 98.386,  2.944,  0.030,  6.000,  5.929
1906.255, 83.002,  0.044,  3.000, -1.500, 87.930, 17.624,  0.200,  1.000, -1.750
1036.093, 72.190,  0.070,  7.000,  2.071,  0.868, -9.086, -10.466, -1.000, -1.655
46.054, 36.520,  0.793,  4.000, -3.250, 11.116, -20.889, -1.879, -1.000, -0.083
2194.910, 49.906,  0.023,  7.000,  1.357, 115.868, 47.862,  0.413,  2.000,  1.357
464.372, 32.060,  0.069,  7.000, -0.625, -115.276,  4.831, -0.042, -1.000,  0.125
732.034, 40.229,  0.055,  3.000, -7.167, -124.170, -11.133,  0.090,  3.000,  6.267
7799.794, 68.706,  0.009,  7.000,  0.786, 696.431, -0.197, -0.000,  6.000,  5.839
167.420, 36.052,  0.215,  6.000, -0.333, 57.089,  9.109,  0.160, -2.000, -3.167
760.036, 94.682,  0.125,  8.000,  1.375, -267.471, -75.765,  0.283, -2.000, -3.125
378.449,  8.105,  0.021, 10.000,  2.833, -24.764, 71.572, -2.890, -7.000, -8.167
233.434,  7.688,  0.033,  8.000,  0.929, 68.796, 23.701,  0.345, -3.000, -2.929
150.844, 47.318,  0.314,  4.000, -1.750, -39.493, -35.552,  0.900, -1.000, -2.083
2190.749, 65.062,  0.030,  7.000,  0.857, 141.961, 33.524,  0.236,  4.000,  3.365
1055.523, 40.371,  0.038,  4.000, -5.000, 121.638, 14.868,  0.122,  3.000,  4.400
384.334,  8.488,  0.022,  3.000, -4.500, -40.255,  8.069, -0.200,  1.000,  3.000
17.674,  2.714,  0.154,  3.000, -4.833, 21.851, -2.714, -0.124,  2.000,  3.333
1662.823, 151.673,  0.091,  6.000,  0.000, -237.765, -104.300,  0.439,  1.000,  0.800
516.320, 92.234,  0.179, 10.000,  2.500, -461.563, -69.222,  0.150, -10.000, -11.000
275.275,  7.145,  0.026,  5.000, -1.000, 60.042, 24.141,  0.402,  2.000,  0.375
228.531, 248.297,  1.086,  5.000, -1.200, 49.482, -175.045, -3.538,  0.000, -0.925
651.690, 24.053,  0.037,  4.000, -1.625, -212.357, -10.101,  0.048,  3.000,  2.042
1574.865, 52.859,  0.034,  5.000,  0.600, -685.924, 112.740, -0.164,  4.000,  0.300
118.339,  2.709,  0.023,  4.000, -0.625, 118.568,  7.527,  0.063,  1.000, -0.675
435.643, 37.861,  0.087,  6.000,  0.083, -131.210, -26.029,  0.198,  1.000,  1.488
2399.557, 77.031,  0.032,  6.000, -2.500, -801.994,  1.776, -0.002,  7.000,  9.125
269.727, 14.670,  0.054,  8.000, -0.600, 29.603,  4.186,  0.141, -1.000,  0.500
882.331, 43.556,  0.049,  7.000, -2.000, -86.416, 12.510, -0.145, -2.000, -0.250
186.111, 17.638,  0.095, 12.000,  4.000, 40.223, -7.502, -0.187, -6.000, -6.800
660.892, 42.016,  0.064,  7.000, -0.800, -5.424, -15.878,  2.927, -1.000,  0.800
98.542, 38.461,  0.390,  4.000, -5.333,  8.686, -16.402, -1.888,  1.000,  4.333
610.582, 62.024,  0.102,  8.000,  1.571, 24.958, -1.157, -0.046, -3.000, -4.071
83.210, 19.654,  0.236,  7.000, -1.300,  4.710,  6.019,  1.278, -3.000, -1.075
12.142,  5.294,  0.436,  6.000,  0.300, 146.664, 69.074,  0.471,  1.000,  0.000
229.909,  7.911,  0.034,  6.000, -3.375, 32.903, 15.156,  0.461,  0.000,  2.000
161.322, 60.302,  0.374,  4.000, -4.875, 48.562, 23.262,  0.479, -1.000, -0.958
96.415, 28.095,  0.291,  7.000, -0.250, -14.502, -19.007,  1.311, -4.000, -3.083
57.607, 32.355,  0.562,  9.000,  0.800, 24.516, -1.648, -0.067, -4.000, -0.800
3177.004, 142.110,  0.045, 12.000,  4.875, 485.600, -9.922, -0.020, -3.000, -2.625
590.684, 46.274,  0.078,  4.000, -0.375, -129.003, -22.164,  0.172,  3.000,  0.792
2464.362, 116.900,  0.047,  3.000, -1.500, -273.443, -6.500,  0.024,  8.000,  6.550
2115.574, 88.535,  0.042,  5.000, -2.000, -94.369,  4.201, -0.045,  2.000,  2.786
590.607, 23.509,  0.040,  6.000, -0.600, 142.684, 40.096,  0.281, -2.000, -1.275
485.393, 35.354,  0.073,  4.000, -3.125, -31.359, -18.547,  0.591,  0.000,  1.750
24.768,  4.823,  0.195,  5.000, -2.500, 78.442,  3.259,  0.042,  0.000,  0.700
286.770, 49.298,  0.172,  3.000, -3.333, -137.880, -38.962,  0.283,  2.000,  2.633
1018.755, 18.667,  0.018,  8.000, -2.400, -100.054, -1.372,  0.014,  2.000,  5.686
120.686,  1.810,  0.015,  5.000, -3.500, 514.899, 26.362,  0.051,  1.000,  3.333
612.043, 28.720,  0.047, 10.000,  4.429, 110.776,  7.469,  0.067, -3.000, -3.071
395.480, 74.175,  0.188,  6.000, -0.250, -152.239, -64.691,  0.425,  0.000, -0.250
424.519, 41.077,  0.097,  4.000, -3.375, 134.729, -1.067, -0.008,  2.000,  3.792
319.122, 392.354,  1.229,  9.000,  1.643, -56.518, -378.326,  6.694, -3.000, -2.843
68.614, 72.276,  1.053, 14.000,  5.167, -46.263, -67.456,  1.458, -10.000, -7.667
888.285, 39.726,  0.045,  5.000, -1.700, -22.672, -12.402,  0.547,  1.000,  0.600
1827.430, 159.740,  0.087,  8.000,  1.583, -106.466, -20.834,  0.196, -1.000, -0.083
110.901, 35.316,  0.318,  4.000, -3.750, 17.942, -3.825, -0.213,  1.000,  4.350
609.603, 25.526,  0.042,  7.000,  1.286, 190.772, 16.656,  0.087, -2.000, -1.661
370.450, 35.031,  0.095,  6.000,  0.375, 32.452,  6.211,  0.191, -2.000, -5.750
594.414, 27.610,  0.046,  4.000, -3.125, -263.911, 16.841, -0.064,  1.000,  1.125
 8.242,  0.000,  0.000,  6.000, -1.900, 58.233, 27.181,  0.467, -3.000, -2.600
4522.200, 131.602,  0.029,  6.000,  0.800, 224.419, -36.397, -0.162,  6.000,  5.575
178.565, 10.115,  0.057,  6.000,  0.000, -99.770, 13.660, -0.137, -2.000, -5.625
123.400, 45.193,  0.366,  5.000, -2.500, -33.261, -3.658,  0.110, -1.000, -1.125
182.786, 34.419,  0.188,  9.000,  2.667, -132.789, -10.864,  0.082, -6.000, -10.667
311.919, 68.680,  0.220,  7.000,  1.250, -187.638, -38.813,  0.207, -4.000, -2.750
728.021, 29.052,  0.040,  5.000, -1.600, -90.870, 24.964, -0.275, -2.000,  0.933
135.309, 11.608,  0.086,  6.000, -2.333, -0.784,  6.911, -8.812, -3.000,  0.500
182.619, 31.097,  0.170,  5.000, -0.700, -42.959, -22.161,  0.516, -1.000, -2.050
353.620, 39.460,  0.112,  6.000, -2.625, 223.557,  5.169,  0.023,  1.000,  2.042
2488.823, 185.591,  0.075,  5.000, -1.300, -34.242, -54.935,  1.604,  6.000,  6.850
439.496, 34.874,  0.079,  7.000,  0.571, -26.599, -15.647,  0.588, -2.000, -2.471
86.361, 63.481,  0.735,  7.000, -0.500, -60.779, -47.990,  0.790, -4.000, -3.333
474.044, 20.824,  0.044,  6.000, -0.833, -217.343, 10.104, -0.046, -5.000, -2.917
128.130, 22.098,  0.172,  6.000, -2.833, -86.164, -8.382,  0.097, -5.000, -1.667
579.702, 22.235,  0.038,  6.000, -1.583, 21.365, -1.421, -0.066,  4.000,  5.798
415.165, 22.053,  0.053,  9.000, -0.583, 112.635,  2.658,  0.024, -4.000, -0.717
2036.818, 106.364,  0.052,  6.000, -2.500, -775.897, -54.070,  0.070,  0.000,  1.333
190.859,  7.390,  0.039,  3.000, -1.833, -46.239,  9.689, -0.210,  3.000, -0.167
180.146,  8.535,  0.047,  3.000, -5.750, -127.318,  0.921, -0.007,  0.000,  2.750
1606.274, 260.803,  0.162,  4.000, -3.000, -439.543, -119.149,  0.271,  3.000,  3.667
2561.846, 38.637,  0.015,  5.000, -1.000, 76.794, 15.810,  0.206,  4.000,  3.500
338.729,  6.058,  0.018, 10.000,  4.889, 149.077,  3.143,  0.021, -4.000, -6.639
313.921, 53.959,  0.172,  5.000, -1.700, -37.038, -19.638,  0.530, -2.000, -1.800
1076.709, 37.874,  0.035,  3.000, -7.333, -227.988, 12.962, -0.057,  4.000,  6.133
3028.978, 125.488,  0.041, 10.000,  3.333, -1.293,  3.156, -2.440, -2.000, -2.271
598.241, 20.724,  0.035,  6.000, -0.333, 206.086, 20.128,  0.098,  2.000,  0.583
17.172,  0.281,  0.016,  3.000, -5.000,  1.031, 19.337, 18.763,  1.000,  0.000
392.064, 17.565,  0.045,  9.000,  3.444, -152.578, -1.830,  0.012, -3.000, -5.569
 3.556,  2.862,  0.805,  3.000, -5.500, 26.796, 74.717,  2.788,  2.000,  3.333
846.251, 177.585,  0.210,  4.000, -6.250, -52.520, -56.385,  1.074,  4.000,  9.417
19.030,  3.231,  0.170,  6.000, -0.250, -17.257, -3.231,  0.187, -5.000, -5.000
275.636, 17.044,  0.062,  7.000,  1.214, -30.252, 35.274, -1.166,  0.000, -1.314
49.658,  3.594,  0.072,  3.000, -2.500, 42.950,  9.474,  0.221,  3.000,  2.125
207.712, 14.723,  0.071,  5.000, -2.600, -6.591, 55.907, -8.482,  1.000,  2.433
94.920, 50.884,  0.536, 11.000,  4.864, -65.975, -42.790,  0.649, -6.000, -7.864
98.587, 66.819,  0.678,  9.000, -1.500, -23.168, -45.552,  1.966, -4.000,  0.750
2839.309, 153.729,  0.054,  5.000, -1.800, -17.912, -31.577,  1.763,  2.000,  2.443
393.703, 44.579,  0.113,  3.000, -4.000, -265.241, -27.158,  0.102,  0.000, -0.500
495.280, 62.431,  0.126,  4.000, -4.000, -130.908, -20.042,  0.153,  0.000,  3.250
588.513, 63.763,  0.108,  2.000, -4.000, 80.659, -30.619, -0.380,  3.000,  2.500
484.942, 83.179,  0.172,  5.000, -2.500, -96.002, -28.606,  0.298, -1.000,  2.250
1717.107, 102.845,  0.060,  5.000, -2.333, -120.444, 42.274, -0.351,  5.000,  5.833
975.342, 154.199,  0.158,  7.000,  0.300, -598.647, -68.195,  0.114, -3.000, -3.133
456.859, 49.647,  0.109,  8.000,  0.600, 15.237, 31.065,  2.039, -4.000, -2.600
57.518,  8.128,  0.141,  3.000, -2.667, 114.644,  7.953,  0.069,  1.000,  1.292
263.516, 41.829,  0.159,  7.000,  1.800, 94.263, -17.956, -0.190, -3.000, -5.175
2314.905, 168.519,  0.073,  9.000,  2.667, -130.180, 36.504, -0.280, -3.000, -1.833
295.878, 16.032,  0.054,  5.000, -2.700, 132.795, 73.949,  0.557,  1.000,  0.700
489.165, 29.679,  0.061, 13.000,  4.100, -138.141, -17.726,  0.128, -9.000, -6.350
309.820, 25.079,  0.081,  8.000,  0.167, 74.576,  4.705,  0.063, -4.000, -1.792
23.802,  0.420,  0.018,  6.000,  0.083, -16.998, -0.420,  0.025, -3.000, -3.917
3655.972, 106.022,  0.029,  5.000, -3.300, 399.811, 90.145,  0.225,  1.000,  2.550
216.638, 12.106,  0.056,  8.000, -2.833, 294.359,  6.033,  0.020, -2.000,  1.833
756.767, 107.680,  0.142,  4.000, -4.250, 141.946, -7.915, -0.056,  0.000,  1.125
674.830, 42.822,  0.063,  5.000, -1.250, 250.778, 187.726,  0.749, -1.000, -0.625
151.410, 15.170,  0.100, 17.000, 10.423, 40.741,  9.537,  0.234, -13.000, -11.298
1118.836, 76.918,  0.069,  8.000,  2.500, -176.433, -55.603,  0.315, -2.000, -1.917
744.442, 20.535,  0.028, 17.000,  9.167, 36.346, 40.096,  1.103, -11.000, -10.000
698.961, 52.484,  0.075,  5.000, -1.100, 44.751, 24.455,  0.546,  2.000,  2.400
294.794, 51.573,  0.175,  8.000, -1.500, -95.638,  9.709, -0.102, -3.000,  0.200
508.654, 19.825,  0.039,  3.000, -4.667, -4.393, 49.086, -11.175,  3.000,  4.067
905.301, 38.070,  0.042, 12.000,  5.083, -39.076,  1.188, -0.030, -3.000, -2.208
110.043, 14.697,  0.134,  9.000,  2.375, -48.101, 61.567, -1.280, -4.000, -2.000
304.622, 76.617,  0.252,  9.000,  1.200, -33.595, 58.295, -1.735, -5.000, -3.950
149.675, 19.663,  0.131,  7.000,  2.643, -115.635, -8.460,  0.073, -4.000, -8.310
326.656, 45.609,  0.140,  4.000, -1.750, 55.066, 22.858,  0.415,  1.000,  1.350
237.425, 35.035,  0.148,  4.000, -1.833, -114.341, -28.541,  0.250,  0.000,  0.333
849.585, 44.771,  0.053,  5.000, -0.833, -422.310, -7.586,  0.018,  0.000, -0.567
485.057, 43.027,  0.089,  5.000, -1.200, -25.291, 46.823, -1.851,  1.000,  1.867
380.633, 30.749,  0.081,  3.000, -4.667, -306.775, -1.053,  0.003,  1.000,  1.917
161.440, 43.473,  0.269,  7.000,  1.286, -57.885, -7.047,  0.122, -3.000, -2.286
1160.116, 51.911,  0.045,  4.000, -3.500, 116.046, 120.769,  1.041,  3.000,  4.917
382.907,  7.965,  0.021,  3.000, -4.167, 141.577,  5.223,  0.037,  2.000,  3.267
179.145, 44.215,  0.247,  4.000, -4.375, -106.510, -13.352,  0.125,  0.000,  1.125
319.951, 22.643,  0.071,  1.000, -2.000, 57.398,  0.069,  0.001,  7.000,  4.167
160.531, 10.670,  0.066,  2.000, -1.167, 20.810, 37.949,  1.824,  4.000, -0.333
1369.147, 45.375,  0.033,  6.000, -2.000, -725.885, 32.522, -0.045,  0.000, -2.000
539.847, 19.949,  0.037,  4.000, -1.875, -156.358, -3.351,  0.021,  3.000, -0.125
453.688, 46.189,  0.102,  5.000, -2.167, 143.022, 159.248,  1.113,  5.000,  3.881
1862.671, 250.366,  0.134,  7.000,  1.357, 119.734, -36.710, -0.307,  8.000,  4.357
15.554,  1.912,  0.123,  6.000,  0.000, -8.742, -1.912,  0.219, -1.000, -3.250
138.640, 10.599,  0.076,  3.000, -4.667, 78.784, 77.837,  0.988,  5.000,  5.067
369.931, 14.890,  0.040, 12.000,  2.800, 91.651, 11.653,  0.127, -8.000, -6.425
348.009, 20.232,  0.058,  7.000, -0.800, -25.753, 16.972, -0.659, -3.000, -0.575
 3.606,  0.000,  0.000, 14.000,  8.050, 30.165, 25.601,  0.849, -11.000, -10.050
1525.091, 30.420,  0.020,  9.000,  3.214, 212.702, 125.359,  0.589, -3.000, -3.314
40.399, 35.083,  0.868,  7.000, -0.875, -10.669, 86.806, -8.136, -4.000, -1.125
161.632, 30.179,  0.187,  9.000,  0.583, 19.613, -11.746, -0.599, -3.000,  0.317
414.637, 72.219,  0.174,  9.000,  1.429, -78.178, 22.711, -0.291, -6.000, -5.929
932.058, 43.915,  0.047,  6.000, -1.000, 58.637, 60.249,  1.027,  1.000,  1.600
262.712,  8.354,  0.032,  9.000,  2.167, 15.663,  4.521,  0.289, -5.000, -6.917
367.768, 18.672,  0.051,  9.000,  1.500, -48.399, 211.998, -4.380, -5.000, -3.750
802.815, 25.812,  0.032,  5.000, -4.000, -4.340, 32.555, -7.501,  3.000,  3.833
465.152,  7.299,  0.016,  5.000, -1.125, 21.570,  5.469,  0.254,  2.000,  0.125
1120.841, 59.823,  0.053,  3.000, -4.000, -27.872, -26.780,  0.961,  5.000,  4.417
608.649, 30.469,  0.050,  8.000,  2.875, -81.055, 44.016, -0.543,  7.000,  3.812
736.869, 102.211,  0.139,  7.000,  1.000, 139.147, -58.141, -0.418, -1.000, -1.417
898.930, 54.164,  0.060,  5.000, -2.400, 242.774, -3.100, -0.013, -4.000, -0.600
120.673,  3.727,  0.031,  5.000, -3.000, 67.675,  1.374,  0.020, -5.000,  0.000
87.169, 122.550,  1.406,  5.000, -2.200, -27.710, -110.713,  3.995, -1.000, -0.633
5098.774, 258.596,  0.051,  7.000,  1.200, -255.810, -54.652,  0.214,  8.000,  6.350
1660.701, 41.090,  0.025,  6.000,  1.083, 271.256, -4.230, -0.016,  1.000, -1.012
7305.096, 220.385,  0.030,  5.000, -0.800, 163.873, 67.722,  0.413,  8.000,  7.356
1271.647, 133.221,  0.105,  1.000, -3.250, -118.057, -59.751,  0.506,  4.000, -0.625
2119.079, 244.739,  0.115,  1.000, -1.250, -25.265, -38.818,  1.536, 10.000,  5.393
2090.369, 89.914,  0.043, 10.000,  2.800, -131.109, -2.510,  0.019, -1.000, -2.800
165.851, 23.268,  0.140,  6.000, -2.700, -103.032, 84.318, -0.818,  1.000,  2.825
945.456, 25.255,  0.027,  6.000,  0.000, 16.469,  2.982,  0.181,  0.000, -2.500
143.967, 50.256,  0.349,  4.000, -3.250, 10.423, 90.174,  8.651, -3.000, -4.000
871.652, 33.276,  0.038,  5.000, -2.833, -144.020, 18.386, -0.128, -1.000, -0.417
177.966, 41.796,  0.235,  5.000, -1.700, -36.795, -23.537,  0.640,  1.000,  0.200
4603.677, 62.062,  0.013,  5.000, -2.100, -138.841, 10.441, -0.075,  6.000,  5.800
3251.399, 91.441,  0.028,  5.000, -3.167, -198.988, 25.141, -0.126,  4.000,  5.167
483.025, 91.289,  0.189,  4.000, -2.667, 315.131, -56.258, -0.179,  1.000,  1.167
 6.294,  0.000,  0.000,  4.000, -2.000, 38.401,  3.822,  0.100,  0.000, -2.250
45.887,  4.136,  0.090,  7.000,  0.286, -30.150,  9.940, -0.330, -4.000, -4.952
2023.542, 46.986,  0.023,  6.000, -2.250, 28.042, -12.586, -0.449,  2.000,  2.250
2622.261, 39.184,  0.015,  6.000, -2.600, 96.717, 22.389,  0.231,  7.000,  8.918
49.584,  8.697,  0.175,  5.000, -2.333, 24.693, 18.147,  0.735,  3.000,  2.458
91.521,  8.621,  0.094,  2.000, -3.667, 10.364, -1.502, -0.145,  2.000,  0.417
230.948, 22.733,  0.098,  9.000,  0.700, 341.159, -5.088, -0.015, -2.000, -0.783
61.916,  7.457,  0.120,  5.000, -2.625, -42.671, -5.131,  0.120,  1.000, -3.375
846.013, 63.578,  0.075,  6.000, -0.833, -21.268, 14.962, -0.704,  2.000,  2.083
82.727,  2.808,  0.034,  6.000,  1.900, 18.237,  2.978,  0.163, -1.000, -4.600
1093.791, 136.638,  0.125, 12.000,  1.417, 440.399, -13.507, -0.031,  0.000,  2.683
1346.868, 42.980,  0.032,  6.000,  0.250, 189.879, 52.168,  0.275,  8.000,  5.062
336.323, 31.676,  0.094,  3.000, -4.000, 61.433, -8.671, -0.141,  2.000,  1.100
168.029, 37.247,  0.222,  3.000, -4.833, -25.840, -20.016,  0.775,  1.000,  2.583
325.762, 17.543,  0.054,  5.000, -2.000, 26.819,  4.318,  0.161, -4.000, -6.000
1814.172, 176.198,  0.097,  3.000, -2.000, -171.682, -82.255,  0.479,  4.000,  3.083
1767.578, 93.506,  0.053,  5.000,  0.000, -112.340, 44.062, -0.392,  2.000,  0.583
49.489, 30.669,  0.620,  3.000, -4.333, -6.951, -11.846,  1.704,  2.000,  4.708
212.367, 10.821,  0.051,  3.000, -2.000, -38.517, -1.110,  0.029,  3.000,  1.375
486.981, 60.588,  0.124,  4.000, -1.000, 26.778, -17.984, -0.672,  2.000,  0.000
6993.692, 112.661,  0.016,  8.000,  1.875, 119.870, -9.200, -0.077,  2.000,  1.425
118.296,  3.712,  0.031,  5.000, -2.000, 728.138, 15.788,  0.022,  4.000,  4.500
4366.871, 188.477,  0.043,  4.000, -3.125, 654.412, 37.877,  0.058,  6.000,  6.375
309.232, 11.256,  0.036,  7.000,  0.429, 90.111,  7.102,  0.079, -3.000, -3.054
874.699, 52.312,  0.060,  6.000, -1.000, -116.920, -7.840,  0.067, -1.000, -2.700
2318.961, 51.487,  0.022, 10.000,  4.167, 31.719, 41.802,  1.318, -7.000, -10.667
240.959, 41.602,  0.173, 12.000,  5.500, -5.595, -30.114,  5.382, -6.000, -8.125
270.314, 21.821,  0.081,  3.000, -5.667, 237.265, -13.654, -0.058,  3.000,  3.967
642.917, 25.605,  0.040,  6.000, -1.417, -53.445, -1.604,  0.030, -1.000,  0.017
4610.485, 125.791,  0.027,  8.000,  2.333, 543.381, 62.407,  0.115,  1.000,  0.278
335.715, 46.227,  0.138,  8.000,  2.333, 114.760, -30.278, -0.264,  0.000, -1.262
12.343,  1.666,  0.135,  4.000, -1.375, 23.399,  0.872,  0.037, -1.000, -1.625
661.938, 29.569,  0.045,  5.000, -0.200, -478.817, -17.255,  0.036,  5.000,  2.575
13.070,  0.141,  0.011,  5.000,  0.300, 32.495,  6.730,  0.207, -2.000, -5.467
1919.437, 65.109,  0.034,  5.000, -0.900, -1058.758, -40.868,  0.039,  2.000,  0.829
1455.676, 27.478,  0.019,  4.000, -1.375, 117.771, 15.424,  0.131,  1.000, -1.525
368.913,  8.839,  0.024,  1.000, -2.250, -15.480,  4.135, -0.267,  3.000, -0.625
277.170, 11.430,  0.041, 10.000,  1.625, -43.497,  3.964, -0.091, -3.000, -1.025
5910.257, 210.882,  0.036,  5.000, -1.800, 380.217, 10.352,  0.027, 11.000, 11.000
 7.328,  0.622,  0.085,  7.000,  0.000, 301.546, 18.062,  0.060, -6.000, -5.500
38.821, 21.225,  0.547,  6.000, -1.500,  3.890, -16.842, -4.330, -1.000, -1.167
2154.304, 170.308,  0.079,  6.000, -2.400, -533.233, -106.837,  0.200,  1.000,  2.500
3304.290, 117.509,  0.036,  5.000, -0.600, -455.239, -25.981,  0.057,  3.000,  1.912
 2.338,  0.000,  0.000,  3.000, -5.833, 227.442, 22.054,  0.097,  1.000,  1.833
262.821, 46.801,  0.178,  1.000, -4.750, 333.132, 19.110,  0.057,  3.000,  2.375
947.546, 172.316,  0.182,  5.000, -3.125, 1189.558, 50.235,  0.042,  6.000,  7.438
2131.273, 54.597,  0.026, 10.000,  1.600,  8.366, -6.671, -0.797, -5.000, -4.500
3575.328, 124.742,  0.035,  9.000,  1.100, 1208.632, 21.571,  0.018, -1.000, -0.386
15497.690, 350.416,  0.023,  4.000, -2.875, 272.133, -22.170, -0.081,  7.000,  6.625
108.908,  8.907,  0.082,  5.000, -1.400, 186.431, 20.294,  0.109,  0.000,  0.200
595.276, 22.592,  0.038, 11.000,  4.722, 26.696, 24.255,  0.909, -6.000, -6.222
48.071, 16.620,  0.346,  6.000,  1.167,  6.793, 248.359, 36.561,  0.000, -3.667
221.070, 135.832,  0.614,  2.000, -3.333, -62.706, -87.893,  1.402,  0.000, -1.667
