da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
153.293, 132.470, 97.379, 150.176, 133.448, 76.376, 70.376,  9.673,  0.137,  6.000,  0.200, -41.435, -24.290, 29.655, -45.159, -21.140, 66.299, 129.560, 21.286,  0.164,  0.000,  0.175
106.928, 138.100, 127.538, 99.943, 137.922, 122.135, 693.586, 114.345,  0.165,  7.000, -0.700, -36.634,  3.157, 12.976, -6.875,  6.734,  0.140, -6.546, -101.367, 15.486,  1.000,  2.617
147.682, 93.822, 118.496, 147.682, 93.822, 118.496, 36.716,  6.980,  0.190,  6.000, -1.833, 16.966, -25.187,  8.221, 16.966, -25.187,  8.221, -11.861,  9.179, -0.774, -5.000, -5.667
110.399, 121.364, 128.215, 109.236, 121.167, 129.597, 196.917, 64.526,  0.328,  8.000,  0.562, -4.030,  0.573,  3.479, -4.626,  2.716,  1.910,  5.259, 176.341, 33.534, -4.000, -3.562
122.122, 116.811, 121.856, 121.143, 116.417, 122.441, 144.223, 131.184,  0.910,  3.000, -6.167,  2.430, -16.903, 13.683, -5.979, -6.745, 12.724, -75.217, -121.342,  1.613,  0.000,  1.833
115.916, 120.839, 123.245, 109.706, 120.153, 130.141, 576.883, 34.503,  0.060, 11.000,  3.571, -11.437,  5.186,  6.252,  1.933, -0.794, -1.139, -3.529,  6.084, -1.724, -4.000, -2.271
132.115, 116.205, 110.794, 128.187, 116.361, 115.451, 1382.663, 139.576,  0.101,  4.000, -4.875, 10.841, -13.592,  3.638,  7.240, -14.887,  7.647, -203.427, 28.166, -0.138,  1.000,  1.975
112.661, 112.820, 134.519, 111.729, 111.676, 136.595, 3876.102, 229.192,  0.059,  6.000, -4.500, 16.363, -28.141,  6.224, 10.047, -13.928,  3.881, -420.174, -112.673,  0.268,  6.000, 10.364
125.251, 129.988, 116.303, 120.427, 125.601, 113.972, 737.705, 30.147,  0.041,  7.000, -0.100,  0.618, -5.442, -9.161,  9.459, -0.907, -8.552, -53.099, -21.025,  0.396, -2.000, -1.900
135.540, 110.193, 109.828, 135.666, 117.012, 107.321, 2705.261, 136.459,  0.050,  8.000,  0.300,  7.467, -0.274, -2.834, -1.977, -8.247, 10.225, 255.068, -32.189, -0.126,  2.000,  3.138
122.243, 116.870, 103.442, 128.756, 131.304, 99.940, 1095.657, 171.725,  0.157,  3.000, -6.000, 16.681,  7.360, 18.337, -18.895, -10.833, 29.727, 279.159, -135.601, -0.486,  6.000,  7.786
131.504, 110.269, 125.184, 130.007, 109.213, 120.780, 260.328, 10.466,  0.040, 10.000,  3.450, -14.319,  9.192, -8.382, -12.098, 12.871, -0.772, -83.351,  3.244, -0.039, -6.000, -5.950
126.212, 127.576, 102.153, 115.827, 133.340, 110.833, 995.653, 100.883,  0.101, 11.000,  3.714,  1.493, -8.325, 10.892, 17.476, -9.836, -7.640, 218.742, -13.562, -0.062,  3.000,  1.714
108.123, 105.839, 130.127, 117.100, 107.061, 135.839, 58.617,  5.526,  0.094,  8.000,  2.000, 23.481, 22.942, -40.563, 17.472, 25.605, -43.078, -6.468, -0.893,  0.138, -4.000, -5.250
124.520, 129.784, 102.534, 107.793, 135.170, 117.037, 1035.487, 90.301,  0.087, 10.000, -1.500, 11.368, 16.507, -19.869, 10.741, -1.200, -9.542, -349.661, -63.513,  0.182, -1.000,  1.929
115.529, 137.516, 115.168, 114.218, 134.655, 111.127, 1384.146, 169.227,  0.122,  5.000, -2.100, -8.509, -4.647, -13.197,  3.681,  1.565, -5.246, -172.657, -151.587,  0.878,  7.000,  4.267
122.719, 102.925, 134.356, 118.568, 106.063, 135.369, 2534.716, 66.448,  0.026, 12.000,  2.929, -3.566, 18.582, -7.876,  1.529, 16.193, -17.722, 164.265, -33.006, -0.201, -5.000, -3.357
123.148, 99.033, 141.529, 120.903, 98.014, 141.082, 1062.894, 97.788,  0.092,  8.000,  0.375, -12.163, 25.166,  5.634, -11.916, 18.423, -6.507, -198.019, -9.497,  0.048,  1.000,  2.125
122.252, 133.372, 104.376, 121.071, 120.015, 118.913, 951.872, 30.880,  0.032,  5.000, -3.500, -4.825, -32.346, 36.570, -0.744, -19.662, 20.406, 40.873, 18.036,  0.441, -1.000,  0.000
114.646, 118.806, 123.468, 113.577, 118.842, 127.582, 1741.562, 123.632,  0.071, 14.000,  6.875, -2.578,  4.823, -0.933, -2.573,  5.708, -3.135, -110.639, -57.258,  0.518, -3.000, -2.688
123.596, 126.397, 110.007, 124.781, 121.114, 114.105, 690.171, 37.532,  0.054, 13.000,  2.000, -7.615, 14.052, -13.961, -11.591, 24.580, -12.989, -47.536, -26.831,  0.564, -6.000, -2.786
141.175, 104.611, 120.830, 138.691, 109.654, 111.655, 1139.298, 116.226,  0.102,  6.000, -2.000, -15.535,  2.881, 11.448, -16.050, -10.448, 26.498, -59.641, -44.080,  0.739,  0.000,  2.417
121.254, 141.870, 101.141, 103.777, 138.462, 117.761, 48.986,  3.505,  0.072, 10.000,  4.900,  9.731, -9.251, -10.194, 29.372, -3.596, -25.776, -8.308, -2.480,  0.299, -6.000, -9.025
117.142, 143.758, 101.730, 116.473, 143.315, 100.213, 448.613, 18.300,  0.041,  6.000,  0.750, 18.170, -25.436,  4.082, 17.444, -27.910, 10.466, 23.669, 144.002,  6.084,  0.000, -1.250
134.961, 107.378, 111.797, 133.052, 108.989, 117.958, 1130.943, 74.928,  0.066,  4.000, -3.250,  2.792, -4.576,  6.984,  1.939, -4.608,  2.669, 112.524, -58.522, -0.520,  4.000,  5.000
137.680, 152.625, 122.857, 132.321, 126.827, 100.853, 1367.538, 155.966,  0.114,  7.000,  1.071, 11.254, -30.361, -42.148,  9.555, -1.888, -7.668, -1029.329, -145.390,  0.141,  0.000, -1.471
129.765, 113.640, 110.512, 130.807, 116.516, 112.677, 465.196, 22.672,  0.049,  6.000, -1.417,  0.069,  8.669, -2.655, -7.734,  2.880,  4.855, -30.266, -14.428,  0.477,  1.000,  0.917
111.793, 139.258, 133.442, 105.947, 119.949, 134.105, 1284.247, 95.996,  0.075,  3.000, -2.833, 23.678, -55.176, -2.997, 28.349, -32.848,  4.499, -221.671, -13.215,  0.060,  9.000,  6.405
102.420, 137.813, 119.767, 99.446, 124.666, 135.888, 416.857, 11.828,  0.028,  5.000, -1.000,  8.699, -3.966, -4.732, 17.096, 11.084, -28.180, -22.077, -5.774,  0.262,  5.000,  1.333
109.020, 134.942, 122.692, 112.165, 136.717, 111.116, 1008.484, 108.741,  0.108,  6.000, -0.083, -32.527, 16.553,  9.320, -24.857, 17.338,  7.522, -606.680, -68.217,  0.112,  1.000,  0.283
117.454, 114.322, 128.224, 119.772, 110.631, 129.597, 462.812, 30.944,  0.067,  4.000, -3.250, -36.163,  5.968, 17.234, -27.555, 15.356, 12.200, -197.702, -19.824,  0.100,  2.000,  3.750
119.340, 119.618, 116.395, 127.005, 116.081, 116.911, 299.261, 133.332,  0.446,  5.000, -1.300, -0.151, 14.233, -9.436, -4.274, 16.221, -11.944, -243.464, -126.069,  0.518,  1.000, -0.325
137.466, 94.764, 127.770, 139.605, 94.322, 126.074, 159.421, 15.876,  0.100,  1.000, -6.250, -21.431, 11.209, 10.222, -24.484, 10.484, 14.000, -122.097, 17.097, -0.140,  4.000,  5.083
117.734, 141.474, 100.791, 114.883, 141.842, 103.275, 53.219,  2.684,  0.050, 12.000,  5.944, -36.321, -8.433, 44.753, -33.395, -8.618, 42.013, -36.067, 46.378, -1.286, -11.000, -11.444
122.840, 116.681, 129.752, 118.203, 108.208, 133.589, 182.171, 11.971,  0.066,  9.000,  2.083,  5.448,  2.435, -17.156,  9.812, 17.414, -27.225, -3.502,  0.471, -0.134, -6.000, -7.917
111.463, 136.162, 127.245, 104.146, 136.295, 119.559, 849.363, 32.012,  0.038,  4.000, -3.500,  4.503, -21.813, -20.995, 16.025, -15.559, -0.466, -7.828, 35.308, -4.510,  0.000, -0.500
119.802, 135.598, 107.931, 118.137, 139.385, 102.478, 184.075, 13.896,  0.075,  6.000, -1.875,  5.058,  6.555, -14.945, 13.457,  8.855, -22.312, -74.441, -10.467,  0.141, -1.000, -3.125
92.664, 130.917, 130.167, 98.057, 131.036, 130.907, 2062.845, 173.928,  0.084,  4.000, -2.875, 32.221, -3.349, -16.885, 25.900, -6.111, -19.789, -22.066, -17.042,  0.772,  6.000,  5.675
128.547, 98.241, 126.883, 127.594, 102.368, 130.038, 516.827, 50.566,  0.098, 12.000,  3.778, -3.555,  8.446, -2.503, -3.191,  3.249, -0.058, -8.677, -35.412,  4.081, -6.000, -4.528
109.247, 114.643, 133.435, 114.753, 115.462, 129.785, 3027.052, 208.425,  0.069,  4.000, -8.375, 15.911, -21.579,  8.342, 13.705, -17.554,  3.850, -211.792, -42.487,  0.201,  7.000, 11.208
103.659, 127.910, 128.838, 105.038, 128.636, 126.326, 933.445, 80.909,  0.087, 15.000, -2.250, -2.766, -1.601,  3.960,  2.945, -4.784,  1.839, -328.312, -37.347,  0.114, -8.000,  2.833
100.615, 136.565, 123.223, 105.015, 124.531, 130.455, 1161.388, 210.235,  0.181,  6.000, -6.333, -9.270,  3.498,  5.371, -20.061, 15.320,  4.741, -351.626, -120.814,  0.344,  2.000,  7.405
112.538, 121.085, 124.713, 110.316, 123.642, 126.043, 3569.968, 178.863,  0.050,  8.000, -5.250,  9.201,  7.738, -10.355,  7.649,  0.441, -8.090, -92.236, -19.454,  0.211,  2.000,  8.312
112.957, 103.645, 142.066, 109.921, 111.844, 138.235, 2758.752, 171.618,  0.062,  6.000, -4.000, -2.938, -9.253,  9.378,  9.533, -21.492, 11.959, -116.024, -113.974,  0.982,  0.000,  2.400
94.728, 130.079, 132.845, 98.111, 129.413, 132.477, 1682.312, 197.528,  0.117,  7.000, -5.625, 40.034, -38.741, -26.674, 42.378, -28.802, -13.575, -605.083, -46.357,  0.077,  2.000,  7.425
95.841, 104.511, 137.114, 99.850, 127.919, 132.230, 1273.178, 232.023,  0.182,  5.000, -11.167, 17.999, -3.201, 18.755,  8.690, -29.410, 20.720, -664.154, -148.840,  0.224,  0.000, 10.042
120.995, 123.551, 120.554, 114.443, 124.791, 120.767, 401.556, 135.560,  0.338, 42.000, 33.667, -22.746, 11.470,  3.467, -22.532, 11.463, 11.069,  0.843, -118.366, -140.344, -37.000, -35.567
125.893, 141.717, 92.390, 117.956, 144.872, 97.172, 62.986,  2.014,  0.032,  5.000, -7.333,  9.909, -38.041, 31.285, 17.041, -42.774, 25.732, -25.975,  0.596, -0.023, -2.000,  2.000
91.550, 146.471, 111.376, 91.878, 151.445, 116.678, 11.250,  0.000,  0.000,  3.000, -5.667, 29.573, -13.078,  6.021, 32.611, -20.731, -11.881, 35.490,  4.551,  0.128,  1.000,  3.292
109.668, 126.178, 110.508, 110.010, 132.425, 117.565, 152.539,  7.319,  0.048, 12.000,  4.889, 16.981, 19.354, -18.844, 17.168, 16.044, -33.212, -77.997, -5.325,  0.068, -6.000, -6.139
115.809, 135.165, 116.199, 115.231, 129.432, 115.337, 1880.294, 243.486,  0.129,  3.000, -7.500, -13.878, -13.545, 15.820, -8.501, -2.643, 11.145, -465.198, -198.708,  0.427, 10.000, 14.773
105.823, 125.677, 121.528, 109.211, 127.821, 122.968, 514.080, 53.635,  0.104,  7.000,  0.583, 14.049, -3.870, -3.051, 12.275, -9.341, -2.935, 16.160, -35.597, -2.203,  0.000, -0.958
120.619, 113.146, 126.453, 120.345, 113.037, 126.618, 60.531,  8.377,  0.138,  5.000, -1.600, -8.281, 12.048, -3.984,  2.171, -5.625,  3.454, -35.258, -3.843,  0.109, -2.000, -1.733
107.800, 109.040, 138.905, 104.643, 113.412, 141.945, 201.527, 14.454,  0.072,  5.000, -2.600, -5.756, 34.259, -24.248, -3.618, 34.976, -31.359, 40.989,  8.989,  0.219,  0.000,  0.100
140.710, 121.016, 116.305, 123.689, 117.871, 118.441, 274.133, 34.980,  0.128, 12.000,  3.950, -25.766, -5.015, 26.871, -14.110,  2.498, 11.612, -31.205, -21.504,  0.689, -6.000, -3.650
97.679, 137.761, 124.560, 97.679, 137.761, 124.560,  8.244,  0.485,  0.059,  5.000, -5.300, 16.605, -31.248, 17.473, 16.177, -32.663, 16.486, -2.796,  0.134, -0.048, -4.000,  1.800
112.128, 129.687, 110.559, 115.317, 135.657, 109.026, 619.470, 104.836,  0.169,  5.000, -1.200, 14.123, -1.546, -4.951, 18.009, -8.238, -9.771, -63.630, -98.785,  1.552,  2.000,  1.800
132.499, 113.963, 113.539, 131.850, 113.272, 114.878, 509.359, 20.927,  0.041,  5.000, -1.800, -7.762, 19.713,  0.022, -5.474, 15.907, -10.433, -56.982, -13.908,  0.244, -1.000, -0.700
108.965, 127.900, 118.763, 105.912, 128.650, 125.439, 946.199, 92.905,  0.098,  7.000, -0.400, -11.831,  6.153,  4.636, -9.911,  6.408,  3.504, -589.359, -86.967,  0.148, -4.000, -4.433
97.652, 116.646, 145.701, 97.652, 116.646, 145.701,  8.194,  0.814,  0.099,  4.000, -2.000,  7.669, 18.280, -25.949,  7.777, 17.899, -25.676, -2.404, -0.618,  0.257, -3.000, -7.000
116.094, 102.651, 128.744, 109.509, 118.120, 132.371, 10398.881, 834.052,  0.080, 10.000,  3.333, -7.211, 18.950, 15.275, -4.205, -3.032,  7.237, -6097.643, -576.854,  0.095, -1.000, -1.048
103.888, 124.827, 131.285, 103.806, 129.113, 127.081, 454.481, 186.850,  0.411,  8.000,  0.100,  4.850, 14.932, -19.782,  6.608,  6.699, -13.307, 68.868, -173.594, -2.521, -4.000, -1.850
113.929, 101.066, 134.713, 118.756, 105.791, 135.453, 410.785, 74.968,  0.183, 11.000,  3.500,  1.515, 13.424, -4.647,  7.917, -4.218, -3.699, -127.925, -64.481,  0.504, -5.000, -4.875
132.661, 107.634, 115.204, 136.067, 110.572, 113.361, 243.965, 33.701,  0.138,  7.000,  0.714, -1.197, -15.522, 21.220, -7.084, -9.572, 16.655, -49.809, -19.820,  0.398, -2.000, -1.214
132.851, 132.861, 93.773, 133.319, 134.862, 91.818, 1475.873, 105.906,  0.072,  5.000, -3.500, -8.138, 23.576, -1.586, -12.795, 11.748,  1.048, -66.274, -86.491,  1.305,  1.000,  2.583
119.151, 126.285, 115.006, 117.814, 124.643, 117.542, 792.240, 41.711,  0.053,  8.000,  0.571,  4.794, -3.933, -1.303, 12.574, -3.619, -8.956, 123.400, -6.608, -0.054, -2.000, -0.571
103.480, 110.809, 139.908, 108.110, 104.848, 147.042, 2941.276, 96.398,  0.033,  9.000,  3.188,  7.164, -1.934,  2.608,  2.676,  2.170, -4.846, -572.484, -19.656,  0.034, -5.000, -6.188
128.320, 131.288, 116.782, 124.833, 125.066, 110.101, 1643.040, 45.063,  0.027,  8.000,  0.700, -15.602,  1.892,  1.501, -8.688, 10.607, -1.919, -204.813, -13.942,  0.068, -3.000, -3.300
134.519, 81.236, 143.641, 139.277, 82.774, 137.947, 1761.357, 102.769,  0.058,  4.000, -3.750,  1.454, -1.990, 11.436, -0.798, -1.888,  2.689, -187.602, -55.652,  0.297,  3.000,  4.625
110.924, 126.595, 122.481, 118.932, 114.055, 127.013, 1759.535, 144.590,  0.082,  7.000,  1.083,  5.830, -6.124,  2.827, -0.065,  3.532, -3.468, -98.430, -81.812,  0.831,  1.000, -0.383
132.159, 134.898, 92.943, 140.074, 127.987, 91.939, 71.272,  8.967,  0.126,  4.000, -1.000, 11.250, -14.797,  6.471,  4.270, -9.348,  5.077, -9.534, -7.956,  0.834, -1.000, -3.667
125.603, 132.804, 99.362, 123.673, 140.352, 95.974, 1222.638, 45.660,  0.037,  5.000, -0.600, -6.836, -7.771, 16.838, -1.962, -20.151, 22.114, 100.861,  9.820,  0.097,  6.000,  5.850
159.760, 72.738, 128.336, 160.641, 72.321, 127.038, 468.217, 53.123,  0.113,  7.000,  2.500, -15.741, -17.044, 31.950, -6.364, -20.534, 26.898, 116.073, 40.130,  0.346, -6.000, -6.000
132.358, 109.265, 138.367, 129.135, 103.847, 127.018, 868.646, 92.668,  0.107,  7.000,  0.250, 27.740, -52.258,  4.529, 29.643, -45.566, 15.923, -569.926, -73.046,  0.128, -6.000, -5.250
122.653, 126.009, 112.937, 117.986, 125.214, 116.800, 405.964, 18.830,  0.046,  6.000, -0.500, 10.150, -17.109,  5.289, 15.136, -16.530,  1.394, 35.265, -8.195, -0.232, -3.000, -9.000
142.456, 113.312, 111.786, 133.768, 113.758, 112.474, 761.359, 91.791,  0.121,  5.000, -3.000, -19.861,  1.058, 11.248, -14.832,  4.231, 10.601, -243.243, -51.232,  0.211,  1.000,  1.917
103.230, 138.821, 97.430, 116.191, 130.827, 112.982, 211.991, 66.995,  0.316,  3.000, -5.167, 41.497, -12.006, -8.973, 29.937, -16.342, -13.595, 126.603, -62.552, -0.494,  2.000,  2.567
144.726, 84.194, 125.763, 138.605, 97.261, 124.134, 428.395, 24.086,  0.056,  6.000,  0.500,  3.713, -1.250,  3.116,  8.220, -12.790,  4.570, -134.824, -14.470,  0.107, -2.000, -2.375
120.664, 109.956, 119.367, 122.621, 110.833, 126.546, 624.273, 110.681,  0.177,  1.000, -3.750, 13.820, -8.973,  7.085, 12.372, -13.037,  0.665, -122.569, -70.432,  0.575,  7.000,  3.750
119.667, 125.003, 98.374, 125.778, 114.827, 119.395, 369.453, 21.882,  0.059,  5.000, -3.300, 25.319, -38.549, 30.186, 23.080, -35.003, 11.923, -31.264, -8.449,  0.270,  0.000,  2.200
120.418, 123.264, 115.876, 122.148, 128.060, 109.792, 1920.667, 199.164,  0.104,  4.000, -4.250, 13.665, -24.970, -4.094, 19.210, -25.198,  5.988, -76.831, -161.611,  2.103, 10.000, 11.400
125.778, 129.284, 104.088, 133.128, 120.849, 106.024, 106.807, 62.639,  0.586,  5.000, -2.875, 17.573, -9.561, -5.654,  6.820, -0.045, -6.775, 13.952, -56.455, -4.046,  0.000, -0.125
122.249, 128.308, 110.776, 119.473, 131.845, 108.682, 1656.138, 90.636,  0.055,  9.000,  2.438, -6.370, -11.901,  7.645, -2.762, -9.645, 12.407, 340.566, 27.743,  0.081, -1.000, -1.188
139.872, 89.939, 130.188, 139.238, 88.406, 132.356, 44.489, 10.655,  0.239,  3.000, -3.000, -2.320, 37.424, -23.758,  2.961, 37.761, -40.723, -38.073, -10.091,  0.265,  0.000, -1.500
110.027, 129.094, 112.487, 107.237, 131.906, 120.857, 1263.945, 53.245,  0.042,  4.000, -4.250,  7.697, -38.484, -2.964, 18.312, -24.878,  6.566, -48.103, -42.514,  0.884,  4.000,  5.500
109.742, 114.277, 134.859, 110.132, 107.997, 141.871, 2441.048, 274.241,  0.112,  4.000, -2.000,  7.680, -52.821, 14.473, 12.025, -25.080, 13.056, -371.840, -152.751,  0.411,  5.000,  4.167
125.637, 137.313, 105.183, 119.285, 142.658, 98.057, 937.020, 26.419,  0.028, 14.000,  7.150,  3.629, 10.530, -17.424,  9.164, -0.843, -8.321, 156.324, 17.668,  0.113, -7.000, -7.936
156.792, 121.100, 90.929, 150.246, 118.704, 91.050, 103.873,  5.628,  0.054,  1.000, -3.250, -24.400, 20.713, -4.656, -17.586, 22.871, -5.285, -78.725, 81.624, -1.037,  2.000, -1.750
142.390, 106.591, 122.136, 134.899, 112.126, 112.975, 551.363, 11.286,  0.020, 10.000,  1.917, -8.401, -6.422,  3.707,  5.895, -1.278, -4.617, -73.465, -5.890,  0.080, -4.000, -1.417
144.305, 146.784, 81.991, 138.295, 146.254, 75.451, 43.961,  3.616,  0.082,  6.000, -0.833, 13.182,  3.867, -30.129, 12.662,  2.157, -14.819, 71.847, -2.857, -0.040,  0.000,  0.208
135.179, 105.866, 111.783, 138.071, 93.255, 128.675, 258.163, 69.503,  0.269,  6.000,  0.900,  0.962, -9.917, 18.098, -2.227,  0.815,  1.412, -21.772, -54.707,  2.513,  0.000, -4.400
137.743, 73.811, 151.143, 135.210, 72.919, 151.871, 20.167, 65.781,  3.262,  7.000,  1.250,  0.619, 22.421, -25.738,  3.152, 23.313, -26.465, -8.245, 38.056, -4.616, -4.000, -5.417
119.801, 101.311, 131.034, 116.984, 109.319, 133.697, 194.584, 37.960,  0.195,  5.000, -1.200, 15.288,  4.084, 26.134,  0.248, -22.750, 22.502, -106.349,  3.721, -0.035,  0.000, -2.800
120.275, 127.551, 123.536, 117.244, 130.166, 112.590, 1791.735, 80.432,  0.045,  4.000, -0.875, -7.689, -1.849, -1.824,  6.036,  2.953, -8.989, -338.728, -60.185,  0.178,  8.000,  6.708
123.593, 124.167, 119.611, 127.723, 121.466, 110.811, 1230.162, 64.293,  0.052,  3.000, -2.333,  5.450,  2.673, -15.493, -0.017,  4.095, -4.077, 275.204, 55.685,  0.202,  7.000,  5.333
127.695, 124.945, 118.497, 129.146, 119.891, 110.963, 1632.607, 129.736,  0.079,  5.000, -0.900, -21.054,  6.844,  3.073, -21.549, 14.765,  6.783, -190.992, -75.527,  0.395,  2.000,  2.257
121.609, 135.762, 102.630, 122.089, 135.908, 102.003, 648.443, 55.593,  0.086,  4.000, -0.500, 24.239, -29.435,  5.195, 23.759, -29.581,  5.822, -50.289, -20.207,  0.402, -3.000, -7.750
118.584, 124.799, 114.602, 118.862, 126.747, 114.391, 292.429, 15.239,  0.052,  6.000, -0.167, -7.869, -0.275,  8.028, -7.585,  1.488,  6.097, -89.864, -9.950,  0.111, -3.000, -3.833
116.097, 127.047, 116.857, 118.842, 113.782, 127.376, 1363.112, 55.696,  0.041,  4.000, -3.500, -22.790, -11.551, 27.177, -12.729,  4.232,  8.496, -195.337, 57.350, -0.294,  0.000,  2.000
117.358, 118.291, 127.886, 116.408, 117.488, 126.104, 3791.693, 246.777,  0.065, 11.000,  3.000, -17.237, 10.589,  1.708, -20.397, 14.610,  5.788, -1330.956, -170.368,  0.128, -4.000, -1.643
125.018, 126.563, 108.419, 122.055, 127.197, 110.748, 94.035,  6.864,  0.073,  5.000, -2.600, -4.386,  7.614, 17.642, -6.584, -6.125, 12.709, 45.564, -0.948, -0.021, -1.000,  0.225
116.949, 109.458, 134.136, 120.830, 106.517, 132.653, 436.645, 94.990,  0.218, 11.000,  4.100, -3.123, 23.435, -20.855, -11.138, 22.618, -11.479, -241.945, -73.936,  0.306, -7.000, -5.350
98.818, 121.217, 139.965, 97.038, 113.315, 149.646, 568.850, 88.471,  0.156,  6.000, -1.375, -0.198, 15.136, -14.938, 11.346,  2.349, -13.696, -400.643, -85.056,  0.212, -3.000, -2.958
129.201, 157.254, 95.030, 113.908, 149.289, 96.803, 71.191,  0.000,  0.000,  6.000, -0.833, 19.588, -35.491, -5.582, 35.546, -32.212, -3.334, 44.334,  2.104,  0.047, -2.000, -0.917
150.263, 75.395, 134.343, 152.802, 99.450, 107.748, 482.492, 33.172,  0.069,  5.000, -1.800, 24.007, -51.854, 27.847, 16.243, -53.867, 37.624, -238.792, -26.752,  0.112, -4.000, -1.450
146.164, 107.897, 105.938, 137.221, 113.132, 109.647, 1373.334, 88.400,  0.064,  6.000, -2.300, -1.807, -16.031, 10.791,  6.869, -9.064,  2.195, 237.189, -57.119, -0.241,  1.000,  2.514
139.749, 104.619, 122.182, 140.970, 102.092, 116.938, 82.251,  3.115,  0.038,  5.000, -2.100,  4.141, -3.324, -7.366, 11.159,  5.828, -16.987, -32.157, -1.947,  0.061, -2.000, -2.567
144.448, 99.261, 116.291, 138.851, 102.757, 118.391, 303.583, 84.219,  0.277,  3.000, -8.000, -1.114, -17.285, 10.207,  4.118, -14.390, 10.272, -206.219, -76.703,  0.372,  1.000,  6.250
141.854, 101.621, 119.002, 142.885, 99.102, 118.013,  6.746,  0.000,  0.000,  9.000,  2.500, -4.809,  5.930, -3.598, -14.088,  7.017,  7.072, 26.922, 15.924,  0.591, -6.000, -6.000
134.322, 96.902, 131.553, 132.630, 95.513, 131.856, 60.516,  2.563,  0.042,  4.000, -3.625, -0.067,  8.877,  2.725,  0.734,  3.110, -3.844, -39.651, -0.563,  0.014, -3.000, -0.125
145.064, 125.767, 106.934, 142.676, 113.044, 104.280, 618.594, 62.081,  0.100,  9.000,  2.667, -10.902, -8.231, 11.028, -8.540, -0.799,  9.339, -118.964, -34.442,  0.290, -4.000, -4.567
132.357, 117.110, 110.533, 130.633, 122.856, 106.510, 304.204, 35.888,  0.118, 13.000,  6.929, -4.718,  3.703,  2.642, -2.476, -2.961,  5.437, 391.750, -17.407, -0.044, -7.000, -8.012
119.293, 104.539, 124.376, 119.170, 110.438, 130.392, 452.441, 17.233,  0.038,  5.000, -1.900, 27.696, -7.422,  0.626, 22.468, -16.354, -6.114, -26.808, -7.722,  0.288, -1.000, -0.600
118.869, 106.447, 134.672, 121.049, 108.396, 130.555, 1307.559, 60.604,  0.046,  8.000,  0.000, 21.376,  2.843, -18.950, 20.998, -0.011, -20.987, 57.179, -10.452, -0.183,  0.000,  1.938
131.754, 109.747, 106.349, 132.068, 120.450, 107.480, 2656.599, 184.482,  0.069,  3.000, -4.000, -0.047, 27.977, -4.161,  3.142, 11.483, -14.623, 299.133, -128.598, -0.430,  6.000,  7.389
105.009, 143.499, 133.623, 104.493, 117.020, 138.487, 266.100, 43.399,  0.163,  4.000, -3.125,  0.663, -35.216, 12.423,  6.526, -9.493,  2.968, 77.077, -8.810, -0.114,  1.000,  0.325
145.361, 110.369, 102.262, 151.104, 106.932, 101.964, 74.405,  4.841,  0.065,  3.000, -1.167, -21.116, -15.351, 40.855, -43.839,  9.000, 34.838,  4.530, 33.420,  7.377,  1.000,  1.417
101.939, 108.280, 155.248, 107.361, 102.071, 150.568, 51.746,  0.000,  0.000,  3.000, -2.000,  9.807, 10.111, -9.730, -1.991, 18.114, -16.123, -31.859, 172.475, -5.414,  1.000,  1.500
