move_left ,gV_diff_an4, gF_diff_an4 ,gFnnF_diff_an4, gMs_diff_an4, fMs_an4_left, FnnF_A_maxdec, FnnF_A_avgdec, FnnF_fMs_maxdec, FnnF_fMs_avgdec
     1, 11.512,  2.000, -2.556, -14.133,  3.634, -100.273, -35.957, 92.881, -163.324 
     0, 13.848,  9.000,  8.188, 44.008,  8.067, 69.602, 42.909, 21.036, -164.681 
     0, 10.901,  7.000,  8.369, 197.461, 38.688, 215.664, 291.390, -22.517, 61.394 
     0, -23.699,  4.000, 10.024, 148.192, -1.156, 183.786, 229.864, 86.610, 89.834 
     0, 72.293, 32.000, 37.603, 501.813, -0.235, 292.790, 587.669, -105.947, 12.683 
     1, 32.003, 19.000, 24.291, 434.185, 36.027, 169.619, 340.776, -203.412, -64.625 
    -1, -34.530, -3.000,  1.716, 66.340,  1.490, 190.016, 119.571, 138.890, 132.535 
     0, 15.181, 15.000, 18.822, 185.301, -12.885, -233.469, 15.531, -22.517,  8.366 
     0, 35.239, 13.000, 12.008, 191.742, 27.348, 188.732, 216.906,  1.844, -34.087 
     1, -3.257,  4.000,  7.291, 108.748,  7.942, 171.897, 55.186, 54.717, 20.594 
     1, -12.803,  2.000,  4.860, 40.001, 25.774, 169.619, 80.756, -234.304, 17.869 
    -1, -32.378, -7.000, -2.829, -64.976, -23.048, 580.019, 108.981, 61.786, -26.002 
     1, 10.645,  7.000,  5.998, 70.316,  1.037, 1457.375, 269.047, 142.289, -9.818 
     1, -50.072, -12.000, -12.150, -69.391, -11.081, 949.655, 172.696, -95.780, -23.547 
     1, -40.726, -10.000, -13.246, -77.801, -10.137, 835.913, 215.611, 63.046, 25.168 
     1, -10.309, -1.000, -4.079, 17.909,  7.469, 928.503, 241.785, -20.737, -12.481 
     0, -26.542, -5.000, -4.079, -38.970,  0.340, 1195.539, 283.818, 255.900, 164.121 
     1, 35.421,  5.000,  1.167, -152.357,  4.133, 61.885,  0.910, -362.922, -129.748 
     1, 50.910,  4.000,  1.625, -248.662, 18.382, -209.109, -167.216, -362.922, -161.496 
     0, 128.337, 31.000, 29.300, 622.862, -4.634, -585.209, -365.504, -296.641, -99.934 
     0, 11.248,  1.000, -5.235, 41.839,  1.863, -1400.415, -376.410, -712.034, -192.241 
     0, 10.675,  2.000, -4.709, 41.323,  4.381, 53.311, 29.948, -8.475, -89.544 
     0,  0.772, -4.000, -8.235, -23.908,  0.901, -358.355, -375.435, -712.034, -194.545 
    -1, -14.931, -8.000, -11.013, -53.453, -8.050, -620.983, -165.459, -128.738, -51.140 
    -1, -22.331, -8.000, -15.902, 29.421,  1.285, -168.890, -162.994, -317.039, -154.469 
     1, 45.642, 24.000, 26.625, 248.711,  7.885, -262.850, 73.948, 253.368, 274.604 
     1, 16.602,  8.000,  7.562, 33.561,  8.573, 170.826, 164.212, 337.193, 215.156 
     1,  3.631,  4.000,  5.750, -61.713, -5.534, -152.588, 67.950, -323.019, 23.479 
     1, 47.435, 17.000, 15.330, 211.879, 12.754, -99.040, -19.760, 109.586, 170.377 
    -1, -5.969,  0.000, -1.500, -34.759, -6.493, -342.935, -132.189, 253.368, 136.765 
    -1, -40.731, -7.000, -15.733, -39.419, -3.790, -13.041, -172.764, 133.659, 86.339 
     0,  3.855,  1.000, -4.357, -33.662, -5.171, -211.567, -25.199,  8.424,  0.900 
    -1,  6.120,  1.000, -6.607, -56.279, -4.604, -211.567, -120.193, 66.710, 57.114 
     0, 44.368, 23.000, 28.579, 447.458, 13.428, 48.900, 81.039, -506.571, -125.319 
     1, 94.362, 41.000, 47.316, 976.485,  4.300, -1467.534, -180.345, -120.875, -37.801 
     1, 25.610,  7.000, 11.276, 104.877,  6.313, -2435.062, -254.012, -10.245, -140.055 
    -1,  6.525,  6.000,  5.083, 11.145,  0.419, -837.290, -346.328, -30.040, -128.515 
     0,  1.154, -2.000,  4.650, 71.796, -0.795, -2136.190, -1046.988, -452.622, -219.636 
    -1, 17.266,  7.000, 13.803, 259.081, -7.373, -2034.211, -666.653, -700.332, -288.900 
     1, 45.494, 11.000,  9.967, 111.934, 24.228, -1467.534, -649.583, 126.835, -111.774 
     1, 74.841, 20.000, 29.781, 755.110, 10.678, -307.060, -30.164, -787.983, -230.991 
     1, -12.511, -4.000, -1.125, -75.087, -1.014, -1128.373, -362.848, -221.491, -87.822 
     0, 50.581,  8.000, 11.000, 114.101, -2.744, -2730.536, -1054.473, -278.028, -252.038 
    -1, 15.550,  3.000,  0.852, -241.314, 19.831, -4349.495, -768.180, -183.751,  0.287 
     1,  7.213,  3.000,  3.134, 158.097,  4.735, -877.010, -320.255, 592.583, 120.199 
     1, -26.847, -15.000, -18.027, -167.063,  3.009,  2.383, -16.956, 904.177, 180.201 
    -1, -52.937, -24.000, -31.441, -97.322,  8.249, -143.138, -62.340, -40.773, -57.571 
     1, -25.945, -16.000, -20.549, -121.410, -0.747, -877.010, -509.655, -182.081, -275.696 
     1, 17.576,  1.000, -0.141, 104.355,  9.746, 575.186, 22.094, 219.707, 60.065 
     0, -27.767, -15.000, -13.241, -134.616, -2.622, 157.834, 78.192, 275.659, 66.051 
     1, 47.969, 15.000, 12.827, 694.647, -0.765, -3689.899, -452.486, 567.484, 113.315 
     1,  0.348, -7.000, -8.196, 49.888, -8.812, -623.862, 19.508, -115.051, -34.183 
     1, 11.433,  6.000,  5.444, 64.793, -6.237, -161.680, -96.801, 592.583, 20.947 
    -1, -15.955, -14.000, -22.775, -322.753, -21.807, -725.841, -203.615, -115.051, -107.050 
     1, -48.613, -18.000, -19.241, -60.934,  0.777, 340.948, 140.501, 111.190,  8.133 
     0, -48.613, -19.000, -19.741, -100.840, -10.615, 340.948, 104.593, 111.190,  8.324 
     1, -42.989, -17.000, -16.325, -81.257,  0.155, 61.300, 17.874, -15.598, -8.954 
    -1, -53.120, -22.000, -27.241, -98.886, -7.148, 421.781, 144.775, 21.715, -0.176 
     1, 130.968, 28.000, 28.000, 514.675, 16.783, -6.954, 1027.080, -601.090, -163.427 
     1,  0.054,  3.000,  3.125, 26.778,  3.625, 157.356, 71.873, 75.993, 48.418 
     1, 29.900,  7.000,  9.083, -80.863,  1.467, -133.774, -86.591, -27.605,  9.258 
     1, 18.289,  6.000,  4.909, -19.306,  0.000, -123.836, 19.793, -164.045, -11.202 
    -1, -27.499, -11.000, -17.135, -150.933, -33.755, -233.513, -112.999, -51.602, -19.906 
     1, -22.831, -6.000, -4.111, -83.085, -5.062, 539.814, 286.276, 605.903, 302.191 
     1, -17.148, -2.000,  1.035, -40.961, -1.996, 511.651, 227.604, 605.903, 303.682 
    -1, -25.735, -5.000, -8.278, -67.120, -0.658, -722.687, -592.571, -12.410, -16.914 
    -1,  4.903,  3.000,  5.579, -33.803, -27.651, -1295.218, -130.343, -17.626, 71.830 
     1, 61.393, 25.000, 29.234, 304.352, 13.321, -1436.646, 24.768, 588.435, 166.968 
     1, 21.102, 12.000, 15.922, 236.725, -0.696, 14.278, -39.910, -463.922, -242.563 
     1,  4.281,  8.000, 10.453, -12.160,  2.996, -100.630, 61.480, 518.465, 97.576 
     0, 24.339,  6.000,  3.639, -5.719, 14.893, -962.816, -183.556, -75.174, -57.680 
     0, 11.294,  9.000, 10.611,  2.119, -0.383, 301.370, 71.391, 135.238, -9.081 
     1,  3.994, 13.000, 12.367, 212.262,  1.603, -110.955, 152.492, 505.169, 48.306 
     0, -36.127, -7.000, -8.551, -115.505,  3.030, 301.370, 35.358, 299.127, 214.159 
     0, -14.158, -3.000, -1.078, -88.713,  3.914, 132.838, -2.249, 542.290, 128.469 
     1, -23.704, -5.000, -3.509, -157.460, -1.526, -143.451, -77.916, -180.895, -72.535 
     0, 69.608, 34.000, 39.806, 553.965, 10.128, 196.081, -25.540, -267.598, -144.319 
     0, -2.851,  3.000,  6.685, -144.273,  5.951, -119.918, -8.599, 127.402, 63.181 
     1,  3.533, -11.000, -18.750, -271.255,  3.614, -182.875, -26.092, -1542.521, -257.251 
     1, 89.690, 30.000, 31.490, 458.649,  6.621, 1756.111, 293.736, -29.409, 31.679 
     1, 17.322, 10.000, 10.650, -90.357,  1.487, 2025.568, 208.489, 181.384, -10.466 
     1, 22.630,  1.000, -1.131, -142.779,  8.189, -68.382,  8.686, 79.551, -32.014 
     1,  5.017, -2.000, -4.861, -161.095, -6.378, 416.453, 155.143, 196.347,  8.059 
     1, 29.090,  3.000,  0.772, -127.169,  1.409, -182.875, -48.026, -1758.242, -354.566 
     1, 60.907, 19.000, 23.019, 223.809,  2.468, 2318.552, 590.221, -16.785, -6.376 
     0, 10.526,  1.000,  1.964, -159.006, -0.279, -1062.191, -305.108, -10.935, 65.041 
    -1, -31.349, -13.000, -11.750, -211.291, -9.686, 2036.522, 321.362, 146.105, 20.200 
    -1, -28.603, -12.000, -20.375, -230.785,  0.293, -114.092, -114.652, 165.422, 68.605 
     0, -27.688, -12.000, -22.125, -184.451, -0.699,  7.487, -49.759, 194.734, 14.678 
    -1, -35.660, -12.000, -15.500, -214.893, -12.003, 191.904, 120.229, 274.178, 102.074 
     1, -29.771, -13.000, -18.750, -358.479, -164.433, 126.100,  9.989, -1.821, 18.869 
    -1, -13.194, -8.000, -6.917, -238.458, -20.299, -21.299, -77.698, -136.170, -5.547 
     1, -24.232, -7.000, -4.673, -183.500,  5.817, 206.047, 109.474, 200.426, 99.734 
     1, -9.907, -4.000, -3.438, -223.214, -14.086, 2127.489, 274.047, 163.842, 68.859 
    -1, -40.803, -15.000, -25.150, -217.155,  1.397, -53.683, -99.928, 209.745, 132.940 
     0, 101.307, 41.000, 52.506, 543.161, 25.548, -162.594, -26.654, -83.857, -83.790 
     1, 43.655, 12.000, 21.375, -30.806, -5.756, 108.356,  1.135, -45.664, -80.115 
     1, 134.347, 39.000, 51.913, 1158.508, 18.103, -203.590, -12.044, -86.504, -105.246 
     0, 10.071,  3.000,  6.036, -9.312,  0.000, -203.590, -236.294, -104.120, -95.011 
    -1, -14.130,  2.000, -0.190, 38.537, -2.327, 54.661, -113.282,  0.475, -26.452 
     1, -21.355, -2.000, -2.657, 34.331, -3.269, 224.415, 112.842, 80.180, 34.274 
     1, -10.211,  2.000, -0.550, 15.187,  1.769, 331.933, 292.753, 628.411, 352.932 
     0, 111.732, 80.000, 90.722, 1475.165, 12.925, -1907.280, 203.256, -389.088, -93.436 
     1, 50.220, 25.000, 30.029, 173.951,  3.005, -1907.280, -634.770, 341.098, 115.044 
     1, 23.974, 13.000, 17.678, 169.917,  3.370, 280.492, 469.825, 594.902, 233.795 
     0, 39.975, 12.000, 15.700, 235.019,  9.980, 107.610, 15.806, 50.113,  0.249 
     1, -15.586, -2.000, -4.925, -27.831,  1.389, 236.698, 405.121, 515.703, 216.586 
     1, 30.289, 21.000, 25.845, 395.902, 88.664, 225.831, 111.053, 531.565, 109.447 
     0, 23.839, 10.000, 14.950, 26.281, -6.343, -116.008, 98.618, 37.489, -16.335 
     1, -15.540, -3.000, -1.371, 65.451,  0.000, 415.526, 190.184, 192.062, 124.279 
     1, 63.146, 23.000, 30.629, 362.300,  5.471, 63.505, 137.512, -259.661, -91.075 
     0, 46.325, 19.000, 25.159, 113.416, -0.393, 204.628, 118.121, 183.973, 164.197 
     1, 53.338, 20.000, 25.317, 127.695, 18.302, 77.725, 34.851, -328.288, -70.814 
     1, -6.751, -1.000,  3.595,  9.238, -2.990,  4.785, 15.917, -273.230, -137.600 
     0, 18.341,  6.000, 11.198, -31.885,  0.453,  8.401, 13.596, -110.738, 28.595 
     1, 53.288, 22.000, 30.256, 140.884,  0.667, 145.196, 222.657, -204.603, -105.252 
     1, 70.440, 26.000, 31.429, 330.569, 29.598, 318.882, 172.987, -108.519, -61.997 
    -1, -25.124, -7.000, -11.090, -60.291, -4.764, -284.968, -195.002, 250.716, -3.989 
    -1, 29.683,  6.000, -1.449, 12.573, 10.182, -233.750, -286.431, 250.716, 86.848 
    -1, -9.586, -5.000, -13.298, -23.850, -13.903, -215.211, -591.597, 340.529, 83.104 
     1, 111.829, 22.000, 25.837, 218.900, -8.189,  6.289, 1620.664, -125.272, -63.904 
     1, 94.594, 31.000, 38.272, 485.270,  9.404, 13.673, 2049.415, -207.509, -30.697 
     1, 83.830, 21.000, 23.300, 159.618, -0.464, 121.010, 1442.311, -122.366, 118.787 
     1, 12.964,  2.000,  5.833, -25.576,  7.799, -688.681, -443.162, -192.856, -75.156 
     0, 35.353,  9.000, 15.308, 126.798, 33.067, -1148.092, -826.963, -135.022, -119.907 
    -1, 44.999,  4.000,  8.250,  2.653, 13.507, -1151.569, -715.677, 35.753, 41.332 
     1, 135.666, 41.000, 44.511, 688.044,  1.377, -688.681, -563.252, -192.856, -130.848 
     0, 114.747, 20.000, 13.073, 272.919, 20.228, -233.368, -42.182, -238.789, -110.459 
     1,  9.606,  0.000,  0.778, -13.777,  0.000, 34.533, 1217.381, 54.865, 54.002 
     1,  8.637, -3.000, -8.111, -46.160,  0.000, -46.779, -14.756, -78.439, -20.206 
     1, 32.142,  5.000,  4.127,  8.926, -2.007, 159.731, 1005.004, -24.174,  1.417 
     1, 32.927,  0.000, -5.000, -50.930, -4.704, -103.751, 1057.130, -258.608, -66.849 
     0, -34.408, -8.000, -9.750, 105.365,  1.811, 272.333, 157.926, 69.045, 42.565 
     0, -10.020,  0.000,  1.500, 110.370, -6.713, 1698.855, 208.407, 332.499, 70.799 
     1, 30.315,  6.000,  8.034, 263.642, 123.220, -618.182, 76.300, -250.293, -124.070 
     1, 11.865,  8.000,  9.458, 120.165,  2.227, -39.181, -11.663, -455.505, -87.410 
     1, 22.327,  7.000,  7.190, 126.441,  3.416, 1763.260, 350.443, 149.613, 14.840 
     1, 26.001,  8.000, 10.708, 207.454,  3.495, 1698.855, 436.468, 549.947, 220.761 
    -1,  7.620, -4.000, -6.708, -14.220, -2.777, 896.285, 51.689, 56.213, -82.799 
     0, -11.956, -4.000, -5.125, 83.801,  1.837, 1818.950, 494.589, 457.035, 152.730 
     1, -16.260, -6.000, -8.175, 64.871, -10.818, 1802.176, 347.804, 575.142, 41.029 
     1, 44.303,  9.000, 12.305, 257.294,  6.850, 926.638, 169.604, 268.118, 128.163 
     1, 78.830, 29.000, 31.492, 563.356, -9.849, 1802.176, 603.448, 624.546, 156.944 
    -1, 43.779, 16.000, 24.081, 104.989, 10.653, -633.309, -398.802, -112.247, -62.916 
     1, 30.523, 12.000, 21.113, 101.152,  2.049, -1214.348, -288.403, -132.551, -38.719 
     1, 128.941, 83.000, 96.951, 1411.133,  7.539, -1295.842, -409.927, -112.247, -100.067 
     0,  9.607,  4.000, 10.065, -57.539,  5.565, 354.867, 223.466, -206.889, -112.176 
     1, -7.023,  7.000, -1.303, 12.972, -3.340, 402.565, 320.411, -538.648, -152.307 
     1, -63.740, -5.000, -10.067, -25.579,  2.412, 1153.282, 485.510, -526.064, -204.071 
    -1,  1.764,  6.000,  8.857, 83.813, -7.450, -722.687, -445.788, 39.193, -0.990 
     1, 51.838, 17.000, 20.774, 145.214, 24.883, -469.596, 33.993, -168.222, -150.674 
     0, 38.793, 20.000, 27.746, 153.052,  9.613, -4.344, -46.404, 12.498, -72.576 
     1, 31.494, 24.000, 29.502, 363.195,  9.748, -206.720, 42.595, -461.760, -126.203 
     1, 61.373, 32.000, 41.037, 288.978, -2.983, -129.229, 69.839, -399.922, -213.980 
    -1, 38.743, 22.000, 32.685, 166.242,  2.935, -424.430, -194.266, -215.655, -173.838 
    -1, -74.387, -12.000, -17.648, -382.584, 10.882, -1537.575, -1419.553, 123.025, 46.828 
    -1, -60.821, -4.000, -11.213, -257.449, -21.460, -213.540, -289.357, -81.696, -35.158 
    -1, -99.937, -14.000, -13.072, -300.766, -1.894, -125.063, -651.377, 279.344, 143.245 
     0, -54.470, -5.000, -11.461, -342.419, -21.140, 57.138, -664.800, 136.657, -65.837 
    -1, -107.162, -18.000, -15.539, -304.972,  0.000, 169.754, 72.557, 25.010, 86.534 
    -1,  4.797,  6.000,  9.750, -20.801,  2.299, 338.743, 488.229, 218.243, -974.904 
     1, -7.007, -1.000, -2.500, -4.153,  2.636, 338.743, 226.011, 232.480, -580.465 
     1,  9.670,  0.000, -1.200, -185.325,  5.587, -2553.239, -358.472, -771.188, -855.673 
     1, 122.709, 51.000, 56.615, 573.784, 14.080, 585.789, 473.515, 232.480, 126.644 
     0,  2.058,  4.000,  5.143, -22.024, -7.472, 321.151, 92.044, 16.367, -541.604 
     1, 61.483, 20.000, 29.500, 308.813,  7.225, 515.481, 247.065, 210.288, 168.674 
     1, 55.004, 25.000, 33.357, 317.352,  5.047, -4575.524, -2572.456, -1209.819, -740.376 
    -1, -12.423,  0.000,  1.600, -58.661, -32.333, 17.763, 102.346, -55.764, -638.554 
     1, -10.172,  2.000,  2.500, -0.985, -1.479, 353.234, 100.442, 55.145, -689.792 
     1, 28.456,  8.000, 15.778, 44.396, 13.201, -4284.586, -789.953, -1109.046, -236.367 
     1, 71.570, 14.000, 15.571, 252.381, 79.761, -71.228, 213.542,  2.408, 62.913 
     1, 54.684, 19.000, 21.242, 193.402, -5.739, -113.954, 274.819, -85.530, -24.255 
     0, 108.898, 26.000, 25.372, 505.036,  2.316, -113.954, -193.916, -373.287, -224.409 
    -1, -19.655, -1.000, -0.810, 104.381, -2.136, 189.264, 77.686, 103.933, 178.780 
     1, -8.058,  1.000,  1.232, 97.412,  0.279, 483.644, 356.864, 77.863, 28.743 
     1,  1.793, -1.000, -2.976, 53.718,  9.387, 206.698, 82.357, -320.098, -10.142 
     0, 98.652, 16.000, 27.929, 463.959,  3.233, 204.716, 515.450, -63.858, 20.564 
     1, 194.182, 86.000, 104.752, 2225.915,  4.067, 485.080, 1154.897, -185.455, -129.691 
    -1, 33.664, 13.000, 23.071, 106.015, -0.034, 275.337, 284.130, 138.410, 117.988 
     1, 30.231, 11.000, 25.389, 86.414, 20.723, 420.331, 279.874, -32.757, 43.794 
     0, 40.631, 13.000, 24.571, 31.210,  0.111, -542.910, 49.798, -1828.206, -464.184 
     1, 99.646, 37.000, 54.150, 732.288, 28.971, 195.017, 317.254, -217.639, -63.127 
     1, 99.413, 26.000, 39.689, 670.583,  1.570, -733.686, 376.964, -1897.137, -551.805 
    -1, 24.388,  8.000, 11.250,  5.005,  9.422, -387.953, -136.451, 18.271,  9.193 
     1, 67.444, 22.000, 23.975, 32.944,  0.000, -1200.589, -200.135, -246.408, -119.096 
     0, 46.273, 16.000, 19.208, 14.800, -1.501, -860.807, -274.721, -46.189, -12.784 
    -1, 18.148,  2.000,  1.575, -40.494,  0.000, -130.773, -123.687, -104.049, -49.733 
    -1, 113.238, 37.000, 41.242, 457.991,  0.000, -70.138, 31.101, -68.602, -25.455 
    -1,  7.380,  3.000, 10.583,  7.806, -14.494, -156.984, -101.432, -11.968, -106.479 
     1, -1.127,  0.000, -0.167, -60.028, -8.256, 42.662, -13.378, 10.186, -59.678 
     1, 43.359, 10.000, 17.311, 144.167, 32.533, -11.350, 40.143, -25.901, -21.996 
     0, 120.816, 78.000, 91.106, 1399.950,  7.792, -153.662, 156.050, -11.968, -57.674 
     0, 33.058, 11.000, 18.062, 94.702, -0.176, 12.272, 221.635, -3617.015, -671.567 
     0, -14.633, -2.000,  2.883, -14.915, -0.707, -127.926, -99.327, -109.980, -118.909 
    -1, -22.189, -5.000, -3.702, 37.070,  6.723, -75.106, -99.702, -86.889, -132.672 
    -1,  1.482, -1.000,  4.220, -68.721, -6.620, -113.792, -39.443, 69.792, -76.406 
    -1, 39.373, 19.000, 26.228, 320.687,  3.738, 246.885, 260.093, 93.243, 138.526 
     0,  0.659,  3.000,  9.650, 32.063,  9.806, -114.242, -42.111, 22.631, 36.083 
    -1, 130.213, 54.000, 65.523, 1430.719, -0.104, 87.480, 97.358, -3697.195, -1859.071 
     1, 38.530, 16.000, 15.565, 362.670, -5.337, 402.671, 515.736, 435.522, 235.565 
     1, -0.886, -4.000, -12.396, -26.297,  9.578, 83.767, 57.431, -45.140, 46.295 
     1, 22.051, -3.000, -2.263, -3.515,  3.468, 976.080, 953.374, 205.401, 170.401 
     1, -10.559, -3.000, -6.388, -59.609, -27.768, -58.432, 55.528, 66.967, 10.097 
     1,  0.688, -1.000, -7.930, -73.642, -5.594, 482.508, 158.803, 76.174, 63.381 
    -1, -29.141, -8.000, -8.718, -61.083, -23.854, 571.762, 121.588, 28.214, 10.004 
     1, -22.640, -10.000, -18.374, -142.417,  0.999, 760.826, 172.272, 57.095, 31.634 
    -1, -39.408, -13.000, -20.430, -123.535, -37.855, -153.792, 91.530, 230.981, 96.254 
     0, 58.293, 23.000, 23.832, 579.859, -4.426, 40.140, 318.171, 283.385, 105.815 
     1, -14.662,  1.000, -2.213, -85.199,  2.936, 45.164, 205.098, 77.327, 92.359 
     1, -41.114, -13.000, -13.596, -51.491,  0.000, 984.054, 750.440, 133.105, 93.094 
     1, -17.109, -7.000, -8.596, -38.627, 12.733, 721.693, 267.962, 248.168, 115.827 
     1, -20.131, -6.000, -12.340, -67.035,  0.107, 571.762, 169.609, 210.948, 111.646 
     1, 24.544,  1.000, -1.013, 77.800, 29.865, 259.819, 845.216, 339.462, 160.563 
    -1, -41.387, -12.000, -12.406, -34.570, -9.125, 214.143, 162.247, 251.525, 87.645 
     1, -13.486, -3.000, -2.472,  4.131, -2.205, -147.966, -20.351, 36.416, -22.548 
     0, -6.227,  0.000,  1.500, -76.149,  1.953, -30.797, 25.388, 603.224, 51.427 
     1, 59.187, 18.000, 18.450, 199.774,  1.986, -332.816, -229.560, -285.088, -177.070 
     1, 20.780,  4.000,  2.979, 55.171, 22.383, -225.054, -136.660, 668.078, 142.455 
     1, 19.515,  8.000,  7.062, 14.019,  6.104, 12.836, 65.184, 118.113, 41.770 
    -1, -2.450,  0.000,  0.875, -4.452, -1.400, 23.689, -4.207, -137.056, 23.352 
    -1, 36.433,  6.000, -1.714, -42.659,  0.855, -296.148, -176.337, -143.875, -22.256 
     1, 22.578,  4.000,  2.667, -65.077, -3.522, -762.899, -215.412, 136.106, 110.997 
     0, 34.584, 10.000,  6.611, 20.130, -5.907, -115.832, -14.778, 110.510, 22.538 
     1, 55.921,  8.000, 10.188, 297.366,  2.752, -800.187, -57.247, -137.056, -80.622 
     1, 77.171, 15.000, 13.783, 170.477, 10.963, -258.767, 152.970, -204.023, -66.763 
    -1, 52.841, 22.000, 35.966, 352.485, -0.803, 521.360, 342.862, 145.280, 19.375 
     0, 82.501, 34.000, 46.927, 902.207,  5.471, 135.084, 88.249, -449.683, -274.758 
     0, -13.093,  2.000,  7.111, 165.416,  4.272, 307.800, 94.629, 323.297, 166.536 
     1, 58.984, 20.000, 34.519, 520.689, -0.620, 381.375, 199.082, -892.277, -254.166 
     1, 76.675, 29.000, 43.278, 732.738, 168.881, -206.007, -26.307, -685.041, -70.992 
    -1, 61.764, 23.000, 37.033, 366.173,  0.410, 135.084, -162.515, -374.493, -86.841 
     1, 100.995, 30.000, 54.735, 870.348, 27.182, 596.144, 486.582, -255.894, 205.141 
     1, 165.742, 39.000, 63.628, 1092.480, 32.163, 419.822, 374.815, -450.144, -295.269 
     1, 119.194, 21.000, 45.200, 336.214, 13.900, 719.061, 582.606, -942.150, -400.698 
     1, 134.235, 46.000, 65.660, 1050.625, -6.172, 515.479, 511.535, -942.150, 20.109 
     1, 64.037, 13.000, 18.879, 389.141, -2.729, -714.254, -144.715, -170.906, -13.634 
     1,  6.344,  5.000,  9.650, 51.818, -3.621, -88.379, 34.158, -10.797,  0.432 
    -1, -12.328, -5.000, -6.700, -41.500,  7.885, -152.732, 11.215, -2.167,  0.678 
     1, -6.913,  0.000, -1.867, -2.200, -8.570, -24.697, 101.860, -173.107, -65.539 
     1, -28.343, -11.000, -10.300, -5.181, -14.070, 205.170, 38.299, 255.983, 114.691 
    -1, 23.370,  2.000,  3.435, -5.291, -4.560, -716.622, -130.771, -22.800, 96.138 
    -1, 56.186, 23.000, 26.542, 265.061,  6.242, -716.622, -281.082, 56.108, 136.460 
     1, 85.016, 13.000, 15.736, 319.342, -3.477, -92.903, -45.960, -12.975,  1.359 
     0, 31.013, 10.000, 13.160, 64.101,  9.720, -90.067, -67.681, 122.701, -4.542 
     0, 24.834,  5.000,  8.050, 26.582,  4.146, -95.486, -91.350, 129.261, 36.381 
     1, 19.630, 18.000, 20.533, 292.768,  0.000, 286.199, 272.803, 190.547, 173.444 
     0, 78.851, 12.000, 19.603, 191.484,  2.543, 291.606, 580.104, -778.275, -164.637 
     1, 207.891, 49.000, 55.320, 1447.974, 45.129, -169.134, 423.044, -721.842, -160.538 
     1, -6.416, -4.000, -4.711, 10.124,  0.000, 115.384, 80.956, 11.462, 78.754 
     0, 33.461,  3.000,  4.389, -252.714, -0.616, -701.697, 74.574, -688.366, -212.546 
     1,  0.732, -3.000, -12.444, 21.729, -1.535, 295.664, 24.634, -36.818, -53.387 
     1, 140.818, 57.000, 65.828, 1448.818, -0.531, -701.697, -77.044, -688.366, -192.356 
     1, 83.414, 20.000, 25.579, 141.957, -0.291, 181.113, -42.188, -48.561, -29.208 
     1, 70.682, 11.000, 15.639, 204.801,  5.800, 396.808, 140.848,  7.872, -8.351 
     1,  1.508,  4.000,  4.547, 48.578, -2.184, 98.146, 94.096, -1326.540, -291.849 
     1, -11.303, -1.000, -1.847,  7.269,  0.000, 98.146,  0.769, -5.583, 18.745 
     1, -8.398, -2.000, -4.079, 21.333,  1.442, 188.952, 209.080, -1326.540, -450.141 
    -1,  6.465,  5.000,  1.563, 28.279,  0.032, -143.576, -147.122, 18.247, 60.912 
     1, 32.747, 13.000, 10.323,  8.074,  2.644, -98.083, 29.315, 190.136, 820.505 
     1, -1.083,  3.000,  2.778, 25.626,  3.535, -482.800, -46.485, 134.660, 30.453 
     1, 25.812,  8.000,  5.660, 31.560, 31.914, -361.655, -69.243, -95.129, -60.029 
     1, -41.088, -6.000, -7.275, -51.246, -0.562, 1124.306, 428.614, 1049.477, 609.456 
     1, -14.283,  2.000,  0.554, -0.036, 12.481, 1150.304, 219.535, -233.506, 30.217 
     1, -17.400,  4.000,  4.683, -14.770,  6.151, 251.094, 58.367, 262.583, 97.462 
     0, 50.975, 13.000, 16.966, 167.486, -4.295, -138.689, -34.151, -741.380, -173.693 
    -1, -37.531, -11.000, -10.200, -7.298, -21.285, -111.429, -128.760, 106.086, 44.254 
     0, 80.635, 25.000, 27.927, 717.207, 65.034, -883.387, -353.182, 201.143, -15.649 
     0, -2.501, -2.000,  0.786,  6.631, -6.849, 111.159,  2.634, -535.950, -230.573 
    -1, -13.941, -5.000, -1.545, -255.687, -2.052, -3884.386, -1410.530, -143.398, -105.032 
     1, 24.389,  2.000,  0.778, -50.920,  0.000, -340.778, 39.161, -270.279, -26.705 
     0, 127.083, 47.000, 52.111, 1052.769,  7.600, -895.966, -234.469, -593.490, -181.229 
     1, -1.246, -2.000, -0.571, 52.113, -7.105, -100.219, -82.594, -389.974, -181.807 
    -1, 20.317,  7.000, 12.304, 248.827, -0.643, -3884.386, -1261.717, -143.398, -162.078 
     1, -32.317, -8.000, -11.375, -7.233, -3.384, -19.411, -31.367, -389.974, -43.086 
    -1,  6.972, -4.000, -2.500, -17.268, -1.163, -182.974, -43.641, -17.336, -202.113 
    -1, -36.625, -11.000, -26.400,  4.549, -2.904, -109.781, -43.144, 89.660, 138.121 
     1, -0.027, -1.000,  0.533, -26.164,  0.864, 58.229, 193.327, -10.692, -5.428 
     0, 54.684, 28.000, 32.045, 337.595, -0.085, -755.868, -37.451, -158.582, -95.617 
    -1, 17.124,  2.000,  1.111, 76.892, -4.479, -733.465, -95.289, 158.857, 38.164 
    -1, 23.385,  0.000,  6.438, 106.672, -1.106, -1842.995, -502.338, -268.139, -94.403 
